transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260111000005210,ACC0000002910,CUST00002240,BR0036,2026-01-11T05:46:06,2026-01-11,POS,BRANCH,4111,27426.45,27.43,SUCCESS,NPR,,CORE_BANKING
TXN20260111000007932,ACC0000000814,CUST00001578,BR0025,2026-01-11T04:09:57,2026-01-11,WDR,INTERNET_BANKING,,38344.86,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260111000017931,ACC0000005542,CUST00003765,BR0032,2026-01-11T15:55:36,2026-01-11,POS,INTERNET_BANKING,5411,18468.02,36.94,SUCCESS,NPR,,CORE_BANKING
TXN20260111000014693,ACC0000000883,CUST00000413,BR0033,2026-01-11T07:35:17,2026-01-11,TRF,ATM,5411,25370.69,126.85,SUCCESS,NPR,,CARD_SWITCH
TXN20260111000019483,ACC0000006520,CUST00003117,BR0029,2026-01-11T11:27:09,2026-01-11,DEP,MOBILE,,48458.58,96.92,SUCCESS,NPR,,CORE_BANKING
TXN20260111000016013,ACC0000007482,CUST00000141,BR0008,2026-01-11T07:54:32,2026-01-11,WDR,INTERNET_BANKING,,37966.74,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260111000006097,ACC0000006458,CUST00001105,BR0001,2026-01-11T05:46:49,2026-01-11,TRF,ATM,5912,31152.47,155.76,SUCCESS,NPR,,CARD_SWITCH
TXN20260111000002341,ACC0000000007,CUST00002914,BR0015,2026-01-11T06:16:23,2026-01-11,DEP,MOBILE,,32142.64,32.14,SUCCESS,NPR,,CORE_BANKING
TXN20260111000007324,ACC0000001671,CUST00000423,BR0019,2026-01-11T06:43:13,2026-01-11,POS,ATM,7995,38409.73,192.05,SUCCESS,NPR,,CORE_BANKING
TXN20260111000012666,ACC0000001884,CUST00003214,BR0038,2026-01-11T16:17:06,2026-01-11,WDR,MOBILE,,48806.07,48.81,SUCCESS,NPR,,CORE_BANKING
TXN20260111000008938,ACC0000007079,CUST00002663,BR0010,2026-01-11T13:58:47,2026-01-11,DEP,MOBILE,,20665.36,20.67,SUCCESS,NPR,,CARD_SWITCH
TXN20260111000004603,ACC0000001748,CUST00004939,BR0034,2026-01-11T11:40:33,2026-01-11,POS,ATM,5411,526.31,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260111000012840,ACC0000006434,CUST00000006,BR0009,2026-01-11T06:40:40,2026-01-11,WDR,CARD,,5308.78,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260111000018939,ACC0000005819,CUST00002263,BR0032,2026-01-11T15:08:41,2026-01-11,WDR,MOBILE,,47254.29,94.51,SUCCESS,NPR,,CORE_BANKING
TXN20260111000001616,ACC0000004161,CUST00002825,BR0035,2026-01-11T11:01:16,2026-01-11,POS,MOBILE,5411,8864.03,17.73,SUCCESS,NPR,,CORE_BANKING
TXN20260111000002261,ACC0000004200,CUST00004064,BR0035,2026-01-11T20:24:08,2026-01-11,POS,CARD,5912,45878.67,229.39,SUCCESS,NPR,,CARD_SWITCH
TXN20260111000014559,ACC0000004280,CUST00001264,BR0014,2026-01-11T04:16:25,2026-01-11,POS,CARD,5912,21226.61,21.23,SUCCESS,NPR,,CARD_SWITCH
TXN20260111000018806,ACC0000003789,CUST00002856,BR0023,2026-01-11T23:21:56,2026-01-11,TRF,ATM,4829,45742.44,91.48,SUCCESS,NPR,,MOBILE_BANKING
TXN20260111000017587,ACC0000001655,CUST00001217,BR0005,2026-01-11T00:20:52,2026-01-11,WDR,BRANCH,,11169.84,55.85,PENDING,NPR,,CARD_SWITCH
TXN20260111000008939,ACC0000004838,CUST00003913,BR0023,2026-01-11T19:44:27,2026-01-11,WDR,MOBILE,,36214.78,36.21,SUCCESS,NPR,,CORE_BANKING
TXN20260111000017493,ACC0000001929,CUST00002632,BR0025,2026-01-11T05:11:36,2026-01-11,WDR,ATM,,39415.24,197.08,SUCCESS,NPR,,MOBILE_BANKING
TXN20260111000001427,ACC0000003207,CUST00004836,BR0037,2026-01-11T10:53:30,2026-01-11,POS,CARD,7995,19033.6,38.07,SUCCESS,NPR,,CORE_BANKING
