transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260130000001714,ACC0000002167,CUST00000533,BR0016,2026-01-30T18:22:06,2026-01-30,POS,MOBILE,5732,12151.83,12.15,SUCCESS,NPR,,CORE_BANKING
TXN20260130000019436,ACC0000006974,CUST00002768,BR0018,2026-01-30T14:56:13,2026-01-30,POS,MOBILE,5812,13981.59,27.96,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000004899,ACC0000000167,CUST00000510,BR0015,2026-01-30T18:34:52,2026-01-30,TRF,WALLET,6011,44211.08,88.42,SUCCESS,NPR,,CORE_BANKING
TXN20260130000008054,ACC0000006030,CUST00003369,BR0007,2026-01-30T00:33:37,2026-01-30,POS,MOBILE,5812,37625.64,75.25,SUCCESS,NPR,,CORE_BANKING
TXN20260130000003680,ACC0000001126,CUST00003448,BR0029,2026-01-30T03:24:50,2026-01-30,TRF,INTERNET_BANKING,4829,38808.75,38.81,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000013960,ACC0000002741,CUST00004584,BR0003,2026-01-30T03:07:45,2026-01-30,WDR,WALLET,,4174.74,4.17,REVERSED,NPR,TXN20260130000000133,CARD_SWITCH
TXN20260130000008374,ACC0000000771,CUST00003370,BR0014,2026-01-30T18:26:38,2026-01-30,TRF,MOBILE,4111,42744.06,42.74,SUCCESS,NPR,,CORE_BANKING
TXN20260130000004707,ACC0000006414,CUST00003202,BR0022,2026-01-30T06:02:10,2026-01-30,TRF,INTERNET_BANKING,5732,85.97,0.43,SUCCESS,NPR,,CARD_SWITCH
TXN20260130000009513,ACC0000000748,CUST00003311,BR0012,2026-01-30T10:35:01,2026-01-30,WDR,CARD,,13585.97,13.59,SUCCESS,NPR,,CORE_BANKING
TXN20260130000019280,ACC0000004161,CUST00002825,BR0035,2026-01-30T11:13:45,2026-01-30,POS,WALLET,5411,13877.89,13.88,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000016401,ACC0000005326,CUST00004549,BR0021,2026-01-30T03:14:52,2026-01-30,TRF,ATM,5912,19174.06,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000002463,ACC0000004257,CUST00000390,BR0006,2026-01-30T00:51:32,2026-01-30,DEP,MOBILE,,39619.05,198.1,SUCCESS,NPR,,CORE_BANKING
TXN20260130000008049,ACC0000002481,CUST00004674,BR0006,2026-01-30T17:55:59,2026-01-30,POS,BRANCH,5411,42691.53,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000015459,ACC0000007393,CUST00004840,BR0036,2026-01-30T10:22:54,2026-01-30,POS,CARD,7995,16789.31,83.95,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000003670,ACC0000005355,CUST00001741,BR0030,2026-01-30T19:59:34,2026-01-30,WDR,MOBILE,,15754.17,78.77,SUCCESS,NPR,,CARD_SWITCH
TXN20260130000006029,ACC0000006603,CUST00002669,BR0025,2026-01-30T03:45:27,2026-01-30,TRF,MOBILE,4111,37016.0,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000001969,ACC0000003390,CUST00002476,BR0033,2026-01-30T15:53:24,2026-01-30,DEP,ATM,,18207.6,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000008268,ACC0000007123,CUST00001358,BR0020,2026-01-30T02:32:24,2026-01-30,DEP,MOBILE,,25177.34,25.18,FAILED,NPR,,MOBILE_BANKING
TXN20260130000018284,ACC0000005272,CUST00003716,BR0017,2026-01-30T21:55:47,2026-01-30,POS,INTERNET_BANKING,5912,30994.69,30.99,SUCCESS,NPR,,CORE_BANKING
TXN20260130000006396,ACC0000000467,CUST00004839,BR0008,2026-01-30T08:18:06,2026-01-30,POS,WALLET,4111,27448.52,137.24,SUCCESS,NPR,,CARD_SWITCH
TXN20260130000009198,ACC0000005770,CUST00004397,BR0029,2026-01-30T02:08:13,2026-01-30,TRF,INTERNET_BANKING,4829,43378.3,86.76,SUCCESS,NPR,,CARD_SWITCH
TXN20260130000016095,ACC0000002430,CUST00002476,BR0027,2026-01-30T04:57:52,2026-01-30,POS,ATM,6011,15746.54,31.49,SUCCESS,NPR,,CARD_SWITCH
TXN20260130000014853,ACC0000007452,CUST00002713,BR0027,2026-01-30T23:23:25,2026-01-30,TRF,ATM,4111,1355.37,1.36,SUCCESS,NPR,,CORE_BANKING
TXN20260130000002686,ACC0000002604,CUST00000399,BR0006,2026-01-30T04:03:24,2026-01-30,POS,CARD,6011,25527.91,25.53,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000018156,ACC0000005081,CUST00002805,BR0014,2026-01-30T18:36:39,2026-01-30,POS,ATM,7995,6721.63,6.72,SUCCESS,NPR,,CORE_BANKING
TXN20260130000015435,ACC0000001495,CUST00000001,BR0010,2026-01-30T23:30:44,2026-01-30,POS,BRANCH,6011,22719.38,22.72,SUCCESS,NPR,,CORE_BANKING
TXN20260130000012803,ACC0000001421,CUST00001804,BR0008,2026-01-30T16:33:02,2026-01-30,POS,BRANCH,4829,26957.65,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260130000011620,ACC0000006598,CUST00001424,BR0032,2026-01-30T11:49:17,2026-01-30,POS,MOBILE,4111,40527.03,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260130000014676,ACC0000007889,CUST00000590,BR0004,2026-01-30T11:49:23,2026-01-30,POS,WALLET,4111,48971.72,48.97,SUCCESS,NPR,,MOBILE_BANKING
TXN20260130000010583,ACC0000003345,CUST00003000,BR0018,2026-01-30T05:19:21,2026-01-30,DEP,BRANCH,,11448.11,57.24,PENDING,NPR,,CORE_BANKING
TXN20260130000003516,ACC0000004020,CUST00002337,BR0018,2026-01-30T14:58:31,2026-01-30,TRF,MOBILE,5732,24208.15,48.42,REVERSED,NPR,TXN20260130000000378,CORE_BANKING
TXN20260130000018589,ACC0000006619,CUST00000952,BR0031,2026-01-30T04:04:30,2026-01-30,POS,INTERNET_BANKING,4111,11485.37,0.0,FAILED,NPR,,CORE_BANKING
TXN20260130000007520,ACC0000004374,CUST00003732,BR0015,2026-01-30T20:31:00,2026-01-30,FEE,CARD,,10179.65,20.36,SUCCESS,NPR,,MOBILE_BANKING
