transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260120000000228,ACC0000002428,CUST00002421,BR0003,2026-01-20T19:15:13,2026-01-20,POS,MOBILE,7995,4048.5,4.05,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000004342,ACC0000003656,CUST00004747,BR0032,2026-01-20T11:54:56,2026-01-20,POS,MOBILE,4111,49248.68,49.25,SUCCESS,NPR,,CORE_BANKING
TXN20260120000014960,ACC0000001166,CUST00003218,BR0024,2026-01-20T03:29:41,2026-01-20,TRF,ATM,7995,32586.68,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000013428,ACC0000005968,CUST00000911,BR0009,2026-01-20T19:21:47,2026-01-20,WDR,CARD,,8991.3,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260120000014800,ACC0000002947,CUST00002252,BR0030,2026-01-20T03:27:39,2026-01-20,WDR,CARD,,14384.02,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260120000019315,ACC0000002117,CUST00000334,BR0024,2026-01-20T07:23:10,2026-01-20,WDR,MOBILE,,16934.49,0.0,FAILED,NPR,,MOBILE_BANKING
TXN20260120000018191,ACC0000001736,CUST00002321,BR0036,2026-01-20T16:06:25,2026-01-20,DEP,CARD,,16357.08,16.36,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000000498,ACC0000005758,CUST00002116,BR0012,2026-01-20T09:11:17,2026-01-20,WDR,MOBILE,,41129.76,41.13,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000019483,ACC0000007281,CUST00003004,BR0010,2026-01-20T16:31:44,2026-01-20,POS,BRANCH,5411,5498.12,5.5,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000009394,ACC0000004218,CUST00003813,BR0015,2026-01-20T10:19:00,2026-01-20,WDR,BRANCH,,2714.11,13.57,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000012231,ACC0000000638,CUST00001968,BR0008,2026-01-20T08:30:56,2026-01-20,FEE,CARD,,33997.73,34.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000003731,ACC0000003950,CUST00004267,BR0023,2026-01-20T19:54:59,2026-01-20,WDR,INTERNET_BANKING,,13863.68,13.86,SUCCESS,NPR,,CORE_BANKING
TXN20260120000017574,ACC0000004536,CUST00003245,BR0037,2026-01-20T22:45:36,2026-01-20,TRF,BRANCH,6011,32952.55,32.95,SUCCESS,NPR,,CORE_BANKING
TXN20260120000000859,ACC0000005793,CUST00004937,BR0024,2026-01-20T13:38:25,2026-01-20,DEP,INTERNET_BANKING,,15108.79,30.22,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000016798,ACC0000003018,CUST00001156,BR0022,2026-01-20T08:48:21,2026-01-20,WDR,INTERNET_BANKING,,39591.29,79.18,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000018088,ACC0000001889,CUST00004259,BR0009,2026-01-20T22:30:40,2026-01-20,POS,WALLET,4111,49495.07,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000017076,ACC0000006586,CUST00001266,BR0013,2026-01-20T16:43:05,2026-01-20,FEE,MOBILE,,317.49,1.59,SUCCESS,NPR,,CORE_BANKING
TXN20260120000004795,ACC0000007871,CUST00003940,BR0035,2026-01-20T18:13:27,2026-01-20,POS,MOBILE,6011,32321.96,64.64,SUCCESS,NPR,,CORE_BANKING
TXN20260120000001760,ACC0000000855,CUST00000838,BR0026,2026-01-20T18:35:39,2026-01-20,WDR,WALLET,,37313.7,186.57,PENDING,NPR,,MOBILE_BANKING
TXN20260120000014517,ACC0000007884,CUST00001808,BR0009,2026-01-20T06:54:02,2026-01-20,TRF,CARD,4111,48440.33,96.88,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000002436,ACC0000005050,CUST00002300,BR0005,2026-01-20T18:50:33,2026-01-20,WDR,CARD,,3269.31,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000003291,ACC0000006182,CUST00002962,BR0032,2026-01-20T20:32:09,2026-01-20,TRF,MOBILE,7995,20579.9,41.16,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000008859,ACC0000000282,CUST00004740,BR0033,2026-01-20T20:29:21,2026-01-20,DEP,INTERNET_BANKING,,43325.25,216.63,SUCCESS,NPR,,CORE_BANKING
TXN20260120000012795,ACC0000004804,CUST00002172,BR0027,2026-01-20T01:31:45,2026-01-20,DEP,WALLET,,7605.7,38.03,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000019489,ACC0000004055,CUST00004322,BR0034,2026-01-20T18:24:20,2026-01-20,DEP,ATM,,30453.08,30.45,REVERSED,NPR,TXN20260120000011106,CARD_SWITCH
TXN20260120000017083,ACC0000004144,CUST00001755,BR0037,2026-01-20T12:42:33,2026-01-20,TRF,BRANCH,5912,17227.75,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260120000010529,ACC0000001958,CUST00000475,BR0017,2026-01-20T07:24:31,2026-01-20,TRF,MOBILE,4829,18284.55,91.42,SUCCESS,NPR,,MOBILE_BANKING
TXN20260120000013150,ACC0000005531,CUST00000893,BR0021,2026-01-20T09:44:32,2026-01-20,TRF,ATM,4111,18442.01,36.88,SUCCESS,NPR,,CORE_BANKING
TXN20260120000011676,ACC0000000419,CUST00001024,BR0026,2026-01-20T12:14:31,2026-01-20,WDR,WALLET,,1433.07,2.87,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000018984,ACC0000005003,CUST00002851,BR0010,2026-01-20T21:39:02,2026-01-20,DEP,INTERNET_BANKING,,15847.71,15.85,SUCCESS,NPR,,CORE_BANKING
TXN20260120000018544,ACC0000004992,CUST00003133,BR0012,2026-01-20T01:20:27,2026-01-20,TRF,BRANCH,5812,28716.85,28.72,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000004461,ACC0000000921,CUST00001654,BR0029,2026-01-20T09:10:39,2026-01-20,DEP,WALLET,,39929.18,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260120000006533,ACC0000004815,CUST00004058,BR0022,2026-01-20T03:17:03,2026-01-20,POS,INTERNET_BANKING,5812,21431.83,107.16,SUCCESS,NPR,,CORE_BANKING
TXN20260120000013555,ACC0000005440,CUST00004710,BR0027,2026-01-20T00:47:14,2026-01-20,DEP,BRANCH,,18183.48,90.92,SUCCESS,NPR,,CORE_BANKING
