transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260104000010528,ACC0000004610,CUST00004761,BR0031,2026-01-04T03:49:37,2026-01-04,POS,ATM,6011,45937.83,45.94,SUCCESS,NPR,,CARD_SWITCH
TXN20260104000018385,ACC0000001047,CUST00001742,BR0015,2026-01-04T21:53:32,2026-01-04,DEP,CARD,,10630.0,10.63,SUCCESS,NPR,,CORE_BANKING
TXN20260104000008116,ACC0000007334,CUST00003307,BR0026,2026-01-04T21:05:41,2026-01-04,POS,MOBILE,4829,34425.57,172.13,SUCCESS,NPR,,CARD_SWITCH
TXN20260104000013264,ACC0000002234,CUST00002120,BR0002,2026-01-04T08:05:56,2026-01-04,WDR,CARD,,357.12,0.71,SUCCESS,NPR,,MOBILE_BANKING
TXN20260104000008214,ACC0000005460,CUST00001354,BR0012,2026-01-04T09:11:59,2026-01-04,TRF,MOBILE,7995,23014.56,46.03,SUCCESS,NPR,,CARD_SWITCH
TXN20260104000019457,ACC0000007921,CUST00004628,BR0031,2026-01-04T17:55:54,2026-01-04,POS,MOBILE,5812,2533.41,12.67,SUCCESS,NPR,,MOBILE_BANKING
TXN20260104000017139,ACC0000000103,CUST00003159,BR0028,2026-01-04T20:26:44,2026-01-04,POS,INTERNET_BANKING,5812,24836.17,24.84,SUCCESS,NPR,,MOBILE_BANKING
TXN20260104000016904,ACC0000005964,CUST00001131,BR0021,2026-01-04T03:18:53,2026-01-04,TRF,BRANCH,5912,12042.86,24.09,SUCCESS,NPR,,CARD_SWITCH
TXN20260104000012951,ACC0000006441,CUST00003237,BR0029,2026-01-04T19:41:37,2026-01-04,DEP,INTERNET_BANKING,,2032.97,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260104000017043,ACC0000006664,CUST00001022,BR0040,2026-01-04T23:12:00,2026-01-04,TRF,MOBILE,5411,21477.16,42.95,SUCCESS,NPR,,CORE_BANKING
TXN20260104000014490,ACC0000003025,CUST00004523,BR0026,2026-01-04T13:28:47,2026-01-04,WDR,WALLET,,23740.7,118.7,SUCCESS,NPR,,MOBILE_BANKING
TXN20260104000004452,ACC0000001283,CUST00003589,BR0028,2026-01-04T01:12:53,2026-01-04,POS,WALLET,6011,17742.64,17.74,SUCCESS,NPR,,MOBILE_BANKING
TXN20260104000018883,ACC0000002045,CUST00003683,BR0005,2026-01-04T15:38:00,2026-01-04,TRF,CARD,5732,23687.62,118.44,SUCCESS,NPR,,CARD_SWITCH
TXN20260104000011367,ACC0000000683,CUST00002146,BR0016,2026-01-04T21:36:20,2026-01-04,DEP,BRANCH,,9635.17,9.64,SUCCESS,NPR,,CORE_BANKING
TXN20260104000009300,ACC0000007871,CUST00003940,BR0035,2026-01-04T12:46:35,2026-01-04,POS,ATM,5732,14223.04,14.22,SUCCESS,NPR,,CARD_SWITCH
