transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260106000017205,ACC0000005056,CUST00001281,BR0002,2026-01-06T23:10:33,2026-01-06,TRF,CARD,4829,20885.75,20.89,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000015370,ACC0000000214,CUST00002032,BR0033,2026-01-06T06:44:20,2026-01-06,DEP,WALLET,,4588.86,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000016811,ACC0000007819,CUST00001937,BR0031,2026-01-06T03:57:58,2026-01-06,POS,CARD,4111,45833.41,91.67,SUCCESS,NPR,,CORE_BANKING
TXN20260106000012797,ACC0000006811,CUST00004345,BR0030,2026-01-06T02:50:57,2026-01-06,FEE,WALLET,,0,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260106000003514,ACC0000006261,CUST00000756,BR0004,2026-01-06T20:36:57,2026-01-06,POS,BRANCH,5411,6727.01,33.64,SUCCESS,NPR,,CORE_BANKING
TXN20260106000015439,ACC0000006819,CUST00004210,BR0040,2026-01-06T19:04:03,2026-01-06,TRF,WALLET,4829,955.04,1.91,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000007426,ACC0000004583,CUST00002921,BR0003,2026-01-06T02:07:15,2026-01-06,WDR,WALLET,,21524.18,43.05,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000003948,ACC0000002562,CUST00003805,BR0006,2026-01-06T14:41:00,2026-01-06,DEP,MOBILE,,632.26,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000016381,ACC0000000225,CUST00002883,BR0021,2026-01-06T13:26:16,2026-01-06,DEP,ATM,,17599.71,35.2,SUCCESS,NPR,,CORE_BANKING
TXN20260106000005622,ACC0000003833,CUST00001083,BR0008,2026-01-06T21:12:10,2026-01-06,WDR,WALLET,,22585.38,45.17,FAILED,NPR,,CARD_SWITCH
TXN20260106000006117,ACC0000005629,CUST00001366,BR0037,2026-01-06T05:36:55,2026-01-06,FEE,ATM,,45140.26,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000009988,ACC0000002940,CUST00000269,BR0013,2026-01-06T18:50:08,2026-01-06,FEE,MOBILE,,34495.38,34.5,SUCCESS,NPR,,CORE_BANKING
TXN20260106000009531,ACC0000003292,CUST00002679,BR0034,2026-01-06T09:53:13,2026-01-06,DEP,BRANCH,,980.8,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260106000006854,ACC0000003634,CUST00001009,BR0001,2026-01-06T21:03:17,2026-01-06,WDR,WALLET,,5901.1,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000009423,ACC0000000800,CUST00003888,BR0019,2026-01-06T10:26:02,2026-01-06,WDR,INTERNET_BANKING,,37772.12,188.86,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000004283,ACC0000002311,CUST00002417,BR0025,2026-01-06T22:52:06,2026-01-06,POS,WALLET,5912,48259.87,48.26,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000012616,ACC0000007120,CUST00000621,BR0012,2026-01-06T22:28:52,2026-01-06,POS,WALLET,5912,48970.43,97.94,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000019778,ACC0000002504,CUST00002786,BR0022,2026-01-06T23:56:59,2026-01-06,POS,MOBILE,4829,20119.77,100.6,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000017145,ACC0000002117,CUST00000334,BR0024,2026-01-06T11:38:55,2026-01-06,DEP,MOBILE,,21917.46,21.92,SUCCESS,NPR,,CORE_BANKING
TXN20260106000014731,ACC0000006079,CUST00000728,BR0007,2026-01-06T06:53:04,2026-01-06,DEP,MOBILE,,45444.19,45.44,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000005781,ACC0000000385,CUST00001338,BR0028,2026-01-06T08:39:52,2026-01-06,WDR,WALLET,,44376.07,44.38,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000006522,ACC0000000696,CUST00003523,BR0009,2026-01-06T01:48:11,2026-01-06,TRF,CARD,5411,11527.67,57.64,SUCCESS,NPR,,CORE_BANKING
TXN20260106000004452,ACC0000002177,CUST00001249,BR0017,2026-01-06T18:52:10,2026-01-06,WDR,INTERNET_BANKING,,46927.17,46.93,SUCCESS,NPR,,CORE_BANKING
TXN20260106000012657,ACC0000000465,CUST00001010,BR0019,2026-01-06T13:35:03,2026-01-06,TRF,WALLET,5812,41320.31,206.6,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000008080,ACC0000004951,CUST00004492,BR0037,2026-01-06T20:04:40,2026-01-06,WDR,MOBILE,,37015.7,185.08,SUCCESS,NPR,,CORE_BANKING
TXN20260106000014700,ACC0000000641,CUST00004467,BR0009,2026-01-06T14:10:56,2026-01-06,DEP,BRANCH,,2156.48,0.0,PENDING,NPR,,MOBILE_BANKING
TXN20260106000012706,ACC0000003947,CUST00001323,BR0002,2026-01-06T18:55:54,2026-01-06,TRF,ATM,6011,48628.7,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000013450,ACC0000004663,CUST00002111,BR0038,2026-01-06T22:26:20,2026-01-06,POS,WALLET,4111,15973.28,79.87,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000007725,ACC0000007568,CUST00004494,BR0015,2026-01-06T00:44:01,2026-01-06,TRF,MOBILE,7995,33167.54,165.84,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000004535,ACC0000003132,CUST00001730,BR0040,2026-01-06T17:17:36,2026-01-06,WDR,MOBILE,,41521.99,41.52,REVERSED,NPR,TXN20260106000001647,CARD_SWITCH
TXN20260106000008604,ACC0000004967,CUST00002078,BR0001,2026-01-06T15:16:24,2026-01-06,WDR,WALLET,,43910.84,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260106000019020,ACC0000006731,CUST00003459,BR0014,2026-01-06T23:08:54,2026-01-06,TRF,WALLET,4111,20282.68,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000001748,ACC0000001183,CUST00002629,BR0018,2026-01-06T23:07:52,2026-01-06,POS,BRANCH,4111,28150.61,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000012904,ACC0000004632,CUST00004610,BR0010,2026-01-06T02:05:27,2026-01-06,POS,WALLET,4829,48351.47,0.0,FAILED,NPR,,MOBILE_BANKING
TXN20260106000018599,ACC0000001833,CUST00002839,BR0020,2026-01-06T13:06:25,2026-01-06,DEP,INTERNET_BANKING,,24190.0,24.19,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000018015,ACC0000000684,CUST00004583,BR0016,2026-01-06T04:57:00,2026-01-06,WDR,INTERNET_BANKING,,46680.04,93.36,FAILED,NPR,,MOBILE_BANKING
TXN20260106000004790,ACC0000005044,CUST00002659,BR0036,2026-01-06T03:12:12,2026-01-06,POS,MOBILE,6011,17169.57,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260106000018550,ACC0000002269,CUST00000252,BR0037,2026-01-06T14:33:07,2026-01-06,DEP,MOBILE,,17335.1,34.67,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000002396,ACC0000004945,CUST00003062,BR0010,2026-01-06T14:08:01,2026-01-06,DEP,ATM,,10657.34,10.66,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000019815,ACC0000006700,CUST00002115,BR0039,2026-01-06T04:49:42,2026-01-06,POS,ATM,5411,10894.28,54.47,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000013367,ACC0000005102,CUST00001886,BR0024,2026-01-06T02:23:45,2026-01-06,TRF,MOBILE,6011,45489.08,227.45,SUCCESS,NPR,,CORE_BANKING
TXN20260106000009763,ACC0000007513,CUST00004038,BR0019,2026-01-06T21:02:21,2026-01-06,TRF,BRANCH,4111,45333.97,226.67,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000015825,ACC0000001050,CUST00001177,BR0018,2026-01-06T12:47:26,2026-01-06,TRF,WALLET,4829,22607.58,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000019664,ACC0000002559,CUST00002316,BR0017,2026-01-06T06:47:09,2026-01-06,WDR,CARD,,34416.38,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000014563,ACC0000002236,CUST00002856,BR0011,2026-01-06T02:56:59,2026-01-06,WDR,INTERNET_BANKING,,8798.58,17.6,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000006935,ACC0000001057,CUST00003903,BR0011,2026-01-06T02:38:03,2026-01-06,TRF,INTERNET_BANKING,5732,47118.33,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000014615,ACC0000005660,CUST00001341,BR0024,2026-01-06T17:39:54,2026-01-06,FEE,ATM,,12757.82,12.76,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000015021,ACC0000002868,CUST00003689,BR0013,2026-01-06T11:17:53,2026-01-06,DEP,MOBILE,,41037.87,41.04,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000001464,ACC0000005869,CUST00003710,BR0005,2026-01-06T12:03:39,2026-01-06,DEP,WALLET,,26728.69,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000016738,ACC0000003322,CUST00000831,BR0014,2026-01-06T05:15:45,2026-01-06,DEP,CARD,,22321.66,44.64,SUCCESS,NPR,,MOBILE_BANKING
TXN20260106000002858,ACC0000003547,CUST00000589,BR0009,2026-01-06T09:59:38,2026-01-06,FEE,WALLET,,8034.55,40.17,SUCCESS,NPR,,CARD_SWITCH
TXN20260106000017721,ACC0000003412,CUST00003733,BR0040,2026-01-06T01:41:17,2026-01-06,WDR,BRANCH,,5387.0,10.77,FAILED,NPR,,CORE_BANKING
TXN20260106000000012,ACC0000005705,CUST00000838,BR0005,2026-01-06T08:47:39,2026-01-06,POS,INTERNET_BANKING,5411,38973.35,77.95,SUCCESS,NPR,,CARD_SWITCH
