transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260124000010622,ACC0000002759,CUST00004116,BR0016,2026-01-24T00:05:08,2026-01-24,DEP,ATM,,17773.39,88.87,SUCCESS,NPR,,CORE_BANKING
TXN20260124000002388,ACC0000002379,CUST00000659,BR0019,2026-01-24T12:47:04,2026-01-24,POS,MOBILE,6011,26934.13,26.93,SUCCESS,NPR,,MOBILE_BANKING
TXN20260124000015951,ACC0000005842,CUST00002249,BR0037,2026-01-24T10:35:58,2026-01-24,TRF,MOBILE,5411,17490.7,34.98,SUCCESS,NPR,,CARD_SWITCH
TXN20260124000013810,ACC0000002079,CUST00001520,BR0027,2026-01-24T04:38:14,2026-01-24,TRF,WALLET,4111,11311.44,22.62,SUCCESS,NPR,,MOBILE_BANKING
TXN20260124000005621,ACC0000002953,CUST00001141,BR0012,2026-01-24T10:57:37,2026-01-24,TRF,BRANCH,5812,23441.47,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260124000010631,ACC0000006059,CUST00000148,BR0028,2026-01-24T13:01:16,2026-01-24,WDR,ATM,,43953.74,219.77,SUCCESS,NPR,,CARD_SWITCH
TXN20260124000008702,ACC0000002643,CUST00001112,BR0007,2026-01-24T09:17:07,2026-01-24,TRF,ATM,5812,824.6,4.12,FAILED,NPR,,MOBILE_BANKING
TXN20260124000004344,ACC0000000682,CUST00004535,BR0029,2026-01-24T21:26:50,2026-01-24,DEP,MOBILE,,15049.92,0.0,REVERSED,NPR,TXN20260124000000974,CORE_BANKING
TXN20260124000006183,ACC0000005207,CUST00004305,BR0016,2026-01-24T04:29:40,2026-01-24,FEE,MOBILE,,7276.28,7.28,SUCCESS,NPR,,CARD_SWITCH
TXN20260124000016532,ACC0000000829,CUST00004170,BR0017,2026-01-24T15:57:50,2026-01-24,WDR,CARD,,31597.15,63.19,SUCCESS,NPR,,MOBILE_BANKING
TXN20260124000008615,ACC0000000861,CUST00002315,BR0038,2026-01-24T13:10:51,2026-01-24,TRF,ATM,4829,47602.22,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260124000016858,ACC0000003080,CUST00004987,BR0027,2026-01-24T10:43:49,2026-01-24,POS,ATM,5812,3480.13,6.96,SUCCESS,NPR,,CORE_BANKING
TXN20260124000018906,ACC0000004925,CUST00003008,BR0035,2026-01-24T04:35:47,2026-01-24,DEP,INTERNET_BANKING,,3234.36,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260124000012589,ACC0000003640,CUST00002136,BR0028,2026-01-24T12:22:25,2026-01-24,TRF,MOBILE,5732,47956.37,95.91,FAILED,NPR,,CARD_SWITCH
TXN20260124000009718,ACC0000003345,CUST00003000,BR0018,2026-01-24T05:51:25,2026-01-24,POS,INTERNET_BANKING,5812,28980.89,144.9,SUCCESS,NPR,,MOBILE_BANKING
