transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260109000016932,ACC0000001742,CUST00001360,BR0007,2026-01-09T18:21:47,2026-01-09,WDR,ATM,,2601.82,5.2,SUCCESS,NPR,,CORE_BANKING
TXN20260109000004173,ACC0000007802,CUST00000039,BR0015,2026-01-09T00:06:45,2026-01-09,DEP,MOBILE,,21789.67,108.95,REVERSED,NPR,TXN20260109000004098,CARD_SWITCH
TXN20260109000018224,ACC0000007170,CUST00003032,BR0023,2026-01-09T21:19:42,2026-01-09,TRF,MOBILE,6011,18597.38,18.6,SUCCESS,NPR,,CARD_SWITCH
TXN20260109000005868,ACC0000003664,CUST00001521,BR0007,2026-01-09T20:21:31,2026-01-09,TRF,CARD,4111,11314.97,22.63,FAILED,NPR,,CARD_SWITCH
TXN20260109000004319,ACC0000005198,CUST00003267,BR0008,2026-01-09T21:14:56,2026-01-09,POS,BRANCH,5732,37869.8,189.35,FAILED,NPR,,CORE_BANKING
TXN20260109000015392,ACC0000007821,CUST00004630,BR0009,2026-01-09T02:46:40,2026-01-09,TRF,INTERNET_BANKING,5912,25864.72,0.0,FAILED,NPR,,CARD_SWITCH
TXN20260109000005825,ACC0000007927,CUST00004231,BR0030,2026-01-09T07:03:51,2026-01-09,POS,WALLET,5912,41809.73,41.81,SUCCESS,NPR,,CORE_BANKING
TXN20260109000008268,ACC0000000608,CUST00000496,BR0032,2026-01-09T16:37:14,2026-01-09,POS,BRANCH,4829,9143.06,18.29,SUCCESS,NPR,,CARD_SWITCH
TXN20260109000004629,ACC0000004918,CUST00002556,BR0035,2026-01-09T13:56:15,2026-01-09,DEP,WALLET,,13839.69,69.2,SUCCESS,NPR,,MOBILE_BANKING
TXN20260109000004459,ACC0000005225,CUST00003422,BR0009,2026-01-09T20:14:10,2026-01-09,POS,ATM,5411,32144.93,160.72,SUCCESS,NPR,,MOBILE_BANKING
TXN20260109000014182,ACC0000007314,CUST00000890,BR0022,2026-01-09T11:00:51,2026-01-09,WDR,ATM,,109.4,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260109000002709,ACC0000005671,CUST00003329,BR0033,2026-01-09T22:31:27,2026-01-09,TRF,MOBILE,5812,16359.71,32.72,SUCCESS,NPR,,CARD_SWITCH
TXN20260109000003498,ACC0000006196,CUST00001262,BR0004,2026-01-09T12:32:51,2026-01-09,WDR,WALLET,,21920.78,0.0,SUCCESS,NPR,,MOBILE_BANKING
