transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260129000017551,ACC0000006579,CUST00001110,BR0007,2026-01-29T10:58:58,2026-01-29,WDR,BRANCH,,37710.26,188.55,SUCCESS,NPR,,CORE_BANKING
TXN20260129000005204,ACC0000001644,CUST00004962,BR0038,2026-01-29T16:44:17,2026-01-29,POS,ATM,7995,40471.87,80.94,SUCCESS,NPR,,CARD_SWITCH
TXN20260129000005998,ACC0000007006,CUST00001667,BR0010,2026-01-29T21:37:42,2026-01-29,POS,BRANCH,5732,11014.12,22.03,SUCCESS,NPR,,CARD_SWITCH
TXN20260129000016592,ACC0000007764,CUST00002793,BR0017,2026-01-29T10:25:38,2026-01-29,POS,WALLET,5812,1909.97,3.82,SUCCESS,NPR,,CARD_SWITCH
TXN20260129000011278,ACC0000001018,CUST00000929,BR0030,2026-01-29T06:30:57,2026-01-29,DEP,MOBILE,,26872.43,134.36,SUCCESS,NPR,,MOBILE_BANKING
TXN20260129000013773,ACC0000002610,CUST00003554,BR0019,2026-01-29T17:21:25,2026-01-29,DEP,BRANCH,,16138.46,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260129000000463,ACC0000006111,CUST00001016,BR0016,2026-01-29T20:23:34,2026-01-29,DEP,INTERNET_BANKING,,37779.56,188.9,PENDING,NPR,,CARD_SWITCH
TXN20260129000005378,ACC0000003105,CUST00002796,BR0008,2026-01-29T09:10:10,2026-01-29,WDR,MOBILE,,1498.52,7.49,SUCCESS,NPR,,CORE_BANKING
TXN20260129000013206,ACC0000000001,CUST00003422,BR0034,2026-01-29T01:20:53,2026-01-29,TRF,WALLET,5812,25743.79,128.72,SUCCESS,NPR,,CARD_SWITCH
TXN20260129000003218,ACC0000001483,CUST00002084,BR0005,2026-01-29T05:38:53,2026-01-29,TRF,MOBILE,5812,22609.86,22.61,SUCCESS,NPR,,MOBILE_BANKING
TXN20260129000001813,ACC0000001264,CUST00000843,BR0004,2026-01-29T17:12:53,2026-01-29,POS,CARD,5812,36110.93,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260129000011033,ACC0000007041,CUST00001157,BR0037,2026-01-29T08:42:11,2026-01-29,POS,BRANCH,5912,34670.74,69.34,SUCCESS,NPR,,CARD_SWITCH
