transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260101000004982,ACC0000006814,CUST00001019,BR0032,2026-01-01T05:49:42,2026-01-01,WDR,MOBILE,,328.98,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260101000001363,ACC0000001805,CUST00002351,BR0004,2026-01-01T13:57:11,2026-01-01,TRF,INTERNET_BANKING,7995,7790.23,15.58,SUCCESS,NPR,,CORE_BANKING
TXN20260101000006535,ACC0000000497,CUST00001328,BR0025,2026-01-01T15:44:19,2026-01-01,TRF,INTERNET_BANKING,4829,22944.85,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260101000011593,ACC0000000948,CUST00001647,BR0028,2026-01-01T09:40:36,2026-01-01,WDR,INTERNET_BANKING,,48006.56,96.01,SUCCESS,NPR,,CARD_SWITCH
TXN20260101000012555,ACC0000001038,CUST00002800,BR0036,2026-01-01T17:24:34,2026-01-01,WDR,MOBILE,,14319.46,14.32,SUCCESS,NPR,,CARD_SWITCH
TXN20260101000005922,ACC0000001137,CUST00003842,BR0024,2026-01-01T04:06:02,2026-01-01,TRF,WALLET,5411,13633.1,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260101000006843,ACC0000004194,CUST00002724,BR0014,2026-01-01T07:03:26,2026-01-01,POS,INTERNET_BANKING,4829,13450.72,26.9,SUCCESS,NPR,,CARD_SWITCH
TXN20260101000004045,ACC0000000586,CUST00001287,BR0037,2026-01-01T06:48:00,2026-01-01,POS,CARD,5732,16777.48,83.89,REVERSED,NPR,TXN20260101000003129,CARD_SWITCH
TXN20260101000003348,ACC0000003451,CUST00003641,BR0037,2026-01-01T22:15:24,2026-01-01,POS,INTERNET_BANKING,6011,20948.96,41.9,SUCCESS,NPR,,CORE_BANKING
TXN20260101000014765,ACC0000002855,CUST00000965,BR0014,2026-01-01T14:50:33,2026-01-01,WDR,INTERNET_BANKING,,41629.84,208.15,SUCCESS,NPR,,CORE_BANKING
TXN20260101000013233,ACC0000001534,CUST00003562,BR0008,2026-01-01T18:20:55,2026-01-01,TRF,INTERNET_BANKING,5912,17622.3,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260101000019802,ACC0000003052,CUST00002231,BR0026,2026-01-01T19:10:53,2026-01-01,WDR,MOBILE,,11899.9,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260101000003106,ACC0000006942,CUST00003326,BR0039,2026-01-01T02:36:32,2026-01-01,WDR,CARD,,28515.63,57.03,SUCCESS,NPR,,CORE_BANKING
