transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260112000007384,ACC0000005486,CUST00004102,BR0019,2026-01-12T19:13:00,2026-01-12,POS,BRANCH,5812,5729.78,5.73,SUCCESS,NPR,,MOBILE_BANKING
TXN20260112000004970,ACC0000007666,CUST00003349,BR0034,2026-01-12T20:07:04,2026-01-12,DEP,WALLET,,12816.73,12.82,SUCCESS,NPR,,MOBILE_BANKING
TXN20260112000014880,ACC0000006269,CUST00000614,BR0008,2026-01-12T04:10:33,2026-01-12,DEP,BRANCH,,22680.12,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260112000012312,ACC0000002251,CUST00002879,BR0015,2026-01-12T20:11:06,2026-01-12,WDR,MOBILE,,23096.53,46.19,SUCCESS,NPR,,CARD_SWITCH
TXN20260112000003535,ACC0000002252,CUST00001857,BR0018,2026-01-12T05:48:46,2026-01-12,POS,BRANCH,4829,48486.96,48.49,SUCCESS,NPR,,CORE_BANKING
TXN20260112000001239,ACC0000005145,CUST00002015,BR0022,2026-01-12T03:40:46,2026-01-12,TRF,CARD,5411,44321.79,88.64,SUCCESS,NPR,,CARD_SWITCH
TXN20260112000004526,ACC0000004983,CUST00001671,BR0010,2026-01-12T18:45:58,2026-01-12,TRF,INTERNET_BANKING,5732,2163.02,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260112000003389,ACC0000001781,CUST00004101,BR0033,2026-01-12T01:03:56,2026-01-12,WDR,INTERNET_BANKING,,49250.35,246.25,SUCCESS,NPR,,CORE_BANKING
TXN20260112000015622,ACC0000007504,CUST00001861,BR0016,2026-01-12T19:16:36,2026-01-12,DEP,WALLET,,27666.04,138.33,REVERSED,NPR,TXN20260112000014284,MOBILE_BANKING
TXN20260112000017593,ACC0000002703,CUST00000178,BR0037,2026-01-12T07:24:35,2026-01-12,TRF,CARD,5411,19307.6,38.62,SUCCESS,NPR,,CARD_SWITCH
TXN20260112000001105,ACC0000007437,CUST00000959,BR0004,2026-01-12T12:49:03,2026-01-12,WDR,MOBILE,,19823.65,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260112000019685,ACC0000001961,CUST00001042,BR0026,2026-01-12T19:19:08,2026-01-12,FEE,WALLET,,24411.28,48.82,SUCCESS,NPR,,CARD_SWITCH
TXN20260112000009521,ACC0000006587,CUST00003214,BR0026,2026-01-12T06:58:35,2026-01-12,POS,MOBILE,4111,17289.56,17.29,SUCCESS,NPR,,CORE_BANKING
TXN20260112000012171,ACC0000000750,CUST00002741,BR0031,2026-01-12T22:45:19,2026-01-12,WDR,MOBILE,,16842.34,33.68,SUCCESS,NPR,,MOBILE_BANKING
TXN20260112000014263,ACC0000004496,CUST00000674,BR0019,2026-01-12T12:17:21,2026-01-12,FEE,ATM,,32745.46,32.75,SUCCESS,NPR,,MOBILE_BANKING
TXN20260112000014273,ACC0000000830,CUST00002627,BR0035,2026-01-12T22:50:47,2026-01-12,FEE,ATM,,23231.82,0.0,SUCCESS,NPR,,MOBILE_BANKING
