transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260103000006367,ACC0000007405,CUST00003336,BR0017,2026-01-03T06:24:46,2026-01-03,WDR,WALLET,,12820.85,64.1,SUCCESS,NPR,,CORE_BANKING
TXN20260103000003622,ACC0000001095,CUST00003690,BR0023,2026-01-03T15:19:39,2026-01-03,POS,BRANCH,4111,48945.31,244.73,FAILED,NPR,,CORE_BANKING
TXN20260103000017556,ACC0000003744,CUST00003482,BR0015,2026-01-03T22:56:00,2026-01-03,WDR,CARD,,22325.66,22.33,SUCCESS,NPR,,CORE_BANKING
TXN20260103000019460,ACC0000005709,CUST00001416,BR0028,2026-01-03T07:54:48,2026-01-03,DEP,ATM,,12844.9,64.22,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000015047,ACC0000003553,CUST00002063,BR0023,2026-01-03T18:07:33,2026-01-03,TRF,ATM,7995,3121.73,15.61,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000006039,ACC0000003088,CUST00000977,BR0026,2026-01-03T04:14:59,2026-01-03,WDR,ATM,,46789.37,46.79,SUCCESS,NPR,,CORE_BANKING
TXN20260103000000579,ACC0000003256,CUST00003018,BR0020,2026-01-03T06:11:32,2026-01-03,FEE,INTERNET_BANKING,,27241.97,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000013138,ACC0000002015,CUST00002033,BR0033,2026-01-03T04:44:24,2026-01-03,WDR,INTERNET_BANKING,,7772.43,7.77,SUCCESS,NPR,,CORE_BANKING
TXN20260103000006941,ACC0000002269,CUST00000252,BR0037,2026-01-03T07:43:31,2026-01-03,WDR,MOBILE,,16443.17,82.22,PENDING,NPR,,MOBILE_BANKING
TXN20260103000001085,ACC0000003881,CUST00003805,BR0027,2026-01-03T21:40:14,2026-01-03,TRF,INTERNET_BANKING,6011,13385.19,26.77,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000003421,ACC0000001408,CUST00001554,BR0004,2026-01-03T11:38:42,2026-01-03,POS,CARD,6011,48639.16,48.64,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000011152,ACC0000005002,CUST00002849,BR0038,2026-01-03T18:24:18,2026-01-03,WDR,BRANCH,,12147.78,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000017608,ACC0000000921,CUST00001654,BR0029,2026-01-03T20:50:14,2026-01-03,TRF,WALLET,5812,38815.02,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260103000003341,ACC0000007811,CUST00004725,BR0022,2026-01-03T06:14:39,2026-01-03,TRF,WALLET,5912,45911.07,0.0,REVERSED,NPR,TXN20260103000002410,MOBILE_BANKING
TXN20260103000004785,ACC0000005889,CUST00004746,BR0017,2026-01-03T18:01:53,2026-01-03,POS,INTERNET_BANKING,5912,28061.24,56.12,SUCCESS,NPR,,CORE_BANKING
TXN20260103000012061,ACC0000000998,CUST00004584,BR0006,2026-01-03T23:02:29,2026-01-03,POS,CARD,4829,49173.91,98.35,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000014480,ACC0000005274,CUST00000233,BR0036,2026-01-03T22:22:37,2026-01-03,TRF,BRANCH,5732,26464.02,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260103000009374,ACC0000007442,CUST00000716,BR0017,2026-01-03T04:34:51,2026-01-03,WDR,CARD,,31720.86,63.44,REVERSED,NPR,TXN20260103000005939,CORE_BANKING
TXN20260103000013730,ACC0000006125,CUST00003598,BR0035,2026-01-03T01:41:07,2026-01-03,TRF,MOBILE,6011,46651.21,93.3,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000000896,ACC0000005787,CUST00004680,BR0037,2026-01-03T08:29:44,2026-01-03,WDR,BRANCH,,24616.24,24.62,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000009970,ACC0000005909,CUST00001702,BR0024,2026-01-03T19:11:35,2026-01-03,TRF,INTERNET_BANKING,7995,25016.72,50.03,FAILED,NPR,,CORE_BANKING
TXN20260103000015960,ACC0000000108,CUST00002419,BR0022,2026-01-03T14:15:53,2026-01-03,WDR,WALLET,,31642.81,31.64,FAILED,NPR,,MOBILE_BANKING
TXN20260103000008984,ACC0000004913,CUST00002120,BR0007,2026-01-03T15:55:11,2026-01-03,TRF,BRANCH,7995,38584.44,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000010618,ACC0000005490,CUST00000206,BR0019,2026-01-03T12:20:36,2026-01-03,POS,WALLET,5732,6020.78,6.02,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000000571,ACC0000006650,CUST00003049,BR0004,2026-01-03T05:47:43,2026-01-03,POS,ATM,4111,34512.99,172.56,SUCCESS,NPR,,CORE_BANKING
TXN20260103000006910,ACC0000001171,CUST00003564,BR0002,2026-01-03T13:02:18,2026-01-03,DEP,INTERNET_BANKING,,16130.97,32.26,SUCCESS,NPR,,CORE_BANKING
TXN20260103000014006,ACC0000007535,CUST00002023,BR0031,2026-01-03T20:36:49,2026-01-03,TRF,INTERNET_BANKING,4111,43083.7,215.42,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000013721,ACC0000007204,CUST00002975,BR0016,2026-01-03T16:30:16,2026-01-03,POS,BRANCH,5411,4156.86,8.31,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000002543,ACC0000005963,CUST00003185,BR0028,2026-01-03T15:12:04,2026-01-03,POS,ATM,5732,664.32,1.33,SUCCESS,NPR,,CORE_BANKING
TXN20260103000004982,ACC0000001187,CUST00001897,BR0007,2026-01-03T10:01:38,2026-01-03,TRF,WALLET,4829,23638.51,0.0,FAILED,NPR,,MOBILE_BANKING
TXN20260103000012258,ACC0000006601,CUST00003905,BR0012,2026-01-03T09:18:57,2026-01-03,DEP,ATM,,11253.47,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260103000002438,ACC0000004835,CUST00002548,BR0039,2026-01-03T23:46:57,2026-01-03,POS,MOBILE,5912,30071.7,30.07,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000008038,ACC0000002774,CUST00003586,BR0021,2026-01-03T23:10:49,2026-01-03,DEP,BRANCH,,46337.81,46.34,SUCCESS,NPR,,CARD_SWITCH
TXN20260103000000189,ACC0000005418,CUST00003004,BR0030,2026-01-03T19:34:05,2026-01-03,POS,INTERNET_BANKING,5411,25922.27,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260103000003602,ACC0000002933,CUST00003287,BR0037,2026-01-03T15:59:48,2026-01-03,POS,WALLET,5411,46118.7,0.0,SUCCESS,NPR,,MOBILE_BANKING
