transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260102000009697,ACC0000006489,CUST00002413,BR0012,2026-01-02T20:06:41,2026-01-02,FEE,INTERNET_BANKING,,22699.85,22.7,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000012783,ACC0000003083,CUST00002270,BR0038,2026-01-02T06:17:33,2026-01-02,TRF,BRANCH,5411,33660.82,168.3,FAILED,NPR,,CARD_SWITCH
TXN20260102000015720,ACC0000001780,CUST00000955,BR0034,2026-01-02T12:13:53,2026-01-02,WDR,BRANCH,,35489.44,35.49,SUCCESS,NPR,,CORE_BANKING
TXN20260102000019547,ACC0000002848,CUST00003604,BR0008,2026-01-02T16:22:51,2026-01-02,POS,INTERNET_BANKING,4829,11969.17,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000008363,ACC0000004028,CUST00001659,BR0003,2026-01-02T15:31:59,2026-01-02,TRF,ATM,5732,21750.41,21.75,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000012025,ACC0000001417,CUST00000904,BR0028,2026-01-02T14:32:08,2026-01-02,POS,CARD,5411,28742.73,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000016294,ACC0000007787,CUST00000109,BR0003,2026-01-02T19:52:03,2026-01-02,WDR,INTERNET_BANKING,,46627.59,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000013937,ACC0000005601,CUST00004721,BR0001,2026-01-02T18:04:18,2026-01-02,TRF,ATM,6011,20343.9,101.72,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000015198,ACC0000007889,CUST00000590,BR0004,2026-01-02T07:22:54,2026-01-02,TRF,MOBILE,5812,35404.41,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000017459,ACC0000000592,CUST00003570,BR0028,2026-01-02T05:14:17,2026-01-02,POS,INTERNET_BANKING,5411,8954.0,17.91,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000008089,ACC0000004752,CUST00001398,BR0003,2026-01-02T23:26:27,2026-01-02,POS,INTERNET_BANKING,5411,34596.23,34.6,SUCCESS,NPR,,CORE_BANKING
TXN20260102000015291,ACC0000005345,CUST00002942,BR0018,2026-01-02T22:23:46,2026-01-02,WDR,WALLET,,40536.25,202.68,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000007427,ACC0000003543,CUST00003828,BR0040,2026-01-02T10:45:49,2026-01-02,POS,BRANCH,5812,25802.16,51.6,SUCCESS,NPR,,CORE_BANKING
TXN20260102000014759,ACC0000007131,CUST00001696,BR0025,2026-01-02T07:31:28,2026-01-02,WDR,INTERNET_BANKING,,14232.14,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260102000012794,ACC0000001550,CUST00003536,BR0015,2026-01-02T02:23:57,2026-01-02,DEP,BRANCH,,42101.12,42.1,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000006229,ACC0000007972,CUST00002401,BR0038,2026-01-02T09:33:39,2026-01-02,POS,ATM,5411,5839.46,5.84,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000005350,ACC0000003780,CUST00003572,BR0010,2026-01-02T06:32:04,2026-01-02,POS,INTERNET_BANKING,4829,20392.01,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000004094,ACC0000006316,CUST00000153,BR0026,2026-01-02T03:18:41,2026-01-02,POS,CARD,5812,28674.2,57.35,SUCCESS,NPR,,CORE_BANKING
TXN20260102000013173,ACC0000001692,CUST00001682,BR0021,2026-01-02T12:53:24,2026-01-02,POS,BRANCH,6011,5335.48,10.67,SUCCESS,NPR,,CORE_BANKING
TXN20260102000014514,ACC0000006291,CUST00000417,BR0004,2026-01-02T03:08:02,2026-01-02,POS,WALLET,7995,26757.33,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000002574,ACC0000001037,CUST00001968,BR0002,2026-01-02T17:03:34,2026-01-02,WDR,BRANCH,,25475.9,25.48,SUCCESS,NPR,,CORE_BANKING
TXN20260102000013232,ACC0000002264,CUST00000233,BR0023,2026-01-02T06:26:43,2026-01-02,POS,MOBILE,5732,9380.84,18.76,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000007029,ACC0000003273,CUST00004416,BR0031,2026-01-02T11:21:06,2026-01-02,FEE,INTERNET_BANKING,,43746.39,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260102000005493,ACC0000000689,CUST00004910,BR0019,2026-01-02T13:18:32,2026-01-02,TRF,CARD,4111,11733.83,23.47,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000005217,ACC0000003885,CUST00003842,BR0002,2026-01-02T13:17:07,2026-01-02,DEP,MOBILE,,43266.19,216.33,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000011043,ACC0000005977,CUST00002636,BR0008,2026-01-02T17:46:50,2026-01-02,TRF,CARD,5912,23383.08,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000019044,ACC0000000957,CUST00001443,BR0019,2026-01-02T10:38:15,2026-01-02,TRF,MOBILE,4111,3640.18,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000002450,ACC0000004630,CUST00004027,BR0001,2026-01-02T00:06:52,2026-01-02,POS,CARD,5812,38215.96,76.43,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000013990,ACC0000002630,CUST00002511,BR0039,2026-01-02T06:02:39,2026-01-02,TRF,INTERNET_BANKING,4829,21943.6,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260102000012439,ACC0000003781,CUST00004310,BR0033,2026-01-02T23:35:11,2026-01-02,POS,WALLET,7995,34724.2,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000010852,ACC0000002798,CUST00000101,BR0004,2026-01-02T06:06:17,2026-01-02,FEE,MOBILE,,39966.17,39.97,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000003705,ACC0000005389,CUST00000513,BR0024,2026-01-02T00:38:35,2026-01-02,TRF,WALLET,5812,37984.75,189.92,SUCCESS,NPR,,CORE_BANKING
TXN20260102000016020,ACC0000001716,CUST00002802,BR0029,2026-01-02T23:57:16,2026-01-02,TRF,WALLET,7995,33501.27,33.5,SUCCESS,NPR,,CORE_BANKING
TXN20260102000017471,ACC0000007348,CUST00000506,BR0003,2026-01-02T23:17:06,2026-01-02,WDR,BRANCH,,24532.71,49.07,SUCCESS,NPR,,CORE_BANKING
TXN20260102000017042,ACC0000004828,CUST00001489,BR0028,2026-01-02T07:55:11,2026-01-02,DEP,MOBILE,,19908.79,39.82,SUCCESS,NPR,,CORE_BANKING
TXN20260102000013290,ACC0000005294,CUST00004486,BR0027,2026-01-02T00:24:54,2026-01-02,POS,INTERNET_BANKING,5812,19777.85,19.78,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000015719,ACC0000007580,CUST00000183,BR0019,2026-01-02T15:54:23,2026-01-02,DEP,ATM,,48347.14,96.69,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000000045,ACC0000007787,CUST00000109,BR0003,2026-01-02T10:00:25,2026-01-02,DEP,ATM,,12580.88,12.58,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000015878,ACC0000004868,CUST00002537,BR0028,2026-01-02T19:46:59,2026-01-02,POS,CARD,7995,49823.26,249.12,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000011126,ACC0000001309,CUST00003044,BR0007,2026-01-02T09:12:45,2026-01-02,POS,ATM,5411,38011.15,38.01,FAILED,NPR,,CARD_SWITCH
TXN20260102000001040,ACC0000001346,CUST00000437,BR0003,2026-01-02T00:45:33,2026-01-02,POS,ATM,7995,28334.66,56.67,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000007024,ACC0000000393,CUST00003551,BR0006,2026-01-02T10:24:43,2026-01-02,WDR,ATM,,31435.29,31.44,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000009264,ACC0000002747,CUST00001706,BR0035,2026-01-02T16:51:26,2026-01-02,POS,ATM,5912,32499.03,162.5,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000014764,ACC0000006772,CUST00001360,BR0005,2026-01-02T21:35:05,2026-01-02,WDR,ATM,,14360.88,28.72,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000005873,ACC0000007253,CUST00001242,BR0038,2026-01-02T22:15:26,2026-01-02,DEP,ATM,,13905.27,27.81,SUCCESS,NPR,,CORE_BANKING
TXN20260102000004731,ACC0000006955,CUST00001984,BR0014,2026-01-02T04:02:20,2026-01-02,TRF,BRANCH,5912,25866.94,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260102000014310,ACC0000003436,CUST00001412,BR0032,2026-01-02T18:00:08,2026-01-02,DEP,CARD,,11674.54,11.67,SUCCESS,NPR,,CORE_BANKING
TXN20260102000007591,ACC0000006327,CUST00004000,BR0029,2026-01-02T03:20:35,2026-01-02,WDR,INTERNET_BANKING,,22118.45,110.59,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000015732,ACC0000007745,CUST00004288,BR0012,2026-01-02T07:33:35,2026-01-02,DEP,BRANCH,,39408.03,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000005553,ACC0000002452,CUST00002321,BR0010,2026-01-02T18:35:54,2026-01-02,DEP,BRANCH,,22442.63,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000008774,ACC0000007334,CUST00003307,BR0026,2026-01-02T09:04:54,2026-01-02,TRF,WALLET,4829,31996.58,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260102000017841,ACC0000003240,CUST00000089,BR0001,2026-01-02T22:16:20,2026-01-02,POS,CARD,5732,6684.24,33.42,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000009132,ACC0000007188,CUST00000428,BR0015,2026-01-02T12:03:26,2026-01-02,TRF,ATM,7995,20004.51,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260102000011587,ACC0000004051,CUST00000167,BR0011,2026-01-02T22:55:10,2026-01-02,TRF,MOBILE,4829,39567.98,197.84,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000012048,ACC0000001970,CUST00004382,BR0011,2026-01-02T01:51:51,2026-01-02,TRF,MOBILE,5812,48906.99,0.0,FAILED,NPR,,CORE_BANKING
TXN20260102000008766,ACC0000001205,CUST00001941,BR0030,2026-01-02T07:04:14,2026-01-02,POS,INTERNET_BANKING,5812,11731.06,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260102000014918,ACC0000003281,CUST00003611,BR0004,2026-01-02T04:06:25,2026-01-02,POS,BRANCH,6011,9530.59,9.53,PENDING,NPR,,CARD_SWITCH
TXN20260102000007107,ACC0000003374,CUST00003894,BR0019,2026-01-02T01:53:37,2026-01-02,POS,INTERNET_BANKING,4829,44358.98,44.36,SUCCESS,NPR,,CARD_SWITCH
TXN20260102000001482,ACC0000006279,CUST00001137,BR0025,2026-01-02T04:51:40,2026-01-02,TRF,MOBILE,5411,9644.73,9.64,SUCCESS,NPR,,CORE_BANKING
TXN20260102000000738,ACC0000002071,CUST00003405,BR0015,2026-01-02T12:28:14,2026-01-02,TRF,CARD,6011,28960.52,57.92,SUCCESS,NPR,,CORE_BANKING
TXN20260102000012685,ACC0000001277,CUST00000726,BR0039,2026-01-02T06:49:21,2026-01-02,DEP,WALLET,,8297.89,0.0,SUCCESS,NPR,,CORE_BANKING
