transaction_id,account_id,customer_id,branch_id,transaction_ts,transaction_date,transaction_type_code,channel,merchant_category_code,amount,fee_amount,status,currency,original_transaction_id,source_system
TXN20260115000000961,ACC0000001937,CUST00000748,BR0015,2026-01-15T03:20:19,2026-01-15,WDR,CARD,,26273.68,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000015344,ACC0000005853,CUST00001154,BR0022,2026-01-15T11:53:38,2026-01-15,TRF,ATM,5912,18177.3,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000008609,ACC0000005220,CUST00002804,BR0015,2026-01-15T08:38:33,2026-01-15,DEP,BRANCH,,29423.48,58.85,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000012915,ACC0000003671,CUST00001369,BR0030,2026-01-15T13:03:11,2026-01-15,WDR,MOBILE,,16762.21,16.76,FAILED,NPR,,MOBILE_BANKING
TXN20260115000011253,ACC0000005909,CUST00001702,BR0024,2026-01-15T23:03:23,2026-01-15,WDR,CARD,,19565.49,19.57,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000005598,ACC0000007259,CUST00002044,BR0036,2026-01-15T16:14:08,2026-01-15,FEE,ATM,,28126.27,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260115000011361,ACC0000002966,CUST00004479,BR0006,2026-01-15T17:21:05,2026-01-15,DEP,BRANCH,,43818.38,219.09,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000015957,ACC0000007999,CUST00000332,BR0027,2026-01-15T17:34:20,2026-01-15,WDR,WALLET,,14288.33,71.44,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000007416,ACC0000007741,CUST00001499,BR0025,2026-01-15T17:47:17,2026-01-15,WDR,ATM,,34479.95,34.48,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000012505,ACC0000002038,CUST00000071,BR0017,2026-01-15T01:55:55,2026-01-15,TRF,INTERNET_BANKING,5732,18835.63,0.0,REVERSED,NPR,TXN20260115000005551,CORE_BANKING
TXN20260115000002544,ACC0000007469,CUST00004550,BR0001,2026-01-15T04:28:47,2026-01-15,WDR,WALLET,,21955.55,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260115000001772,ACC0000006606,CUST00003321,BR0039,2026-01-15T08:08:18,2026-01-15,WDR,BRANCH,,40364.71,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260115000013016,ACC0000004273,CUST00003997,BR0024,2026-01-15T23:48:10,2026-01-15,WDR,ATM,,37399.28,0.0,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000006462,ACC0000005457,CUST00000654,BR0022,2026-01-15T00:05:26,2026-01-15,DEP,BRANCH,,33710.88,67.42,SUCCESS,NPR,,CORE_BANKING
TXN20260115000017735,ACC0000007794,CUST00001387,BR0020,2026-01-15T04:33:39,2026-01-15,DEP,BRANCH,,20428.13,102.14,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000016625,ACC0000006742,CUST00001831,BR0021,2026-01-15T16:05:07,2026-01-15,TRF,WALLET,4111,47690.71,0.0,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000011947,ACC0000004469,CUST00004744,BR0013,2026-01-15T13:01:59,2026-01-15,TRF,CARD,5912,4823.64,24.12,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000018378,ACC0000005460,CUST00001354,BR0012,2026-01-15T16:50:09,2026-01-15,DEP,WALLET,,18693.21,93.47,SUCCESS,NPR,,CORE_BANKING
TXN20260115000005994,ACC0000007053,CUST00004955,BR0011,2026-01-15T09:58:53,2026-01-15,TRF,ATM,7995,5789.21,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260115000014272,ACC0000002451,CUST00004577,BR0026,2026-01-15T04:22:52,2026-01-15,TRF,INTERNET_BANKING,7995,14220.38,71.1,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000018320,ACC0000005264,CUST00001626,BR0014,2026-01-15T21:06:31,2026-01-15,TRF,WALLET,5812,30037.12,60.07,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000005455,ACC0000002044,CUST00001226,BR0037,2026-01-15T01:00:03,2026-01-15,TRF,BRANCH,4829,43059.68,215.3,SUCCESS,NPR,,CORE_BANKING
TXN20260115000003208,ACC0000003181,CUST00003384,BR0027,2026-01-15T08:43:47,2026-01-15,WDR,INTERNET_BANKING,,5558.22,11.12,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000005234,ACC0000004752,CUST00001398,BR0003,2026-01-15T22:17:08,2026-01-15,WDR,INTERNET_BANKING,,30558.48,0.0,SUCCESS,NPR,,CORE_BANKING
TXN20260115000005330,ACC0000000517,CUST00000017,BR0005,2026-01-15T07:42:03,2026-01-15,WDR,ATM,,7180.62,7.18,PENDING,NPR,,MOBILE_BANKING
TXN20260115000018317,ACC0000007233,CUST00003085,BR0016,2026-01-15T08:44:30,2026-01-15,TRF,WALLET,5912,21464.09,107.32,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000016762,ACC0000007309,CUST00003994,BR0022,2026-01-15T15:16:43,2026-01-15,POS,WALLET,5812,49516.2,99.03,SUCCESS,NPR,,MOBILE_BANKING
TXN20260115000010802,ACC0000003505,CUST00003816,BR0017,2026-01-15T17:17:25,2026-01-15,POS,INTERNET_BANKING,4829,38540.36,38.54,SUCCESS,NPR,,CARD_SWITCH
TXN20260115000013721,ACC0000005506,CUST00004100,BR0013,2026-01-15T14:16:57,2026-01-15,DEP,WALLET,,4631.05,9.26,SUCCESS,NPR,,MOBILE_BANKING
