settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-11,BRANCH,POS,885,21024273.32,42635.55,NPR,SETTLE-20260111-BRANCH-POS
2026-01-11,INTERNET_BANKING,WDR,582,14879391.05,31521.17,NPR,SETTLE-20260111-INTERNET_BANKING-WDR
2026-01-11,INTERNET_BANKING,POS,876,21603132.86,45737.1,NPR,SETTLE-20260111-INTERNET_BANKING-POS
2026-01-11,ATM,TRF,751,19007087.2,36714.1,NPR,SETTLE-20260111-ATM-TRF
2026-01-11,MOBILE,DEP,564,14378813.88,27269.84,NPR,SETTLE-20260111-MOBILE-DEP
2026-01-11,ATM,POS,885,22602686.48,42875.41,NPR,SETTLE-20260111-ATM-POS
2026-01-11,MOBILE,WDR,617,15461993.19,30467.77,NPR,SETTLE-20260111-MOBILE-WDR
2026-01-11,CARD,WDR,584,13642709.28,26737.92,NPR,SETTLE-20260111-CARD-WDR
2026-01-11,MOBILE,POS,910,23146750.05,47863.96,NPR,SETTLE-20260111-MOBILE-POS
2026-01-11,CARD,POS,892,21322230.36,40206.21,NPR,SETTLE-20260111-CARD-POS
2026-01-11,ATM,WDR,647,16618217.75,35354.29,NPR,SETTLE-20260111-ATM-WDR
2026-01-11,WALLET,TRF,730,17942202.16,37421.66,NPR,SETTLE-20260111-WALLET-TRF
2026-01-11,WALLET,POS,911,23529019.85,46950.37,NPR,SETTLE-20260111-WALLET-POS
2026-01-11,CARD,TRF,746,18186784.3,39080.12,NPR,SETTLE-20260111-CARD-TRF
2026-01-11,WALLET,WDR,593,14579637.23,28309.68,NPR,SETTLE-20260111-WALLET-WDR
2026-01-11,BRANCH,WDR,597,14523513.19,29958.09,NPR,SETTLE-20260111-BRANCH-WDR
2026-01-11,MOBILE,FEE,172,4367707.96,9606.65,NPR,SETTLE-20260111-MOBILE-FEE
2026-01-11,INTERNET_BANKING,DEP,574,14734532.62,29016.06,NPR,SETTLE-20260111-INTERNET_BANKING-DEP
2026-01-11,INTERNET_BANKING,TRF,708,17383303.08,36946.81,NPR,SETTLE-20260111-INTERNET_BANKING-TRF
2026-01-11,MOBILE,TRF,806,20565093.78,43381.21,NPR,SETTLE-20260111-MOBILE-TRF
2026-01-11,BRANCH,DEP,626,16044995.05,33135.8,NPR,SETTLE-20260111-BRANCH-DEP
2026-01-11,BRANCH,TRF,733,18188828.44,35695.19,NPR,SETTLE-20260111-BRANCH-TRF
2026-01-11,WALLET,DEP,618,15540316.59,30012.74,NPR,SETTLE-20260111-WALLET-DEP
2026-01-11,ATM,DEP,589,14722644.89,29165.13,NPR,SETTLE-20260111-ATM-DEP
2026-01-11,CARD,FEE,139,3501168.1,7566.84,NPR,SETTLE-20260111-CARD-FEE
2026-01-11,CARD,DEP,607,14862358.34,29830.97,NPR,SETTLE-20260111-CARD-DEP
2026-01-11,WALLET,FEE,146,3538813.93,8132.92,NPR,SETTLE-20260111-WALLET-FEE
2026-01-11,ATM,FEE,147,3540227.27,7384.57,NPR,SETTLE-20260111-ATM-FEE
2026-01-11,BRANCH,FEE,133,3286987.22,6636.37,NPR,SETTLE-20260111-BRANCH-FEE
2026-01-11,INTERNET_BANKING,FEE,171,4292695.98,8779.64,NPR,SETTLE-20260111-INTERNET_BANKING-FEE
