settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-18,ATM,TRF,774,19314829.58,39399.66,NPR,SETTLE-20260118-ATM-TRF
2026-01-18,BRANCH,WDR,591,14767014.25,29973.41,NPR,SETTLE-20260118-BRANCH-WDR
2026-01-18,INTERNET_BANKING,WDR,594,14758308.99,29073.24,NPR,SETTLE-20260118-INTERNET_BANKING-WDR
2026-01-18,MOBILE,WDR,583,14500640.54,30500.34,NPR,SETTLE-20260118-MOBILE-WDR
2026-01-18,MOBILE,DEP,611,15686760.06,31253.33,NPR,SETTLE-20260118-MOBILE-DEP
2026-01-18,INTERNET_BANKING,POS,884,21750106.53,47627.81,NPR,SETTLE-20260118-INTERNET_BANKING-POS
2026-01-18,WALLET,POS,863,21189206.7,42509.58,NPR,SETTLE-20260118-WALLET-POS
2026-01-18,ATM,POS,902,23169777.63,43562.23,NPR,SETTLE-20260118-ATM-POS
2026-01-18,MOBILE,POS,907,21942927.49,44821.65,NPR,SETTLE-20260118-MOBILE-POS
2026-01-18,WALLET,DEP,606,15344181.97,30383.97,NPR,SETTLE-20260118-WALLET-DEP
2026-01-18,ATM,DEP,557,13347265.6,24809.37,NPR,SETTLE-20260118-ATM-DEP
2026-01-18,BRANCH,POS,899,22137073.06,43158.06,NPR,SETTLE-20260118-BRANCH-POS
2026-01-18,INTERNET_BANKING,TRF,745,18732624.57,38203.65,NPR,SETTLE-20260118-INTERNET_BANKING-TRF
2026-01-18,CARD,TRF,739,18810892.62,35640.55,NPR,SETTLE-20260118-CARD-TRF
2026-01-18,WALLET,WDR,626,15557925.41,26539.45,NPR,SETTLE-20260118-WALLET-WDR
2026-01-18,CARD,WDR,614,15914676.51,33116.08,NPR,SETTLE-20260118-CARD-WDR
2026-01-18,CARD,DEP,596,14691049.63,28696.84,NPR,SETTLE-20260118-CARD-DEP
2026-01-18,INTERNET_BANKING,DEP,606,14795929.1,30518.16,NPR,SETTLE-20260118-INTERNET_BANKING-DEP
2026-01-18,MOBILE,TRF,728,17999286.86,36430.96,NPR,SETTLE-20260118-MOBILE-TRF
2026-01-18,WALLET,TRF,759,19274683.26,39052.25,NPR,SETTLE-20260118-WALLET-TRF
2026-01-18,BRANCH,TRF,756,18740120.43,38438.87,NPR,SETTLE-20260118-BRANCH-TRF
2026-01-18,ATM,FEE,167,4100476.28,7602.54,NPR,SETTLE-20260118-ATM-FEE
2026-01-18,CARD,POS,903,22548307.05,45093.73,NPR,SETTLE-20260118-CARD-POS
2026-01-18,CARD,FEE,162,4159344.47,8732.98,NPR,SETTLE-20260118-CARD-FEE
2026-01-18,ATM,WDR,627,15879729.12,32693.89,NPR,SETTLE-20260118-ATM-WDR
2026-01-18,BRANCH,DEP,607,15151393.39,31942.3,NPR,SETTLE-20260118-BRANCH-DEP
2026-01-18,MOBILE,FEE,158,4084219.98,7903.87,NPR,SETTLE-20260118-MOBILE-FEE
2026-01-18,WALLET,FEE,150,3595094.61,6901.85,NPR,SETTLE-20260118-WALLET-FEE
2026-01-18,BRANCH,FEE,152,4047362.65,7355.94,NPR,SETTLE-20260118-BRANCH-FEE
2026-01-18,INTERNET_BANKING,FEE,156,3635377.93,7191.48,NPR,SETTLE-20260118-INTERNET_BANKING-FEE
