settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-07,CARD,DEP,617,15582973.03,30692.06,NPR,SETTLE-20260107-CARD-DEP
2026-01-07,MOBILE,TRF,739,18310550.94,36393.23,NPR,SETTLE-20260107-MOBILE-TRF
2026-01-07,MOBILE,POS,921,23130240.41,47204.44,NPR,SETTLE-20260107-MOBILE-POS
2026-01-07,BRANCH,WDR,589,14480578.34,28067.57,NPR,SETTLE-20260107-BRANCH-WDR
2026-01-07,ATM,DEP,603,15386565.13,31308.02,NPR,SETTLE-20260107-ATM-DEP
2026-01-07,CARD,TRF,762,18695367.64,37257.22,NPR,SETTLE-20260107-CARD-TRF
2026-01-07,CARD,POS,931,23224198.9,48573.11,NPR,SETTLE-20260107-CARD-POS
2026-01-07,WALLET,TRF,752,18260793.55,35996.51,NPR,SETTLE-20260107-WALLET-TRF
2026-01-07,WALLET,POS,902,21964035.5,41354.68,NPR,SETTLE-20260107-WALLET-POS
2026-01-07,INTERNET_BANKING,TRF,720,17950061.8,36159.38,NPR,SETTLE-20260107-INTERNET_BANKING-TRF
2026-01-07,INTERNET_BANKING,DEP,537,13648971.65,26681.76,NPR,SETTLE-20260107-INTERNET_BANKING-DEP
2026-01-07,ATM,POS,914,23288172.32,47542.04,NPR,SETTLE-20260107-ATM-POS
2026-01-07,ATM,WDR,636,15284319.58,31030.88,NPR,SETTLE-20260107-ATM-WDR
2026-01-07,WALLET,DEP,609,15140837.17,31281.5,NPR,SETTLE-20260107-WALLET-DEP
2026-01-07,CARD,WDR,598,14959474.18,29488.97,NPR,SETTLE-20260107-CARD-WDR
2026-01-07,ATM,FEE,158,3638513.4,7095.95,NPR,SETTLE-20260107-ATM-FEE
2026-01-07,BRANCH,POS,915,22680863.97,48422.81,NPR,SETTLE-20260107-BRANCH-POS
2026-01-07,BRANCH,FEE,151,3740361.03,6526.06,NPR,SETTLE-20260107-BRANCH-FEE
2026-01-07,BRANCH,TRF,723,18463323.53,36852.34,NPR,SETTLE-20260107-BRANCH-TRF
2026-01-07,INTERNET_BANKING,POS,936,23223600.48,44794.34,NPR,SETTLE-20260107-INTERNET_BANKING-POS
2026-01-07,INTERNET_BANKING,WDR,609,15102357.76,29671.52,NPR,SETTLE-20260107-INTERNET_BANKING-WDR
2026-01-07,CARD,FEE,152,3849223.82,6573.1,NPR,SETTLE-20260107-CARD-FEE
2026-01-07,ATM,TRF,747,18539706.74,34296.14,NPR,SETTLE-20260107-ATM-TRF
2026-01-07,WALLET,WDR,592,15305299.63,29158.53,NPR,SETTLE-20260107-WALLET-WDR
2026-01-07,MOBILE,DEP,629,15489645.52,31020.29,NPR,SETTLE-20260107-MOBILE-DEP
2026-01-07,MOBILE,WDR,585,14784532.22,31095.25,NPR,SETTLE-20260107-MOBILE-WDR
2026-01-07,BRANCH,DEP,592,14933123.44,28557.4,NPR,SETTLE-20260107-BRANCH-DEP
2026-01-07,INTERNET_BANKING,FEE,142,3409482.5,6725.0,NPR,SETTLE-20260107-INTERNET_BANKING-FEE
2026-01-07,WALLET,FEE,151,3883127.33,8099.34,NPR,SETTLE-20260107-WALLET-FEE
2026-01-07,MOBILE,FEE,165,4153694.38,8515.5,NPR,SETTLE-20260107-MOBILE-FEE
