settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-27,MOBILE,WDR,639,15477957.36,29766.59,NPR,SETTLE-20260127-MOBILE-WDR
2026-01-27,INTERNET_BANKING,TRF,730,18475524.46,38308.09,NPR,SETTLE-20260127-INTERNET_BANKING-TRF
2026-01-27,CARD,WDR,599,14999101.77,28462.21,NPR,SETTLE-20260127-CARD-WDR
2026-01-27,INTERNET_BANKING,POS,903,22757032.31,47066.05,NPR,SETTLE-20260127-INTERNET_BANKING-POS
2026-01-27,WALLET,TRF,785,19758447.96,39122.93,NPR,SETTLE-20260127-WALLET-TRF
2026-01-27,ATM,DEP,600,15159516.26,31073.35,NPR,SETTLE-20260127-ATM-DEP
2026-01-27,CARD,POS,912,22231873.77,43641.29,NPR,SETTLE-20260127-CARD-POS
2026-01-27,BRANCH,WDR,603,14950517.13,27314.35,NPR,SETTLE-20260127-BRANCH-WDR
2026-01-27,INTERNET_BANKING,DEP,580,14806435.7,32453.99,NPR,SETTLE-20260127-INTERNET_BANKING-DEP
2026-01-27,ATM,TRF,772,19509859.41,38346.08,NPR,SETTLE-20260127-ATM-TRF
2026-01-27,INTERNET_BANKING,FEE,141,3760406.1,8090.91,NPR,SETTLE-20260127-INTERNET_BANKING-FEE
2026-01-27,ATM,WDR,611,15272168.89,29413.78,NPR,SETTLE-20260127-ATM-WDR
2026-01-27,BRANCH,TRF,772,19325737.45,37937.54,NPR,SETTLE-20260127-BRANCH-TRF
2026-01-27,ATM,POS,900,22416807.98,46500.38,NPR,SETTLE-20260127-ATM-POS
2026-01-27,WALLET,WDR,609,15117546.74,29787.35,NPR,SETTLE-20260127-WALLET-WDR
2026-01-27,MOBILE,FEE,164,3822328.55,7311.76,NPR,SETTLE-20260127-MOBILE-FEE
2026-01-27,BRANCH,DEP,550,13927487.92,28710.21,NPR,SETTLE-20260127-BRANCH-DEP
2026-01-27,CARD,DEP,619,14948417.93,29110.13,NPR,SETTLE-20260127-CARD-DEP
2026-01-27,BRANCH,POS,943,23315166.62,45254.97,NPR,SETTLE-20260127-BRANCH-POS
2026-01-27,ATM,FEE,145,3773127.35,8952.4,NPR,SETTLE-20260127-ATM-FEE
2026-01-27,WALLET,FEE,145,3725496.69,7244.16,NPR,SETTLE-20260127-WALLET-FEE
2026-01-27,MOBILE,TRF,712,18034519.75,36728.25,NPR,SETTLE-20260127-MOBILE-TRF
2026-01-27,WALLET,POS,923,23568479.91,44882.72,NPR,SETTLE-20260127-WALLET-POS
2026-01-27,CARD,FEE,145,3741852.13,6240.29,NPR,SETTLE-20260127-CARD-FEE
2026-01-27,CARD,TRF,758,19731930.43,39241.98,NPR,SETTLE-20260127-CARD-TRF
2026-01-27,MOBILE,POS,873,21733351.21,44173.93,NPR,SETTLE-20260127-MOBILE-POS
2026-01-27,MOBILE,DEP,538,13425586.2,27266.37,NPR,SETTLE-20260127-MOBILE-DEP
2026-01-27,WALLET,DEP,579,14508209.28,32035.43,NPR,SETTLE-20260127-WALLET-DEP
2026-01-27,INTERNET_BANKING,WDR,577,14321280.59,28802.4,NPR,SETTLE-20260127-INTERNET_BANKING-WDR
2026-01-27,BRANCH,FEE,155,3948178.16,7604.6,NPR,SETTLE-20260127-BRANCH-FEE
