settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-04,ATM,POS,902,22821693.84,47322.5,NPR,SETTLE-20260104-ATM-POS
2026-01-04,CARD,DEP,582,14644056.14,27446.19,NPR,SETTLE-20260104-CARD-DEP
2026-01-04,MOBILE,POS,880,21910844.99,45875.21,NPR,SETTLE-20260104-MOBILE-POS
2026-01-04,CARD,WDR,685,16901164.77,35609.5,NPR,SETTLE-20260104-CARD-WDR
2026-01-04,MOBILE,TRF,728,18383505.95,36547.19,NPR,SETTLE-20260104-MOBILE-TRF
2026-01-04,INTERNET_BANKING,POS,907,22781896.05,48401.2,NPR,SETTLE-20260104-INTERNET_BANKING-POS
2026-01-04,BRANCH,TRF,746,18304884.87,36146.56,NPR,SETTLE-20260104-BRANCH-TRF
2026-01-04,INTERNET_BANKING,DEP,574,13447255.65,28650.99,NPR,SETTLE-20260104-INTERNET_BANKING-DEP
2026-01-04,WALLET,WDR,621,15844517.53,32342.33,NPR,SETTLE-20260104-WALLET-WDR
2026-01-04,WALLET,POS,961,24227672.88,50110.33,NPR,SETTLE-20260104-WALLET-POS
2026-01-04,CARD,TRF,741,18125833.62,37008.66,NPR,SETTLE-20260104-CARD-TRF
2026-01-04,BRANCH,DEP,599,15465545.42,30199.25,NPR,SETTLE-20260104-BRANCH-DEP
2026-01-04,CARD,POS,880,21506086.84,40994.49,NPR,SETTLE-20260104-CARD-POS
2026-01-04,BRANCH,POS,916,23270548.24,45064.83,NPR,SETTLE-20260104-BRANCH-POS
2026-01-04,ATM,DEP,624,15225087.6,29874.2,NPR,SETTLE-20260104-ATM-DEP
2026-01-04,INTERNET_BANKING,WDR,569,14102419.65,27985.65,NPR,SETTLE-20260104-INTERNET_BANKING-WDR
2026-01-04,WALLET,DEP,580,15038748.65,28466.86,NPR,SETTLE-20260104-WALLET-DEP
2026-01-04,BRANCH,WDR,627,16175293.87,31828.96,NPR,SETTLE-20260104-BRANCH-WDR
2026-01-04,WALLET,TRF,706,16996018.42,32108.25,NPR,SETTLE-20260104-WALLET-TRF
2026-01-04,INTERNET_BANKING,TRF,761,19304649.78,36937.77,NPR,SETTLE-20260104-INTERNET_BANKING-TRF
2026-01-04,MOBILE,DEP,569,14218684.57,27332.09,NPR,SETTLE-20260104-MOBILE-DEP
2026-01-04,ATM,WDR,611,15500056.69,29300.98,NPR,SETTLE-20260104-ATM-WDR
2026-01-04,ATM,TRF,803,19884618.71,41095.9,NPR,SETTLE-20260104-ATM-TRF
2026-01-04,MOBILE,WDR,601,15103182.86,28476.92,NPR,SETTLE-20260104-MOBILE-WDR
2026-01-04,INTERNET_BANKING,FEE,135,3363848.57,6007.51,NPR,SETTLE-20260104-INTERNET_BANKING-FEE
2026-01-04,MOBILE,FEE,119,2930720.13,5893.58,NPR,SETTLE-20260104-MOBILE-FEE
2026-01-04,CARD,FEE,143,3450388.97,7975.87,NPR,SETTLE-20260104-CARD-FEE
2026-01-04,ATM,FEE,140,3505176.49,7102.15,NPR,SETTLE-20260104-ATM-FEE
2026-01-04,BRANCH,FEE,163,3740804.55,7213.35,NPR,SETTLE-20260104-BRANCH-FEE
2026-01-04,WALLET,FEE,168,4335307.71,8862.03,NPR,SETTLE-20260104-WALLET-FEE
