settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-21,BRANCH,WDR,631,16086066.14,34403.91,NPR,SETTLE-20260121-BRANCH-WDR
2026-01-21,MOBILE,TRF,755,19185920.8,40192.21,NPR,SETTLE-20260121-MOBILE-TRF
2026-01-21,ATM,POS,917,23117413.13,48869.76,NPR,SETTLE-20260121-ATM-POS
2026-01-21,INTERNET_BANKING,FEE,165,3909780.14,7854.89,NPR,SETTLE-20260121-INTERNET_BANKING-FEE
2026-01-21,CARD,DEP,623,15440079.04,31810.38,NPR,SETTLE-20260121-CARD-DEP
2026-01-21,INTERNET_BANKING,DEP,624,15622979.64,29497.32,NPR,SETTLE-20260121-INTERNET_BANKING-DEP
2026-01-21,CARD,POS,897,22466058.94,43362.16,NPR,SETTLE-20260121-CARD-POS
2026-01-21,CARD,WDR,607,15368620.02,31115.5,NPR,SETTLE-20260121-CARD-WDR
2026-01-21,INTERNET_BANKING,TRF,711,17574353.41,35697.91,NPR,SETTLE-20260121-INTERNET_BANKING-TRF
2026-01-21,BRANCH,DEP,581,14481686.08,30357.32,NPR,SETTLE-20260121-BRANCH-DEP
2026-01-21,WALLET,POS,885,22546456.73,42286.81,NPR,SETTLE-20260121-WALLET-POS
2026-01-21,CARD,TRF,771,18920544.77,36269.09,NPR,SETTLE-20260121-CARD-TRF
2026-01-21,WALLET,DEP,575,14490203.87,27016.62,NPR,SETTLE-20260121-WALLET-DEP
2026-01-21,INTERNET_BANKING,WDR,583,14451655.12,29432.36,NPR,SETTLE-20260121-INTERNET_BANKING-WDR
2026-01-21,MOBILE,POS,893,22076063.11,45512.79,NPR,SETTLE-20260121-MOBILE-POS
2026-01-21,WALLET,FEE,144,3431628.19,6355.06,NPR,SETTLE-20260121-WALLET-FEE
2026-01-21,BRANCH,TRF,715,18264543.74,38136.12,NPR,SETTLE-20260121-BRANCH-TRF
2026-01-21,MOBILE,WDR,585,14757861.49,30697.58,NPR,SETTLE-20260121-MOBILE-WDR
2026-01-21,BRANCH,POS,960,24302289.74,50268.63,NPR,SETTLE-20260121-BRANCH-POS
2026-01-21,ATM,TRF,766,19272272.3,35840.36,NPR,SETTLE-20260121-ATM-TRF
2026-01-21,WALLET,WDR,580,14277573.84,27118.19,NPR,SETTLE-20260121-WALLET-WDR
2026-01-21,INTERNET_BANKING,POS,869,21262618.42,39716.52,NPR,SETTLE-20260121-INTERNET_BANKING-POS
2026-01-21,ATM,DEP,637,15783367.96,31171.64,NPR,SETTLE-20260121-ATM-DEP
2026-01-21,ATM,WDR,616,15706618.69,33346.08,NPR,SETTLE-20260121-ATM-WDR
2026-01-21,WALLET,TRF,790,19849756.4,39402.8,NPR,SETTLE-20260121-WALLET-TRF
2026-01-21,BRANCH,FEE,155,3950083.71,6959.0,NPR,SETTLE-20260121-BRANCH-FEE
2026-01-21,CARD,FEE,134,3335175.22,6117.09,NPR,SETTLE-20260121-CARD-FEE
2026-01-21,ATM,FEE,132,3215643.01,7117.28,NPR,SETTLE-20260121-ATM-FEE
2026-01-21,MOBILE,DEP,602,15155533.27,29447.47,NPR,SETTLE-20260121-MOBILE-DEP
2026-01-21,MOBILE,FEE,145,3520768.03,7907.77,NPR,SETTLE-20260121-MOBILE-FEE
