settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-02,INTERNET_BANKING,FEE,132,3442497.38,5967.75,NPR,SETTLE-20260102-INTERNET_BANKING-FEE
2026-01-02,BRANCH,WDR,662,17164059.36,35404.31,NPR,SETTLE-20260102-BRANCH-WDR
2026-01-02,INTERNET_BANKING,POS,939,23898769.8,48099.04,NPR,SETTLE-20260102-INTERNET_BANKING-POS
2026-01-02,ATM,TRF,752,19051999.69,38490.94,NPR,SETTLE-20260102-ATM-TRF
2026-01-02,CARD,POS,877,21381673.26,39929.83,NPR,SETTLE-20260102-CARD-POS
2026-01-02,INTERNET_BANKING,WDR,600,14583774.0,30208.4,NPR,SETTLE-20260102-INTERNET_BANKING-WDR
2026-01-02,MOBILE,TRF,738,18592635.78,36299.46,NPR,SETTLE-20260102-MOBILE-TRF
2026-01-02,WALLET,WDR,609,15034084.15,30744.4,NPR,SETTLE-20260102-WALLET-WDR
2026-01-02,BRANCH,POS,879,22056761.15,42851.02,NPR,SETTLE-20260102-BRANCH-POS
2026-01-02,BRANCH,DEP,625,15433521.05,29688.79,NPR,SETTLE-20260102-BRANCH-DEP
2026-01-02,ATM,POS,898,23133531.99,46633.97,NPR,SETTLE-20260102-ATM-POS
2026-01-02,WALLET,POS,855,21308382.84,41609.32,NPR,SETTLE-20260102-WALLET-POS
2026-01-02,MOBILE,POS,919,22579140.38,47249.6,NPR,SETTLE-20260102-MOBILE-POS
2026-01-02,CARD,TRF,770,18625404.68,37034.91,NPR,SETTLE-20260102-CARD-TRF
2026-01-02,MOBILE,DEP,594,15182481.12,30191.47,NPR,SETTLE-20260102-MOBILE-DEP
2026-01-02,INTERNET_BANKING,TRF,804,19621494.04,39200.82,NPR,SETTLE-20260102-INTERNET_BANKING-TRF
2026-01-02,MOBILE,FEE,153,3875276.64,7557.88,NPR,SETTLE-20260102-MOBILE-FEE
2026-01-02,WALLET,TRF,760,18948183.07,36976.82,NPR,SETTLE-20260102-WALLET-TRF
2026-01-02,ATM,DEP,568,14067158.85,27536.35,NPR,SETTLE-20260102-ATM-DEP
2026-01-02,ATM,WDR,589,14926135.18,29050.41,NPR,SETTLE-20260102-ATM-WDR
2026-01-02,BRANCH,TRF,748,19484207.41,37616.99,NPR,SETTLE-20260102-BRANCH-TRF
2026-01-02,CARD,DEP,590,14830532.9,29324.66,NPR,SETTLE-20260102-CARD-DEP
2026-01-02,WALLET,DEP,575,14137328.68,26776.17,NPR,SETTLE-20260102-WALLET-DEP
2026-01-02,MOBILE,WDR,638,15546006.52,31835.8,NPR,SETTLE-20260102-MOBILE-WDR
2026-01-02,CARD,FEE,143,3653177.08,8064.99,NPR,SETTLE-20260102-CARD-FEE
2026-01-02,INTERNET_BANKING,DEP,570,13793001.41,25877.4,NPR,SETTLE-20260102-INTERNET_BANKING-DEP
2026-01-02,CARD,WDR,555,13001234.37,25895.34,NPR,SETTLE-20260102-CARD-WDR
2026-01-02,ATM,FEE,165,4164746.27,8882.13,NPR,SETTLE-20260102-ATM-FEE
2026-01-02,BRANCH,FEE,153,3692722.6,7837.14,NPR,SETTLE-20260102-BRANCH-FEE
2026-01-02,WALLET,FEE,153,3792462.58,7683.35,NPR,SETTLE-20260102-WALLET-FEE
