settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-09,ATM,WDR,618,16462498.67,32571.37,NPR,SETTLE-20260109-ATM-WDR
2026-01-09,MOBILE,TRF,797,20142978.11,39776.64,NPR,SETTLE-20260109-MOBILE-TRF
2026-01-09,WALLET,POS,890,22798284.62,45064.43,NPR,SETTLE-20260109-WALLET-POS
2026-01-09,BRANCH,POS,921,23001577.88,46813.97,NPR,SETTLE-20260109-BRANCH-POS
2026-01-09,WALLET,DEP,626,15605045.36,30169.8,NPR,SETTLE-20260109-WALLET-DEP
2026-01-09,ATM,POS,890,22068989.63,44191.32,NPR,SETTLE-20260109-ATM-POS
2026-01-09,WALLET,WDR,591,14729781.24,29501.81,NPR,SETTLE-20260109-WALLET-WDR
2026-01-09,BRANCH,DEP,576,14437463.98,28969.44,NPR,SETTLE-20260109-BRANCH-DEP
2026-01-09,MOBILE,POS,916,23252049.76,45794.68,NPR,SETTLE-20260109-MOBILE-POS
2026-01-09,CARD,WDR,591,14896222.65,31200.5,NPR,SETTLE-20260109-CARD-WDR
2026-01-09,CARD,TRF,711,17774969.76,37190.06,NPR,SETTLE-20260109-CARD-TRF
2026-01-09,WALLET,TRF,763,19015261.21,40681.96,NPR,SETTLE-20260109-WALLET-TRF
2026-01-09,WALLET,FEE,123,3338555.23,6798.69,NPR,SETTLE-20260109-WALLET-FEE
2026-01-09,INTERNET_BANKING,WDR,615,15805493.77,31466.55,NPR,SETTLE-20260109-INTERNET_BANKING-WDR
2026-01-09,INTERNET_BANKING,POS,925,23750086.31,46542.6,NPR,SETTLE-20260109-INTERNET_BANKING-POS
2026-01-09,INTERNET_BANKING,TRF,690,17256971.89,34148.87,NPR,SETTLE-20260109-INTERNET_BANKING-TRF
2026-01-09,ATM,FEE,136,3151446.14,7189.39,NPR,SETTLE-20260109-ATM-FEE
2026-01-09,MOBILE,DEP,581,14462913.88,27440.49,NPR,SETTLE-20260109-MOBILE-DEP
2026-01-09,CARD,POS,889,21714204.7,42060.16,NPR,SETTLE-20260109-CARD-POS
2026-01-09,ATM,TRF,811,20109311.14,40945.92,NPR,SETTLE-20260109-ATM-TRF
2026-01-09,MOBILE,WDR,588,14370447.41,27347.27,NPR,SETTLE-20260109-MOBILE-WDR
2026-01-09,BRANCH,WDR,626,15654894.58,31757.29,NPR,SETTLE-20260109-BRANCH-WDR
2026-01-09,ATM,DEP,613,15180064.59,29972.49,NPR,SETTLE-20260109-ATM-DEP
2026-01-09,BRANCH,TRF,746,18635936.26,36900.41,NPR,SETTLE-20260109-BRANCH-TRF
2026-01-09,CARD,DEP,621,15442471.83,30392.39,NPR,SETTLE-20260109-CARD-DEP
2026-01-09,INTERNET_BANKING,DEP,596,15310825.69,28793.01,NPR,SETTLE-20260109-INTERNET_BANKING-DEP
2026-01-09,BRANCH,FEE,147,3689927.39,6790.44,NPR,SETTLE-20260109-BRANCH-FEE
2026-01-09,MOBILE,FEE,141,3629404.55,7415.49,NPR,SETTLE-20260109-MOBILE-FEE
2026-01-09,CARD,FEE,159,4005599.77,7529.08,NPR,SETTLE-20260109-CARD-FEE
2026-01-09,INTERNET_BANKING,FEE,145,3384157.44,5699.71,NPR,SETTLE-20260109-INTERNET_BANKING-FEE
