settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-20,MOBILE,POS,903,23462871.9,48271.73,NPR,SETTLE-20260120-MOBILE-POS
2026-01-20,ATM,TRF,708,18133532.12,35889.14,NPR,SETTLE-20260120-ATM-TRF
2026-01-20,CARD,WDR,568,14073473.29,28759.34,NPR,SETTLE-20260120-CARD-WDR
2026-01-20,CARD,DEP,557,13990241.99,28472.59,NPR,SETTLE-20260120-CARD-DEP
2026-01-20,MOBILE,WDR,576,14442111.69,28555.46,NPR,SETTLE-20260120-MOBILE-WDR
2026-01-20,BRANCH,POS,927,22969987.64,46828.33,NPR,SETTLE-20260120-BRANCH-POS
2026-01-20,BRANCH,WDR,651,15623022.69,31702.42,NPR,SETTLE-20260120-BRANCH-WDR
2026-01-20,CARD,FEE,155,3777437.14,6690.43,NPR,SETTLE-20260120-CARD-FEE
2026-01-20,INTERNET_BANKING,WDR,580,14633965.11,28794.05,NPR,SETTLE-20260120-INTERNET_BANKING-WDR
2026-01-20,BRANCH,TRF,732,17676326.32,33315.61,NPR,SETTLE-20260120-BRANCH-TRF
2026-01-20,INTERNET_BANKING,DEP,581,14868746.15,27669.82,NPR,SETTLE-20260120-INTERNET_BANKING-DEP
2026-01-20,WALLET,POS,915,22442458.06,45370.6,NPR,SETTLE-20260120-WALLET-POS
2026-01-20,MOBILE,FEE,122,3052595.59,6170.87,NPR,SETTLE-20260120-MOBILE-FEE
2026-01-20,CARD,TRF,730,17741312.59,35228.03,NPR,SETTLE-20260120-CARD-TRF
2026-01-20,MOBILE,TRF,769,19257007.62,42260.57,NPR,SETTLE-20260120-MOBILE-TRF
2026-01-20,WALLET,DEP,639,16123475.1,30695.29,NPR,SETTLE-20260120-WALLET-DEP
2026-01-20,WALLET,WDR,612,15359548.29,31057.94,NPR,SETTLE-20260120-WALLET-WDR
2026-01-20,INTERNET_BANKING,POS,925,22902730.56,45294.46,NPR,SETTLE-20260120-INTERNET_BANKING-POS
2026-01-20,BRANCH,DEP,633,15757414.34,33552.16,NPR,SETTLE-20260120-BRANCH-DEP
2026-01-20,MOBILE,DEP,580,14624672.69,30386.61,NPR,SETTLE-20260120-MOBILE-DEP
2026-01-20,BRANCH,FEE,160,3769318.5,7852.52,NPR,SETTLE-20260120-BRANCH-FEE
2026-01-20,CARD,POS,879,22311528.52,42722.12,NPR,SETTLE-20260120-CARD-POS
2026-01-20,ATM,POS,912,22093704.06,44495.36,NPR,SETTLE-20260120-ATM-POS
2026-01-20,ATM,WDR,616,15006256.11,30849.05,NPR,SETTLE-20260120-ATM-WDR
2026-01-20,WALLET,TRF,763,18892719.5,35472.17,NPR,SETTLE-20260120-WALLET-TRF
2026-01-20,INTERNET_BANKING,TRF,718,18201491.39,38061.04,NPR,SETTLE-20260120-INTERNET_BANKING-TRF
2026-01-20,ATM,DEP,644,15877634.27,32752.41,NPR,SETTLE-20260120-ATM-DEP
2026-01-20,WALLET,FEE,178,4503397.5,8490.17,NPR,SETTLE-20260120-WALLET-FEE
2026-01-20,INTERNET_BANKING,FEE,148,3635167.7,7259.23,NPR,SETTLE-20260120-INTERNET_BANKING-FEE
2026-01-20,ATM,FEE,152,4110211.7,9673.91,NPR,SETTLE-20260120-ATM-FEE
