settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-26,INTERNET_BANKING,POS,923,23214842.22,47119.61,NPR,SETTLE-20260126-INTERNET_BANKING-POS
2026-01-26,WALLET,TRF,759,19046940.03,40009.3,NPR,SETTLE-20260126-WALLET-TRF
2026-01-26,MOBILE,POS,873,21542156.15,43495.45,NPR,SETTLE-20260126-MOBILE-POS
2026-01-26,CARD,TRF,771,19675256.42,38406.82,NPR,SETTLE-20260126-CARD-TRF
2026-01-26,ATM,TRF,770,18871622.03,35629.56,NPR,SETTLE-20260126-ATM-TRF
2026-01-26,ATM,WDR,602,15589099.78,34110.26,NPR,SETTLE-20260126-ATM-WDR
2026-01-26,BRANCH,POS,878,21881914.54,44416.66,NPR,SETTLE-20260126-BRANCH-POS
2026-01-26,CARD,DEP,629,15425767.45,33336.11,NPR,SETTLE-20260126-CARD-DEP
2026-01-26,BRANCH,DEP,653,15606055.36,31043.02,NPR,SETTLE-20260126-BRANCH-DEP
2026-01-26,CARD,FEE,172,4156088.33,7279.71,NPR,SETTLE-20260126-CARD-FEE
2026-01-26,MOBILE,WDR,630,15190332.76,28044.54,NPR,SETTLE-20260126-MOBILE-WDR
2026-01-26,MOBILE,TRF,731,18373780.14,36424.05,NPR,SETTLE-20260126-MOBILE-TRF
2026-01-26,ATM,DEP,566,13600851.9,26928.43,NPR,SETTLE-20260126-ATM-DEP
2026-01-26,INTERNET_BANKING,DEP,617,15934602.1,31586.18,NPR,SETTLE-20260126-INTERNET_BANKING-DEP
2026-01-26,BRANCH,WDR,616,15418884.8,28890.23,NPR,SETTLE-20260126-BRANCH-WDR
2026-01-26,INTERNET_BANKING,TRF,770,19759513.83,39491.43,NPR,SETTLE-20260126-INTERNET_BANKING-TRF
2026-01-26,ATM,FEE,155,3729523.0,7393.49,NPR,SETTLE-20260126-ATM-FEE
2026-01-26,INTERNET_BANKING,WDR,604,14859961.19,26830.78,NPR,SETTLE-20260126-INTERNET_BANKING-WDR
2026-01-26,CARD,POS,906,23071597.29,47651.5,NPR,SETTLE-20260126-CARD-POS
2026-01-26,CARD,WDR,615,15433129.85,31801.44,NPR,SETTLE-20260126-CARD-WDR
2026-01-26,BRANCH,TRF,694,17688706.97,33257.0,NPR,SETTLE-20260126-BRANCH-TRF
2026-01-26,MOBILE,DEP,572,14111054.19,26687.81,NPR,SETTLE-20260126-MOBILE-DEP
2026-01-26,INTERNET_BANKING,FEE,132,3268893.63,6497.71,NPR,SETTLE-20260126-INTERNET_BANKING-FEE
2026-01-26,ATM,POS,911,23446934.57,46564.45,NPR,SETTLE-20260126-ATM-POS
2026-01-26,WALLET,WDR,586,14648676.24,28189.17,NPR,SETTLE-20260126-WALLET-WDR
2026-01-26,WALLET,DEP,600,14394512.21,30547.18,NPR,SETTLE-20260126-WALLET-DEP
2026-01-26,WALLET,POS,910,22986983.93,45330.72,NPR,SETTLE-20260126-WALLET-POS
2026-01-26,WALLET,FEE,144,3650523.33,7684.08,NPR,SETTLE-20260126-WALLET-FEE
2026-01-26,BRANCH,FEE,156,3928840.13,6815.77,NPR,SETTLE-20260126-BRANCH-FEE
2026-01-26,MOBILE,FEE,136,3086305.71,5903.19,NPR,SETTLE-20260126-MOBILE-FEE
