settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-30,MOBILE,POS,930,23831266.43,47417.26,NPR,SETTLE-20260130-MOBILE-POS
2026-01-30,WALLET,TRF,767,19438572.27,42377.28,NPR,SETTLE-20260130-WALLET-TRF
2026-01-30,INTERNET_BANKING,TRF,748,18710795.77,36627.59,NPR,SETTLE-20260130-INTERNET_BANKING-TRF
2026-01-30,MOBILE,TRF,725,17340992.56,33924.48,NPR,SETTLE-20260130-MOBILE-TRF
2026-01-30,CARD,WDR,597,14154648.34,28723.54,NPR,SETTLE-20260130-CARD-WDR
2026-01-30,WALLET,POS,914,22285798.21,46438.87,NPR,SETTLE-20260130-WALLET-POS
2026-01-30,ATM,TRF,754,19100106.52,36393.57,NPR,SETTLE-20260130-ATM-TRF
2026-01-30,MOBILE,DEP,568,14141213.85,28336.05,NPR,SETTLE-20260130-MOBILE-DEP
2026-01-30,BRANCH,POS,900,22311800.08,45729.27,NPR,SETTLE-20260130-BRANCH-POS
2026-01-30,CARD,POS,871,22027932.42,39700.09,NPR,SETTLE-20260130-CARD-POS
2026-01-30,MOBILE,WDR,603,14508485.88,30622.15,NPR,SETTLE-20260130-MOBILE-WDR
2026-01-30,ATM,DEP,560,14676407.5,27846.02,NPR,SETTLE-20260130-ATM-DEP
2026-01-30,INTERNET_BANKING,POS,873,21586777.86,41706.87,NPR,SETTLE-20260130-INTERNET_BANKING-POS
2026-01-30,ATM,POS,861,21813195.59,44178.69,NPR,SETTLE-20260130-ATM-POS
2026-01-30,CARD,FEE,159,3744818.25,6665.37,NPR,SETTLE-20260130-CARD-FEE
2026-01-30,CARD,DEP,614,14782878.0,29218.88,NPR,SETTLE-20260130-CARD-DEP
2026-01-30,BRANCH,WDR,591,15220444.82,31342.95,NPR,SETTLE-20260130-BRANCH-WDR
2026-01-30,CARD,TRF,754,19113367.38,38458.8,NPR,SETTLE-20260130-CARD-TRF
2026-01-30,ATM,WDR,617,15150212.93,30072.55,NPR,SETTLE-20260130-ATM-WDR
2026-01-30,WALLET,DEP,569,14154123.32,27116.78,NPR,SETTLE-20260130-WALLET-DEP
2026-01-30,INTERNET_BANKING,DEP,585,13996656.18,29154.3,NPR,SETTLE-20260130-INTERNET_BANKING-DEP
2026-01-30,WALLET,FEE,155,3949916.8,7901.15,NPR,SETTLE-20260130-WALLET-FEE
2026-01-30,WALLET,WDR,601,15217305.98,30712.47,NPR,SETTLE-20260130-WALLET-WDR
2026-01-30,BRANCH,DEP,619,15279255.83,29519.19,NPR,SETTLE-20260130-BRANCH-DEP
2026-01-30,INTERNET_BANKING,WDR,647,15913049.27,32280.72,NPR,SETTLE-20260130-INTERNET_BANKING-WDR
2026-01-30,BRANCH,TRF,776,19749911.15,38800.42,NPR,SETTLE-20260130-BRANCH-TRF
2026-01-30,BRANCH,FEE,146,3820069.81,6895.56,NPR,SETTLE-20260130-BRANCH-FEE
2026-01-30,INTERNET_BANKING,FEE,158,3676172.73,6947.86,NPR,SETTLE-20260130-INTERNET_BANKING-FEE
2026-01-30,MOBILE,FEE,141,3517767.48,6920.6,NPR,SETTLE-20260130-MOBILE-FEE
2026-01-30,ATM,FEE,164,3980229.12,7480.38,NPR,SETTLE-20260130-ATM-FEE
