settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-16,ATM,WDR,628,15099094.19,28007.5,NPR,SETTLE-20260116-ATM-WDR
2026-01-16,INTERNET_BANKING,POS,865,21857724.92,42651.9,NPR,SETTLE-20260116-INTERNET_BANKING-POS
2026-01-16,WALLET,TRF,739,18340373.78,34950.65,NPR,SETTLE-20260116-WALLET-TRF
2026-01-16,CARD,POS,914,22999740.8,44628.69,NPR,SETTLE-20260116-CARD-POS
2026-01-16,WALLET,WDR,575,14210142.77,26830.68,NPR,SETTLE-20260116-WALLET-WDR
2026-01-16,ATM,DEP,606,14554906.16,28132.44,NPR,SETTLE-20260116-ATM-DEP
2026-01-16,BRANCH,POS,904,22726337.26,45009.94,NPR,SETTLE-20260116-BRANCH-POS
2026-01-16,CARD,WDR,587,14459144.92,27512.77,NPR,SETTLE-20260116-CARD-WDR
2026-01-16,MOBILE,DEP,605,15555784.37,30754.58,NPR,SETTLE-20260116-MOBILE-DEP
2026-01-16,WALLET,POS,887,21803506.44,41918.05,NPR,SETTLE-20260116-WALLET-POS
2026-01-16,MOBILE,TRF,809,20231550.16,41599.38,NPR,SETTLE-20260116-MOBILE-TRF
2026-01-16,MOBILE,POS,921,23086523.79,44934.72,NPR,SETTLE-20260116-MOBILE-POS
2026-01-16,ATM,TRF,782,18507420.53,37209.74,NPR,SETTLE-20260116-ATM-TRF
2026-01-16,BRANCH,DEP,550,13866941.93,26265.22,NPR,SETTLE-20260116-BRANCH-DEP
2026-01-16,BRANCH,TRF,697,17445589.68,33182.87,NPR,SETTLE-20260116-BRANCH-TRF
2026-01-16,CARD,DEP,637,15594425.41,29928.83,NPR,SETTLE-20260116-CARD-DEP
2026-01-16,ATM,POS,909,22273819.2,42927.57,NPR,SETTLE-20260116-ATM-POS
2026-01-16,INTERNET_BANKING,WDR,572,13943443.13,27857.89,NPR,SETTLE-20260116-INTERNET_BANKING-WDR
2026-01-16,WALLET,DEP,626,15932853.29,30905.04,NPR,SETTLE-20260116-WALLET-DEP
2026-01-16,BRANCH,WDR,561,14624551.62,27004.33,NPR,SETTLE-20260116-BRANCH-WDR
2026-01-16,MOBILE,FEE,166,4220320.63,7345.87,NPR,SETTLE-20260116-MOBILE-FEE
2026-01-16,WALLET,FEE,159,4134696.86,8156.22,NPR,SETTLE-20260116-WALLET-FEE
2026-01-16,CARD,TRF,778,19386813.82,36883.19,NPR,SETTLE-20260116-CARD-TRF
2026-01-16,MOBILE,WDR,610,14864658.2,29377.94,NPR,SETTLE-20260116-MOBILE-WDR
2026-01-16,ATM,FEE,156,3975546.55,7459.04,NPR,SETTLE-20260116-ATM-FEE
2026-01-16,INTERNET_BANKING,DEP,589,14813852.41,28835.96,NPR,SETTLE-20260116-INTERNET_BANKING-DEP
2026-01-16,BRANCH,FEE,144,3509291.39,5643.98,NPR,SETTLE-20260116-BRANCH-FEE
2026-01-16,INTERNET_BANKING,TRF,724,17524121.64,35474.71,NPR,SETTLE-20260116-INTERNET_BANKING-TRF
2026-01-16,CARD,FEE,157,4217148.86,8061.59,NPR,SETTLE-20260116-CARD-FEE
2026-01-16,INTERNET_BANKING,FEE,170,4274164.22,8780.08,NPR,SETTLE-20260116-INTERNET_BANKING-FEE
