settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-08,ATM,TRF,769,19647100.05,40251.48,NPR,SETTLE-20260108-ATM-TRF
2026-01-08,MOBILE,TRF,738,18629396.95,36415.03,NPR,SETTLE-20260108-MOBILE-TRF
2026-01-08,WALLET,WDR,587,14668159.14,29800.83,NPR,SETTLE-20260108-WALLET-WDR
2026-01-08,CARD,DEP,639,16466633.18,31098.24,NPR,SETTLE-20260108-CARD-DEP
2026-01-08,BRANCH,TRF,741,19133263.42,34438.18,NPR,SETTLE-20260108-BRANCH-TRF
2026-01-08,ATM,POS,894,22170529.25,44824.9,NPR,SETTLE-20260108-ATM-POS
2026-01-08,BRANCH,POS,928,22675647.14,44911.5,NPR,SETTLE-20260108-BRANCH-POS
2026-01-08,CARD,FEE,153,4044071.4,7471.48,NPR,SETTLE-20260108-CARD-FEE
2026-01-08,INTERNET_BANKING,WDR,610,15495303.57,31066.91,NPR,SETTLE-20260108-INTERNET_BANKING-WDR
2026-01-08,MOBILE,DEP,598,15466192.11,29557.61,NPR,SETTLE-20260108-MOBILE-DEP
2026-01-08,CARD,TRF,762,19257164.2,37908.81,NPR,SETTLE-20260108-CARD-TRF
2026-01-08,WALLET,DEP,594,14314350.39,29600.13,NPR,SETTLE-20260108-WALLET-DEP
2026-01-08,BRANCH,DEP,628,15515616.64,31312.65,NPR,SETTLE-20260108-BRANCH-DEP
2026-01-08,BRANCH,WDR,543,13593650.93,27238.2,NPR,SETTLE-20260108-BRANCH-WDR
2026-01-08,WALLET,POS,878,21841511.18,43513.24,NPR,SETTLE-20260108-WALLET-POS
2026-01-08,INTERNET_BANKING,TRF,778,19435577.12,41383.11,NPR,SETTLE-20260108-INTERNET_BANKING-TRF
2026-01-08,MOBILE,WDR,612,14910433.91,31953.73,NPR,SETTLE-20260108-MOBILE-WDR
2026-01-08,INTERNET_BANKING,DEP,602,15140277.07,30642.0,NPR,SETTLE-20260108-INTERNET_BANKING-DEP
2026-01-08,MOBILE,POS,912,22432259.14,44310.76,NPR,SETTLE-20260108-MOBILE-POS
2026-01-08,WALLET,TRF,725,18030288.7,36708.24,NPR,SETTLE-20260108-WALLET-TRF
2026-01-08,ATM,DEP,561,13723430.63,29734.69,NPR,SETTLE-20260108-ATM-DEP
2026-01-08,CARD,POS,917,22872845.23,47453.97,NPR,SETTLE-20260108-CARD-POS
2026-01-08,CARD,WDR,608,14803202.51,29979.21,NPR,SETTLE-20260108-CARD-WDR
2026-01-08,INTERNET_BANKING,POS,900,23072461.22,43948.63,NPR,SETTLE-20260108-INTERNET_BANKING-POS
2026-01-08,INTERNET_BANKING,FEE,161,4023497.2,7696.93,NPR,SETTLE-20260108-INTERNET_BANKING-FEE
2026-01-08,WALLET,FEE,145,3824750.45,8155.84,NPR,SETTLE-20260108-WALLET-FEE
2026-01-08,ATM,WDR,614,15324601.37,33043.63,NPR,SETTLE-20260108-ATM-WDR
2026-01-08,MOBILE,FEE,139,3587860.15,7361.12,NPR,SETTLE-20260108-MOBILE-FEE
2026-01-08,BRANCH,FEE,126,3102544.95,6038.56,NPR,SETTLE-20260108-BRANCH-FEE
2026-01-08,ATM,FEE,161,4581282.61,10105.67,NPR,SETTLE-20260108-ATM-FEE
