balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-05,ACC0000000001,14058.96,25383.45,111672.67,-72230.26,NPR
2026-01-05,ACC0000000002,283696.39,7243.64,0.0,290940.03,NPR
2026-01-05,ACC0000000003,281720.63,0.0,111078.26,170642.37,NPR
2026-01-05,ACC0000000004,28969.03,0.0,65751.93,-36782.9,NPR
2026-01-05,ACC0000000005,12683.04,0.0,0.0,12683.04,NPR
2026-01-05,ACC0000000006,332778.59,3619.65,88258.35,248139.89,NPR
2026-01-05,ACC0000000007,271551.65,0.0,97018.51,174533.14,NPR
2026-01-05,ACC0000000008,380733.89,32835.71,75871.1,337698.5,NPR
2026-01-05,ACC0000000009,408073.5,0.0,0.0,408073.5,NPR
2026-01-05,ACC0000000010,435990.99,0.0,0.0,435990.99,NPR
2026-01-05,ACC0000000011,264472.47,0.0,0.0,264472.47,NPR
2026-01-05,ACC0000000012,443691.62,0.0,34200.26,409491.36,NPR
2026-01-05,ACC0000000013,428582.59,10312.19,3387.19,435507.59,NPR
2026-01-05,ACC0000000014,419410.73,15393.04,81237.57,353566.2,NPR
2026-01-05,ACC0000000015,281330.87,72736.83,11319.36,342748.34,NPR
2026-01-05,ACC0000000016,465017.53,0.0,0.0,465017.53,NPR
2026-01-05,ACC0000000017,256036.56,0.0,24743.35,231293.21,NPR
2026-01-05,ACC0000000018,453549.54,0.0,38141.67,415407.87,NPR
2026-01-05,ACC0000000019,317967.42,0.0,0.0,317967.42,NPR
2026-01-05,ACC0000000020,150834.87,0.0,12034.4,138800.47,NPR
2026-01-05,ACC0000000021,318507.46,0.0,94730.02,223777.44,NPR
2026-01-05,ACC0000000022,392954.2,0.0,25478.38,367475.82,NPR
2026-01-05,ACC0000000023,316700.26,0.0,47787.04,268913.22,NPR
2026-01-05,ACC0000000024,33171.16,0.0,40721.74,-7550.58,NPR
2026-01-05,ACC0000000025,323393.95,0.0,0.0,323393.95,NPR
2026-01-05,ACC0000000026,99610.26,0.0,41459.44,58150.82,NPR
2026-01-05,ACC0000000027,40076.32,0.0,28046.59,12029.73,NPR
2026-01-05,ACC0000000028,269387.19,0.0,66531.43,202855.76,NPR
2026-01-05,ACC0000000029,261984.76,35456.06,114206.97,183233.85,NPR
2026-01-05,ACC0000000030,164049.97,30369.19,108485.37,85933.79,NPR
2026-01-05,ACC0000000031,121894.79,0.0,74684.89,47209.9,NPR
2026-01-05,ACC0000000032,358303.76,0.0,25066.0,333237.76,NPR
2026-01-05,ACC0000000033,372467.43,0.0,0.0,372467.43,NPR
2026-01-05,ACC0000000034,485602.72,0.0,0.0,485602.72,NPR
2026-01-05,ACC0000000035,364412.78,39461.75,84187.6,319686.93,NPR
2026-01-05,ACC0000000036,173068.1,0.0,40127.76,132940.34,NPR
2026-01-05,ACC0000000037,4194.35,0.0,55036.82,-50842.47,NPR
2026-01-05,ACC0000000038,79029.11,7373.61,76064.67,10338.05,NPR
2026-01-05,ACC0000000039,232947.34,0.0,35415.01,197532.33,NPR
2026-01-05,ACC0000000040,40790.1,0.0,54874.39,-14084.29,NPR
2026-01-05,ACC0000000041,153999.08,0.0,36594.25,117404.83,NPR
2026-01-05,ACC0000000042,228974.07,0.0,0.0,228974.07,NPR
2026-01-05,ACC0000000043,75297.42,0.0,0.0,75297.42,NPR
2026-01-05,ACC0000000044,204154.4,0.0,96235.39,107919.01,NPR
2026-01-05,ACC0000000045,358074.37,4969.7,0.0,363044.07,NPR
2026-01-05,ACC0000000046,391952.1,0.0,0.0,391952.1,NPR
2026-01-05,ACC0000000047,457730.78,5757.77,51821.48,411667.07,NPR
2026-01-05,ACC0000000048,167178.7,38943.19,42967.09,163154.8,NPR
2026-01-05,ACC0000000049,139322.45,0.0,0.0,139322.45,NPR
2026-01-05,ACC0000000050,371522.51,0.0,0.0,371522.51,NPR
2026-01-05,ACC0000000051,243465.97,24725.74,38108.09,230083.62,NPR
2026-01-05,ACC0000000052,341520.81,26955.2,100336.02,268139.99,NPR
2026-01-05,ACC0000000053,362177.78,18421.0,41309.57,339289.21,NPR
2026-01-05,ACC0000000054,105201.34,0.0,0.0,105201.34,NPR
2026-01-05,ACC0000000055,125218.72,0.0,0.0,125218.72,NPR
2026-01-05,ACC0000000056,389358.04,0.0,0.0,389358.04,NPR
2026-01-05,ACC0000000057,207959.97,0.0,36678.69,171281.28,NPR
2026-01-05,ACC0000000058,127373.34,0.0,31139.46,96233.88,NPR
2026-01-05,ACC0000000059,11225.88,0.0,42522.12,-31296.24,NPR
2026-01-05,ACC0000000060,237196.65,0.0,39794.64,197402.01,NPR
2026-01-05,ACC0000000061,211047.92,0.0,2026.52,209021.4,NPR
2026-01-05,ACC0000000062,451743.54,25009.26,24378.4,452374.4,NPR
2026-01-05,ACC0000000063,229421.76,0.0,46437.43,182984.33,NPR
2026-01-05,ACC0000000064,156770.18,18254.73,67766.06,107258.85,NPR
2026-01-05,ACC0000000065,137317.05,0.0,71568.57,65748.48,NPR
