balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-03,ACC0000000001,464860.32,10380.48,96828.34,378412.46,NPR
2026-01-03,ACC0000000002,134894.46,0.0,6562.0,128332.46,NPR
2026-01-03,ACC0000000003,217941.65,0.0,22467.78,195473.87,NPR
2026-01-03,ACC0000000004,224183.83,0.0,103338.56,120845.27,NPR
2026-01-03,ACC0000000005,359866.06,0.0,47052.67,312813.39,NPR
2026-01-03,ACC0000000006,156724.53,0.0,116253.05,40471.48,NPR
2026-01-03,ACC0000000007,37550.36,0.0,59002.58,-21452.22,NPR
2026-01-03,ACC0000000008,429065.1,0.0,37761.51,391303.59,NPR
2026-01-03,ACC0000000009,362200.39,0.0,0.0,362200.39,NPR
2026-01-03,ACC0000000010,45658.05,0.0,0.0,45658.05,NPR
2026-01-03,ACC0000000011,398818.23,0.0,0.0,398818.23,NPR
2026-01-03,ACC0000000012,255689.67,0.0,88087.38,167602.29,NPR
2026-01-03,ACC0000000013,76741.13,0.0,63042.22,13698.91,NPR
2026-01-03,ACC0000000014,107926.56,22128.08,62345.63,67709.01,NPR
2026-01-03,ACC0000000015,455103.45,0.0,145895.94,309207.51,NPR
2026-01-03,ACC0000000016,112760.06,23453.9,91729.21,44484.75,NPR
2026-01-03,ACC0000000017,438665.51,0.0,27152.35,411513.16,NPR
2026-01-03,ACC0000000018,469660.33,0.0,44324.74,425335.59,NPR
2026-01-03,ACC0000000019,23634.84,0.0,35970.14,-12335.3,NPR
2026-01-03,ACC0000000020,411349.97,0.0,25008.02,386341.95,NPR
2026-01-03,ACC0000000021,172450.68,0.0,49323.7,123126.98,NPR
2026-01-03,ACC0000000022,441294.58,33972.31,0.0,475266.89,NPR
2026-01-03,ACC0000000023,224221.8,0.0,22095.59,202126.21,NPR
2026-01-03,ACC0000000024,180981.18,0.0,55632.13,125349.05,NPR
2026-01-03,ACC0000000025,18738.36,0.0,21855.75,-3117.39,NPR
2026-01-03,ACC0000000026,438741.09,0.0,36963.67,401777.42,NPR
2026-01-03,ACC0000000027,310392.05,0.0,38821.18,271570.87,NPR
2026-01-03,ACC0000000028,207935.11,0.0,44189.8,163745.31,NPR
2026-01-03,ACC0000000029,153835.37,39243.19,107456.74,85621.82,NPR
2026-01-03,ACC0000000030,110605.99,130046.74,71484.25,169168.48,NPR
2026-01-03,ACC0000000031,346781.05,0.0,23736.36,323044.69,NPR
2026-01-03,ACC0000000032,381259.42,0.0,127903.8,253355.62,NPR
