balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-20,ACC0000000001,449390.31,0.0,98804.73,350585.58,NPR
2026-01-20,ACC0000000002,174553.63,2519.1,23811.99,153260.74,NPR
2026-01-20,ACC0000000003,323638.39,0.0,32680.7,290957.69,NPR
2026-01-20,ACC0000000004,498762.82,0.0,110686.33,388076.49,NPR
2026-01-20,ACC0000000005,187250.99,0.0,113683.02,73567.97,NPR
2026-01-20,ACC0000000006,418250.84,0.0,78955.43,339295.41,NPR
2026-01-20,ACC0000000007,53660.01,0.0,2714.03,50945.98,NPR
2026-01-20,ACC0000000008,250378.22,0.0,13090.51,237287.71,NPR
2026-01-20,ACC0000000009,495275.16,0.0,0.0,495275.16,NPR
2026-01-20,ACC0000000010,449425.89,0.0,0.0,449425.89,NPR
2026-01-20,ACC0000000011,292034.02,0.0,0.0,292034.02,NPR
2026-01-20,ACC0000000012,185675.42,0.0,15953.16,169722.26,NPR
2026-01-20,ACC0000000013,445334.96,0.0,44082.42,401252.54,NPR
2026-01-20,ACC0000000014,14309.44,0.0,44480.61,-30171.17,NPR
2026-01-20,ACC0000000015,301497.04,0.0,0.0,301497.04,NPR
2026-01-20,ACC0000000016,441954.9,32433.52,31178.23,443210.19,NPR
2026-01-20,ACC0000000017,154922.65,17114.29,0.0,172036.94,NPR
2026-01-20,ACC0000000018,361535.08,33660.34,21620.51,373574.91,NPR
2026-01-20,ACC0000000019,94603.75,32566.49,90494.93,36675.31,NPR
2026-01-20,ACC0000000020,208137.12,25606.81,28136.63,205607.3,NPR
2026-01-20,ACC0000000021,66272.12,8348.7,0.0,74620.82,NPR
2026-01-20,ACC0000000022,193588.61,0.0,7239.16,186349.45,NPR
2026-01-20,ACC0000000023,214242.6,0.0,54995.5,159247.1,NPR
2026-01-20,ACC0000000024,373332.89,18455.97,105530.1,286258.76,NPR
2026-01-20,ACC0000000025,442834.2,0.0,137899.9,304934.3,NPR
2026-01-20,ACC0000000026,22128.63,0.0,62786.17,-40657.54,NPR
2026-01-20,ACC0000000027,50768.67,0.0,8950.56,41818.11,NPR
2026-01-20,ACC0000000028,48430.39,0.0,75668.05,-27237.66,NPR
2026-01-20,ACC0000000029,214844.33,0.0,52414.59,162429.74,NPR
2026-01-20,ACC0000000030,227925.34,0.0,17894.95,210030.39,NPR
2026-01-20,ACC0000000031,208743.03,27.83,1848.97,206921.89,NPR
2026-01-20,ACC0000000032,134944.18,29198.06,59415.03,104727.21,NPR
2026-01-20,ACC0000000033,450429.46,0.0,52102.21,398327.25,NPR
2026-01-20,ACC0000000034,167358.83,0.0,13301.45,154057.38,NPR
2026-01-20,ACC0000000035,184915.68,47653.17,54849.49,177719.36,NPR
2026-01-20,ACC0000000036,195127.45,68494.52,4775.19,258846.78,NPR
2026-01-20,ACC0000000037,162168.44,0.0,0.0,162168.44,NPR
2026-01-20,ACC0000000038,174104.86,287.75,3235.7,171156.91,NPR
2026-01-20,ACC0000000039,464350.52,24977.64,201753.64,287574.52,NPR
2026-01-20,ACC0000000040,128228.18,17788.86,8912.6,137104.44,NPR
2026-01-20,ACC0000000041,16991.52,0.0,81599.67,-64608.15,NPR
2026-01-20,ACC0000000042,361203.22,0.0,38241.0,322962.22,NPR
2026-01-20,ACC0000000043,16763.74,56208.45,48893.2,24078.99,NPR
2026-01-20,ACC0000000044,481917.11,48693.29,81205.42,449404.98,NPR
2026-01-20,ACC0000000045,123860.0,0.0,57988.09,65871.91,NPR
2026-01-20,ACC0000000046,133600.83,0.0,0.0,133600.83,NPR
2026-01-20,ACC0000000047,269383.9,0.0,30516.36,238867.54,NPR
2026-01-20,ACC0000000048,125240.32,26564.55,34932.41,116872.46,NPR
2026-01-20,ACC0000000049,133652.66,0.0,0.0,133652.66,NPR
2026-01-20,ACC0000000050,265611.69,10356.22,30237.77,245730.14,NPR
2026-01-20,ACC0000000051,295466.66,0.0,0.0,295466.66,NPR
2026-01-20,ACC0000000052,224021.4,0.0,54977.25,169044.15,NPR
2026-01-20,ACC0000000053,317518.4,0.0,108124.61,209393.79,NPR
2026-01-20,ACC0000000054,467214.1,0.0,0.0,467214.1,NPR
2026-01-20,ACC0000000055,428125.99,0.0,30999.31,397126.68,NPR
2026-01-20,ACC0000000056,259883.72,0.0,0.0,259883.72,NPR
2026-01-20,ACC0000000057,496682.2,0.0,0.0,496682.2,NPR
2026-01-20,ACC0000000058,209608.46,16349.0,37855.68,188101.78,NPR
2026-01-20,ACC0000000059,202948.02,0.0,62771.09,140176.93,NPR
2026-01-20,ACC0000000060,5342.58,0.0,0.0,5342.58,NPR
2026-01-20,ACC0000000061,428828.51,31012.55,24702.35,435138.71,NPR
2026-01-20,ACC0000000062,342870.54,0.0,63890.5,278980.04,NPR
2026-01-20,ACC0000000063,68750.41,0.0,98368.96,-29618.55,NPR
2026-01-20,ACC0000000064,161807.75,0.0,0.0,161807.75,NPR
2026-01-20,ACC0000000065,212133.57,26300.19,48908.23,189525.53,NPR
2026-01-20,ACC0000000066,23072.41,49171.8,7051.98,65192.23,NPR
2026-01-20,ACC0000000067,150364.61,32730.53,66444.8,116650.34,NPR
2026-01-20,ACC0000000068,248149.5,0.0,77672.47,170477.03,NPR
2026-01-20,ACC0000000069,459012.11,48098.34,0.0,507110.45,NPR
2026-01-20,ACC0000000070,262473.2,39131.94,0.0,301605.14,NPR
2026-01-20,ACC0000000071,232147.66,0.0,0.0,232147.66,NPR
2026-01-20,ACC0000000072,294865.7,39444.19,115675.21,218634.68,NPR
2026-01-20,ACC0000000073,171089.66,0.0,1321.87,169767.79,NPR
2026-01-20,ACC0000000074,121069.63,41397.74,76900.54,85566.83,NPR
2026-01-20,ACC0000000075,257512.82,46737.46,44256.45,259993.83,NPR
2026-01-20,ACC0000000076,34911.8,0.0,128239.88,-93328.08,NPR
2026-01-20,ACC0000000077,323197.24,45126.86,18395.78,349928.32,NPR
2026-01-20,ACC0000000078,170243.07,0.0,123560.27,46682.8,NPR
2026-01-20,ACC0000000079,497755.75,32252.34,56864.78,473143.31,NPR
2026-01-20,ACC0000000080,243977.83,46093.12,11190.35,278880.6,NPR
2026-01-20,ACC0000000081,456280.37,0.0,29648.23,426632.14,NPR
2026-01-20,ACC0000000082,445440.37,0.0,108855.29,336585.08,NPR
2026-01-20,ACC0000000083,464797.68,0.0,120935.28,343862.4,NPR
2026-01-20,ACC0000000084,2381.07,0.0,58887.16,-56506.09,NPR
2026-01-20,ACC0000000085,113042.4,47603.75,111817.35,48828.8,NPR
2026-01-20,ACC0000000086,300888.36,0.0,0.0,300888.36,NPR
2026-01-20,ACC0000000087,98510.93,21639.8,130345.08,-10194.35,NPR
2026-01-20,ACC0000000088,260308.87,0.0,0.0,260308.87,NPR
2026-01-20,ACC0000000089,12605.67,0.0,0.0,12605.67,NPR
2026-01-20,ACC0000000090,457525.2,51034.22,127585.15,380974.27,NPR
2026-01-20,ACC0000000091,199796.73,0.0,38425.19,161371.54,NPR
2026-01-20,ACC0000000092,260278.86,0.0,19306.76,240972.1,NPR
2026-01-20,ACC0000000093,243858.86,0.0,0.0,243858.86,NPR
2026-01-20,ACC0000000094,192880.19,0.0,49018.72,143861.47,NPR
2026-01-20,ACC0000000095,171544.2,71163.18,0.0,242707.38,NPR
2026-01-20,ACC0000000096,360602.75,0.0,80525.6,280077.15,NPR
2026-01-20,ACC0000000097,196457.37,0.0,26457.53,169999.84,NPR
2026-01-20,ACC0000000098,117575.09,0.0,16009.46,101565.63,NPR
2026-01-20,ACC0000000099,167450.35,0.0,12811.43,154638.92,NPR
2026-01-20,ACC0000000100,278277.92,0.0,115130.41,163147.51,NPR
2026-01-20,ACC0000000101,285107.88,0.0,0.0,285107.88,NPR
2026-01-20,ACC0000000102,498797.74,0.0,83503.78,415293.96,NPR
2026-01-20,ACC0000000103,31263.89,0.0,47502.58,-16238.69,NPR
2026-01-20,ACC0000000104,432776.8,0.0,46986.91,385789.89,NPR
2026-01-20,ACC0000000105,111717.52,0.0,63737.28,47980.24,NPR
2026-01-20,ACC0000000106,480799.9,0.0,20944.48,459855.42,NPR
2026-01-20,ACC0000000107,291585.59,0.0,0.0,291585.59,NPR
2026-01-20,ACC0000000108,15168.72,18301.83,84262.58,-50792.03,NPR
2026-01-20,ACC0000000109,86244.41,0.0,0.0,86244.41,NPR
2026-01-20,ACC0000000110,389417.81,28802.5,35979.34,382240.97,NPR
2026-01-20,ACC0000000111,253630.5,0.0,24506.28,229124.22,NPR
2026-01-20,ACC0000000112,85009.42,17254.79,10993.68,91270.53,NPR
2026-01-20,ACC0000000113,202572.42,0.0,128844.36,73728.06,NPR
2026-01-20,ACC0000000114,422901.3,0.0,23573.25,399328.05,NPR
2026-01-20,ACC0000000115,287624.72,0.0,116510.99,171113.73,NPR
2026-01-20,ACC0000000116,286481.4,5018.04,78566.42,212933.02,NPR
2026-01-20,ACC0000000117,211348.59,0.0,115013.74,96334.85,NPR
2026-01-20,ACC0000000118,40624.33,0.0,123991.26,-83366.93,NPR
2026-01-20,ACC0000000119,8802.87,41028.81,69826.49,-19994.81,NPR
2026-01-20,ACC0000000120,238405.31,0.0,0.0,238405.31,NPR
2026-01-20,ACC0000000121,493510.19,0.0,35490.1,458020.09,NPR
2026-01-20,ACC0000000122,171645.67,0.0,0.0,171645.67,NPR
2026-01-20,ACC0000000123,397229.96,22747.15,48183.72,371793.39,NPR
2026-01-20,ACC0000000124,102994.89,0.0,103948.3,-953.41,NPR
2026-01-20,ACC0000000125,48690.12,47847.73,13191.1,83346.75,NPR
2026-01-20,ACC0000000126,351515.98,41011.52,208046.97,184480.53,NPR
2026-01-20,ACC0000000127,45489.34,0.0,0.0,45489.34,NPR
2026-01-20,ACC0000000128,343879.89,0.0,57531.54,286348.35,NPR
2026-01-20,ACC0000000129,133088.07,38186.68,74279.3,96995.45,NPR
2026-01-20,ACC0000000130,186372.37,0.0,45235.49,141136.88,NPR
2026-01-20,ACC0000000131,310544.17,28660.17,825.6,338378.74,NPR
2026-01-20,ACC0000000132,250187.12,0.0,44456.12,205731.0,NPR
2026-01-20,ACC0000000133,193432.44,0.0,71807.6,121624.84,NPR
2026-01-20,ACC0000000134,426580.5,0.0,0.0,426580.5,NPR
2026-01-20,ACC0000000135,249173.66,0.0,109084.93,140088.73,NPR
2026-01-20,ACC0000000136,195126.03,0.0,41549.71,153576.32,NPR
2026-01-20,ACC0000000137,71476.55,36355.3,0.0,107831.85,NPR
2026-01-20,ACC0000000138,368336.79,0.0,0.0,368336.79,NPR
