balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-07,ACC0000000001,71868.68,0.0,47077.64,24791.04,NPR
2026-01-07,ACC0000000002,195894.76,19640.81,20449.97,195085.6,NPR
2026-01-07,ACC0000000003,416965.72,0.0,87180.72,329785.0,NPR
2026-01-07,ACC0000000004,369748.04,0.0,15684.0,354064.04,NPR
2026-01-07,ACC0000000005,465691.46,0.0,24207.71,441483.75,NPR
2026-01-07,ACC0000000006,158851.63,0.0,393.24,158458.39,NPR
2026-01-07,ACC0000000007,337421.84,0.0,108068.69,229353.15,NPR
2026-01-07,ACC0000000008,449253.36,15326.81,63559.7,401020.47,NPR
2026-01-07,ACC0000000009,130895.73,0.0,0.0,130895.73,NPR
2026-01-07,ACC0000000010,49285.93,0.0,0.0,49285.93,NPR
2026-01-07,ACC0000000011,377099.3,0.0,0.0,377099.3,NPR
2026-01-07,ACC0000000012,374320.17,5922.64,53419.2,326823.61,NPR
2026-01-07,ACC0000000013,85262.24,39400.37,68916.21,55746.4,NPR
2026-01-07,ACC0000000014,387080.21,0.0,0.0,387080.21,NPR
2026-01-07,ACC0000000015,69202.56,46917.39,72533.04,43586.91,NPR
2026-01-07,ACC0000000016,51131.8,0.0,0.0,51131.8,NPR
2026-01-07,ACC0000000017,31422.35,0.0,17799.52,13622.83,NPR
2026-01-07,ACC0000000018,64579.06,74446.29,139218.85,-193.5,NPR
2026-01-07,ACC0000000019,185290.06,37373.74,26474.43,196189.37,NPR
2026-01-07,ACC0000000020,86831.82,82895.27,35629.89,134097.2,NPR
2026-01-07,ACC0000000021,474983.23,0.0,67367.86,407615.37,NPR
2026-01-07,ACC0000000022,244787.37,0.0,0.0,244787.37,NPR
2026-01-07,ACC0000000023,350701.97,14866.03,58681.35,306886.65,NPR
2026-01-07,ACC0000000024,228446.19,0.0,43060.24,185385.95,NPR
2026-01-07,ACC0000000025,34634.52,0.0,72263.24,-37628.72,NPR
2026-01-07,ACC0000000026,65225.53,9994.39,36801.93,38417.99,NPR
2026-01-07,ACC0000000027,357060.86,49247.27,12726.03,393582.1,NPR
2026-01-07,ACC0000000028,61699.87,0.0,28511.85,33188.02,NPR
2026-01-07,ACC0000000029,485949.58,0.0,21267.16,464682.42,NPR
2026-01-07,ACC0000000030,304270.04,0.0,80821.22,223448.82,NPR
2026-01-07,ACC0000000031,101771.36,0.0,157729.96,-55958.6,NPR
2026-01-07,ACC0000000032,260784.46,0.0,73190.51,187593.95,NPR
2026-01-07,ACC0000000033,228551.28,0.0,110887.7,117663.58,NPR
2026-01-07,ACC0000000034,235806.81,7443.83,80363.16,162887.48,NPR
2026-01-07,ACC0000000035,169798.6,0.0,10486.71,159311.89,NPR
2026-01-07,ACC0000000036,202554.37,122215.41,44365.0,280404.78,NPR
2026-01-07,ACC0000000037,430831.64,0.0,83287.47,347544.17,NPR
2026-01-07,ACC0000000038,387670.08,0.0,103755.38,283914.7,NPR
2026-01-07,ACC0000000039,350281.23,19738.66,134971.25,235048.64,NPR
2026-01-07,ACC0000000040,218144.07,53257.44,64429.53,206971.98,NPR
2026-01-07,ACC0000000041,219273.98,15028.68,67908.33,166394.33,NPR
2026-01-07,ACC0000000042,445591.87,44214.93,148402.68,341404.12,NPR
2026-01-07,ACC0000000043,68816.82,12444.93,0.0,81261.75,NPR
2026-01-07,ACC0000000044,119779.61,34397.97,40574.0,113603.58,NPR
2026-01-07,ACC0000000045,340776.37,0.0,68530.11,272246.26,NPR
2026-01-07,ACC0000000046,139820.05,0.0,0.0,139820.05,NPR
2026-01-07,ACC0000000047,207200.99,43311.38,46758.19,203754.18,NPR
2026-01-07,ACC0000000048,6312.43,0.0,6318.25,-5.82,NPR
2026-01-07,ACC0000000049,415383.65,0.0,0.0,415383.65,NPR
2026-01-07,ACC0000000050,278926.91,86587.66,0.0,365514.57,NPR
2026-01-07,ACC0000000051,412084.03,40617.11,91906.64,360794.5,NPR
2026-01-07,ACC0000000052,202918.15,65898.04,17664.14,251152.05,NPR
2026-01-07,ACC0000000053,16302.3,0.0,104294.65,-87992.35,NPR
2026-01-07,ACC0000000054,447123.99,0.0,0.0,447123.99,NPR
2026-01-07,ACC0000000055,494403.08,0.0,0.0,494403.08,NPR
2026-01-07,ACC0000000056,213461.94,0.0,0.0,213461.94,NPR
2026-01-07,ACC0000000057,365788.46,0.0,85671.7,280116.76,NPR
