balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-12,ACC0000000001,368428.1,25579.53,148476.15,245531.48,NPR
2026-01-12,ACC0000000002,291673.28,0.0,4968.81,286704.47,NPR
2026-01-12,ACC0000000003,19221.14,42874.89,39176.83,22919.2,NPR
2026-01-12,ACC0000000004,18975.29,0.0,119318.79,-100343.5,NPR
2026-01-12,ACC0000000005,252923.2,0.0,3078.61,249844.59,NPR
2026-01-12,ACC0000000006,299803.65,25604.78,52276.78,273131.65,NPR
2026-01-12,ACC0000000007,25640.94,0.0,0.0,25640.94,NPR
2026-01-12,ACC0000000008,390339.53,43622.31,18620.3,415341.54,NPR
2026-01-12,ACC0000000009,337770.46,0.0,0.0,337770.46,NPR
2026-01-12,ACC0000000010,12263.1,0.0,0.0,12263.1,NPR
2026-01-12,ACC0000000011,152628.02,0.0,0.0,152628.02,NPR
2026-01-12,ACC0000000012,473829.65,32163.35,198701.2,307291.8,NPR
2026-01-12,ACC0000000013,405139.37,47117.48,55150.48,397106.37,NPR
2026-01-12,ACC0000000014,352690.17,12727.58,0.0,365417.75,NPR
2026-01-12,ACC0000000015,250788.98,0.0,49927.48,200861.5,NPR
2026-01-12,ACC0000000016,363956.19,0.0,18378.9,345577.29,NPR
2026-01-12,ACC0000000017,124998.94,0.0,8537.2,116461.74,NPR
2026-01-12,ACC0000000018,270166.14,0.0,30384.83,239781.31,NPR
2026-01-12,ACC0000000019,211315.76,20564.73,138810.52,93069.97,NPR
2026-01-12,ACC0000000020,41099.68,26508.05,122779.36,-55171.63,NPR
2026-01-12,ACC0000000021,240882.38,0.0,88312.05,152570.33,NPR
2026-01-12,ACC0000000022,358212.47,0.0,79047.14,279165.33,NPR
2026-01-12,ACC0000000023,150569.81,0.0,28388.75,122181.06,NPR
2026-01-12,ACC0000000024,417040.28,0.0,17115.99,399924.29,NPR
2026-01-12,ACC0000000025,263171.88,0.0,125326.13,137845.75,NPR
2026-01-12,ACC0000000026,473702.9,33655.27,40708.55,466649.62,NPR
2026-01-12,ACC0000000027,52041.06,51937.74,46681.0,57297.8,NPR
2026-01-12,ACC0000000028,372483.45,35814.32,60091.55,348206.22,NPR
2026-01-12,ACC0000000029,247878.69,0.0,41510.79,206367.9,NPR
2026-01-12,ACC0000000030,221674.65,48507.9,19266.88,250915.67,NPR
2026-01-12,ACC0000000031,312554.69,0.0,90488.33,222066.36,NPR
2026-01-12,ACC0000000032,331860.39,49441.8,42621.15,338681.04,NPR
2026-01-12,ACC0000000033,284680.08,0.0,76400.48,208279.6,NPR
2026-01-12,ACC0000000034,342505.64,30444.2,77099.43,295850.41,NPR
2026-01-12,ACC0000000035,228670.09,14518.28,118636.42,124551.95,NPR
2026-01-12,ACC0000000036,26275.54,42781.0,10365.99,58690.55,NPR
2026-01-12,ACC0000000037,209868.28,56540.12,35766.72,230641.68,NPR
2026-01-12,ACC0000000038,336969.86,0.0,77365.82,259604.04,NPR
2026-01-12,ACC0000000039,188950.41,0.0,0.0,188950.41,NPR
2026-01-12,ACC0000000040,250288.91,1878.98,8722.2,243445.69,NPR
2026-01-12,ACC0000000041,298899.16,0.0,120424.09,178475.07,NPR
2026-01-12,ACC0000000042,262310.57,47327.14,90778.04,218859.67,NPR
2026-01-12,ACC0000000043,79172.58,19254.51,25989.82,72437.27,NPR
2026-01-12,ACC0000000044,101053.61,0.0,52197.12,48856.49,NPR
2026-01-12,ACC0000000045,28024.23,0.0,95781.01,-67756.78,NPR
2026-01-12,ACC0000000046,302603.74,0.0,0.0,302603.74,NPR
2026-01-12,ACC0000000047,404974.52,0.0,32206.37,372768.15,NPR
2026-01-12,ACC0000000048,251525.43,0.0,75617.94,175907.49,NPR
2026-01-12,ACC0000000049,245974.15,0.0,0.0,245974.15,NPR
2026-01-12,ACC0000000050,65372.81,36546.81,48416.78,53502.84,NPR
2026-01-12,ACC0000000051,470792.92,52796.77,77594.7,445994.99,NPR
2026-01-12,ACC0000000052,228927.33,0.0,64488.15,164439.18,NPR
2026-01-12,ACC0000000053,26111.29,17011.15,50806.53,-7684.09,NPR
2026-01-12,ACC0000000054,64860.46,0.0,0.0,64860.46,NPR
2026-01-12,ACC0000000055,212356.54,48569.37,0.0,260925.91,NPR
2026-01-12,ACC0000000056,55030.72,0.0,0.0,55030.72,NPR
2026-01-12,ACC0000000057,325737.55,47917.63,69169.6,304485.58,NPR
2026-01-12,ACC0000000058,161861.32,0.0,12657.59,149203.73,NPR
2026-01-12,ACC0000000059,127684.03,19265.56,90549.09,56400.5,NPR
2026-01-12,ACC0000000060,464084.69,0.0,48089.44,415995.25,NPR
2026-01-12,ACC0000000061,296524.6,0.0,0.0,296524.6,NPR
2026-01-12,ACC0000000062,337422.19,13310.97,34578.06,316155.1,NPR
2026-01-12,ACC0000000063,493149.26,0.0,42332.62,450816.64,NPR
2026-01-12,ACC0000000064,493431.72,0.0,54962.49,438469.23,NPR
2026-01-12,ACC0000000065,8915.4,9604.57,58486.71,-39966.74,NPR
2026-01-12,ACC0000000066,477818.9,0.0,67042.2,410776.7,NPR
2026-01-12,ACC0000000067,471450.58,47944.15,0.0,519394.73,NPR
2026-01-12,ACC0000000068,229335.01,11135.75,197341.66,43129.1,NPR
2026-01-12,ACC0000000069,411926.77,0.0,78485.7,333441.07,NPR
2026-01-12,ACC0000000070,28083.63,0.0,42859.23,-14775.6,NPR
2026-01-12,ACC0000000071,148121.23,0.0,0.0,148121.23,NPR
2026-01-12,ACC0000000072,451313.5,22760.91,61460.46,412613.95,NPR
2026-01-12,ACC0000000073,464427.13,0.0,47505.48,416921.65,NPR
2026-01-12,ACC0000000074,86731.16,0.0,64057.24,22673.92,NPR
2026-01-12,ACC0000000075,217409.42,10616.11,51172.69,176852.84,NPR
2026-01-12,ACC0000000076,139273.21,0.0,105375.27,33897.94,NPR
2026-01-12,ACC0000000077,228036.74,20664.55,53577.21,195124.08,NPR
2026-01-12,ACC0000000078,80382.65,0.0,56823.49,23559.16,NPR
2026-01-12,ACC0000000079,401157.73,0.0,40040.69,361117.04,NPR
2026-01-12,ACC0000000080,458441.97,60889.99,47277.14,472054.82,NPR
2026-01-12,ACC0000000081,121679.64,0.0,65113.89,56565.75,NPR
2026-01-12,ACC0000000082,264823.83,0.0,0.0,264823.83,NPR
2026-01-12,ACC0000000083,52914.29,0.0,48564.78,4349.51,NPR
2026-01-12,ACC0000000084,386123.72,8143.42,49652.46,344614.68,NPR
2026-01-12,ACC0000000085,402643.81,29015.02,64192.4,367466.43,NPR
2026-01-12,ACC0000000086,322908.04,0.0,0.0,322908.04,NPR
2026-01-12,ACC0000000087,445878.36,0.0,14491.13,431387.23,NPR
2026-01-12,ACC0000000088,462176.55,0.0,53986.06,408190.49,NPR
2026-01-12,ACC0000000089,384758.32,0.0,0.0,384758.32,NPR
2026-01-12,ACC0000000090,243031.45,33700.8,24463.81,252268.44,NPR
2026-01-12,ACC0000000091,212726.03,5130.21,99086.86,118769.38,NPR
2026-01-12,ACC0000000092,353374.78,28428.42,110875.19,270928.01,NPR
2026-01-12,ACC0000000093,131589.35,38392.85,116791.66,53190.54,NPR
2026-01-12,ACC0000000094,476454.51,0.0,15239.0,461215.51,NPR
2026-01-12,ACC0000000095,189242.89,0.0,160214.8,29028.09,NPR
2026-01-12,ACC0000000096,420645.62,0.0,7920.32,412725.3,NPR
2026-01-12,ACC0000000097,429125.69,59369.96,0.0,488495.65,NPR
2026-01-12,ACC0000000098,161658.66,0.0,109772.04,51886.62,NPR
2026-01-12,ACC0000000099,218755.64,0.0,11275.83,207479.81,NPR
2026-01-12,ACC0000000100,490814.02,0.0,6913.98,483900.04,NPR
2026-01-12,ACC0000000101,457159.12,0.0,91876.06,365283.06,NPR
2026-01-12,ACC0000000102,481878.46,16256.39,113920.03,384214.82,NPR
2026-01-12,ACC0000000103,434035.31,20794.48,46305.56,408524.23,NPR
2026-01-12,ACC0000000104,292963.5,0.0,11321.87,281641.63,NPR
2026-01-12,ACC0000000105,114153.59,0.0,111346.57,2807.02,NPR
2026-01-12,ACC0000000106,107650.43,0.0,60181.66,47468.77,NPR
2026-01-12,ACC0000000107,34923.97,0.0,0.0,34923.97,NPR
2026-01-12,ACC0000000108,107282.56,0.0,21090.41,86192.15,NPR
2026-01-12,ACC0000000109,122155.42,0.0,0.0,122155.42,NPR
2026-01-12,ACC0000000110,359746.64,0.0,3719.63,356027.01,NPR
2026-01-12,ACC0000000111,33695.89,0.0,44017.41,-10321.52,NPR
2026-01-12,ACC0000000112,458815.67,0.0,42349.72,416465.95,NPR
2026-01-12,ACC0000000113,450021.45,0.0,57519.65,392501.8,NPR
2026-01-12,ACC0000000114,184416.02,0.0,46149.84,138266.18,NPR
2026-01-12,ACC0000000115,238116.91,0.0,7547.77,230569.14,NPR
2026-01-12,ACC0000000116,182219.37,28902.87,35949.07,175173.17,NPR
2026-01-12,ACC0000000117,355207.5,0.0,26014.17,329193.33,NPR
2026-01-12,ACC0000000118,336182.42,0.0,40367.96,295814.46,NPR
2026-01-12,ACC0000000119,114901.44,29208.81,13664.53,130445.72,NPR
2026-01-12,ACC0000000120,150427.23,31260.48,100684.07,81003.64,NPR
2026-01-12,ACC0000000121,392032.77,79651.1,15059.33,456624.54,NPR
2026-01-12,ACC0000000122,276200.85,0.0,42288.93,233911.92,NPR
2026-01-12,ACC0000000123,66478.34,0.0,68841.47,-2363.13,NPR
2026-01-12,ACC0000000124,420251.24,65349.68,88429.57,397171.35,NPR
2026-01-12,ACC0000000125,360465.16,47468.7,35072.91,372860.95,NPR
2026-01-12,ACC0000000126,339208.91,0.0,91509.07,247699.84,NPR
2026-01-12,ACC0000000127,443334.43,0.0,0.0,443334.43,NPR
2026-01-12,ACC0000000128,148380.5,0.0,89283.01,59097.49,NPR
2026-01-12,ACC0000000129,254755.18,63030.74,60964.1,256821.82,NPR
2026-01-12,ACC0000000130,417924.76,6716.95,70342.76,354298.95,NPR
2026-01-12,ACC0000000131,12363.1,0.0,0.0,12363.1,NPR
2026-01-12,ACC0000000132,86809.94,0.0,79766.61,7043.33,NPR
2026-01-12,ACC0000000133,329351.13,54552.77,98128.93,285774.97,NPR
2026-01-12,ACC0000000134,446884.63,0.0,0.0,446884.63,NPR
2026-01-12,ACC0000000135,182218.17,50599.68,42212.4,190605.45,NPR
2026-01-12,ACC0000000136,98236.42,27742.26,22399.85,103578.83,NPR
2026-01-12,ACC0000000137,363631.5,0.0,134431.12,229200.38,NPR
2026-01-12,ACC0000000138,315834.43,41815.12,38967.64,318681.91,NPR
2026-01-12,ACC0000000139,485154.34,0.0,0.0,485154.34,NPR
2026-01-12,ACC0000000140,462069.27,6631.47,101213.14,367487.6,NPR
2026-01-12,ACC0000000141,272582.71,0.0,106141.82,166440.89,NPR
2026-01-12,ACC0000000142,250769.94,32975.0,60583.53,223161.41,NPR
2026-01-12,ACC0000000143,354659.49,0.0,42975.11,311684.38,NPR
2026-01-12,ACC0000000144,120111.01,27887.3,47814.97,100183.34,NPR
2026-01-12,ACC0000000145,104585.79,33250.32,66121.03,71715.08,NPR
2026-01-12,ACC0000000146,239070.53,13542.64,37674.52,214938.65,NPR
2026-01-12,ACC0000000147,468306.29,0.0,0.0,468306.29,NPR
2026-01-12,ACC0000000148,489227.29,0.0,86847.71,402379.58,NPR
