balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-30,ACC0000000001,407302.81,33777.8,2995.08,438085.53,NPR
2026-01-30,ACC0000000002,158012.57,0.0,2606.63,155405.94,NPR
2026-01-30,ACC0000000003,291852.06,538.03,49604.1,242785.99,NPR
2026-01-30,ACC0000000004,108404.05,39851.3,40420.89,107834.46,NPR
2026-01-30,ACC0000000005,228479.59,26626.27,42096.35,213009.51,NPR
2026-01-30,ACC0000000006,138681.65,0.0,43819.77,94861.88,NPR
2026-01-30,ACC0000000007,367905.89,23840.78,141882.07,249864.6,NPR
2026-01-30,ACC0000000008,147101.94,0.0,3335.68,143766.26,NPR
2026-01-30,ACC0000000009,244692.76,0.0,0.0,244692.76,NPR
2026-01-30,ACC0000000010,457674.86,0.0,0.0,457674.86,NPR
2026-01-30,ACC0000000011,392732.85,0.0,0.0,392732.85,NPR
2026-01-30,ACC0000000012,349065.62,0.0,9807.23,339258.39,NPR
2026-01-30,ACC0000000013,170981.6,0.0,119688.5,51293.1,NPR
2026-01-30,ACC0000000014,477705.51,0.0,75815.0,401890.51,NPR
2026-01-30,ACC0000000015,297596.55,0.0,35160.52,262436.03,NPR
2026-01-30,ACC0000000016,418260.02,46454.67,132801.96,331912.73,NPR
2026-01-30,ACC0000000017,265376.76,17664.39,66494.71,216546.44,NPR
2026-01-30,ACC0000000018,88502.08,0.0,38475.2,50026.88,NPR
2026-01-30,ACC0000000019,120970.92,0.0,32437.72,88533.2,NPR
2026-01-30,ACC0000000020,159657.43,7275.62,93728.97,73204.08,NPR
2026-01-30,ACC0000000021,37149.59,3176.6,54925.4,-14599.21,NPR
2026-01-30,ACC0000000022,371518.25,0.0,68043.67,303474.58,NPR
2026-01-30,ACC0000000023,119357.37,0.0,37409.02,81948.35,NPR
2026-01-30,ACC0000000024,351726.36,0.0,0.0,351726.36,NPR
2026-01-30,ACC0000000025,323568.71,7839.72,1082.52,330325.91,NPR
2026-01-30,ACC0000000026,360680.6,11399.36,129103.6,242976.36,NPR
2026-01-30,ACC0000000027,98215.62,0.0,4265.23,93950.39,NPR
2026-01-30,ACC0000000028,47721.11,0.0,26990.7,20730.41,NPR
2026-01-30,ACC0000000029,260866.9,0.0,86237.74,174629.16,NPR
2026-01-30,ACC0000000030,409670.74,0.0,52160.72,357510.02,NPR
2026-01-30,ACC0000000031,489800.17,0.0,48259.24,441540.93,NPR
