balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-11,ACC0000000001,279257.97,0.0,5097.01,274160.96,NPR
2026-01-11,ACC0000000002,32885.74,0.0,0.0,32885.74,NPR
2026-01-11,ACC0000000003,498555.34,0.0,67174.13,431381.21,NPR
2026-01-11,ACC0000000004,332758.9,0.0,43956.13,288802.77,NPR
2026-01-11,ACC0000000005,372034.95,0.0,53504.4,318530.55,NPR
2026-01-11,ACC0000000006,71181.46,42717.46,3052.96,110845.96,NPR
2026-01-11,ACC0000000007,249260.61,60107.78,0.0,309368.39,NPR
2026-01-11,ACC0000000008,102749.54,0.0,123505.84,-20756.3,NPR
2026-01-11,ACC0000000009,437882.72,0.0,0.0,437882.72,NPR
2026-01-11,ACC0000000010,26504.35,0.0,0.0,26504.35,NPR
2026-01-11,ACC0000000011,15808.0,0.0,0.0,15808.0,NPR
2026-01-11,ACC0000000012,426659.36,0.0,37173.94,389485.42,NPR
2026-01-11,ACC0000000013,98681.54,0.0,65286.32,33395.22,NPR
2026-01-11,ACC0000000014,300547.38,39012.25,34857.28,304702.35,NPR
2026-01-11,ACC0000000015,28573.31,36067.34,12559.59,52081.06,NPR
2026-01-11,ACC0000000016,270422.02,0.0,4313.73,266108.29,NPR
2026-01-11,ACC0000000017,309206.94,91567.56,88987.93,311786.57,NPR
2026-01-11,ACC0000000018,343647.86,0.0,36855.93,306791.93,NPR
2026-01-11,ACC0000000019,9479.47,0.0,33379.97,-23900.5,NPR
2026-01-11,ACC0000000020,299301.55,54359.13,7355.12,346305.56,NPR
2026-01-11,ACC0000000021,150940.22,0.0,14483.94,136456.28,NPR
2026-01-11,ACC0000000022,476599.49,0.0,56712.58,419886.91,NPR
2026-01-11,ACC0000000023,68598.58,0.0,114588.29,-45989.71,NPR
2026-01-11,ACC0000000024,279855.27,41551.8,75209.26,246197.81,NPR
2026-01-11,ACC0000000025,417560.65,35736.68,77399.57,375897.76,NPR
2026-01-11,ACC0000000026,269924.89,65196.63,5828.21,329293.31,NPR
2026-01-11,ACC0000000027,160688.29,2921.25,97857.1,65752.44,NPR
2026-01-11,ACC0000000028,255823.27,0.0,68639.7,187183.57,NPR
2026-01-11,ACC0000000029,199216.68,0.0,99720.04,99496.64,NPR
2026-01-11,ACC0000000030,497863.78,15826.67,58571.56,455118.89,NPR
2026-01-11,ACC0000000031,183767.02,0.0,67842.67,115924.35,NPR
2026-01-11,ACC0000000032,78670.93,10679.97,63767.73,25583.17,NPR
2026-01-11,ACC0000000033,304773.0,0.0,0.0,304773.0,NPR
2026-01-11,ACC0000000034,17203.47,4043.96,0.0,21247.43,NPR
2026-01-11,ACC0000000035,387409.4,0.0,0.0,387409.4,NPR
2026-01-11,ACC0000000036,208721.17,43399.95,57166.4,194954.72,NPR
2026-01-11,ACC0000000037,350124.7,0.0,124270.68,225854.02,NPR
2026-01-11,ACC0000000038,173951.63,15852.5,41640.81,148163.32,NPR
2026-01-11,ACC0000000039,403383.13,3303.29,41013.98,365672.44,NPR
2026-01-11,ACC0000000040,105067.31,0.0,64477.69,40589.62,NPR
2026-01-11,ACC0000000041,166220.31,32705.52,89535.06,109390.77,NPR
2026-01-11,ACC0000000042,380524.07,18868.53,96562.98,302829.62,NPR
2026-01-11,ACC0000000043,435063.4,13089.97,41693.87,406459.5,NPR
2026-01-11,ACC0000000044,39354.61,32935.29,4332.32,67957.58,NPR
2026-01-11,ACC0000000045,347569.63,0.0,76976.38,270593.25,NPR
2026-01-11,ACC0000000046,468517.06,0.0,0.0,468517.06,NPR
2026-01-11,ACC0000000047,57755.82,0.0,95611.68,-37855.86,NPR
2026-01-11,ACC0000000048,298921.58,0.0,93567.26,205354.32,NPR
2026-01-11,ACC0000000049,484040.16,0.0,0.0,484040.16,NPR
2026-01-11,ACC0000000050,195595.16,3858.98,16205.18,183248.96,NPR
2026-01-11,ACC0000000051,341767.3,0.0,91040.09,250727.21,NPR
2026-01-11,ACC0000000052,33228.0,0.0,81454.72,-48226.72,NPR
2026-01-11,ACC0000000053,121853.91,10063.3,98306.81,33610.4,NPR
2026-01-11,ACC0000000054,166210.58,0.0,0.0,166210.58,NPR
