balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-25,ACC0000000001,450523.66,7995.23,27937.78,430581.11,NPR
2026-01-25,ACC0000000002,317428.2,0.0,0.0,317428.2,NPR
2026-01-25,ACC0000000003,412435.78,0.0,22529.6,389906.18,NPR
2026-01-25,ACC0000000004,86525.45,4138.22,38481.77,52181.9,NPR
2026-01-25,ACC0000000005,349379.79,6333.63,54762.12,300951.3,NPR
2026-01-25,ACC0000000006,202462.98,0.0,68599.81,133863.17,NPR
2026-01-25,ACC0000000007,396540.43,0.0,77532.86,319007.57,NPR
2026-01-25,ACC0000000008,317217.79,0.0,182955.76,134262.03,NPR
2026-01-25,ACC0000000009,356538.55,0.0,0.0,356538.55,NPR
2026-01-25,ACC0000000010,488316.14,0.0,0.0,488316.14,NPR
2026-01-25,ACC0000000011,444714.52,0.0,0.0,444714.52,NPR
2026-01-25,ACC0000000012,128056.37,0.0,34864.55,93191.82,NPR
2026-01-25,ACC0000000013,201031.44,0.0,113282.72,87748.72,NPR
2026-01-25,ACC0000000014,139282.78,0.0,37724.18,101558.6,NPR
2026-01-25,ACC0000000015,227860.28,0.0,118294.53,109565.75,NPR
2026-01-25,ACC0000000016,439528.32,0.0,15327.96,424200.36,NPR
2026-01-25,ACC0000000017,290403.57,0.0,53174.23,237229.34,NPR
2026-01-25,ACC0000000018,281861.24,0.0,44152.48,237708.76,NPR
2026-01-25,ACC0000000019,11395.04,45380.55,78050.68,-21275.09,NPR
2026-01-25,ACC0000000020,364452.84,0.0,82283.94,282168.9,NPR
2026-01-25,ACC0000000021,498235.86,0.0,1049.05,497186.81,NPR
2026-01-25,ACC0000000022,333547.3,50114.01,39105.02,344556.29,NPR
2026-01-25,ACC0000000023,189895.83,11243.73,93778.22,107361.34,NPR
2026-01-25,ACC0000000024,335140.4,246.38,25217.7,310169.08,NPR
2026-01-25,ACC0000000025,431958.36,0.0,128050.59,303907.77,NPR
2026-01-25,ACC0000000026,383958.34,0.0,0.0,383958.34,NPR
2026-01-25,ACC0000000027,248347.92,32895.62,22268.19,258975.35,NPR
2026-01-25,ACC0000000028,3154.27,0.0,86002.67,-82848.4,NPR
2026-01-25,ACC0000000029,403673.82,0.0,0.0,403673.82,NPR
2026-01-25,ACC0000000030,356305.04,27134.95,128635.63,254804.36,NPR
2026-01-25,ACC0000000031,298595.05,0.0,2075.7,296519.35,NPR
2026-01-25,ACC0000000032,71837.73,0.0,16369.59,55468.14,NPR
2026-01-25,ACC0000000033,317344.92,19739.5,33840.44,303243.98,NPR
2026-01-25,ACC0000000034,315048.92,0.0,35391.74,279657.18,NPR
2026-01-25,ACC0000000035,485215.1,23467.8,94900.55,413782.35,NPR
2026-01-25,ACC0000000036,270755.4,0.0,180984.36,89771.04,NPR
2026-01-25,ACC0000000037,407184.23,0.0,0.0,407184.23,NPR
2026-01-25,ACC0000000038,40410.61,0.0,37921.82,2488.79,NPR
2026-01-25,ACC0000000039,100100.6,0.0,77855.75,22244.85,NPR
2026-01-25,ACC0000000040,347991.16,11369.79,31507.22,327853.73,NPR
2026-01-25,ACC0000000041,31480.52,0.0,34030.89,-2550.37,NPR
2026-01-25,ACC0000000042,348345.52,0.0,189338.85,159006.67,NPR
2026-01-25,ACC0000000043,421504.42,0.0,34731.93,386772.49,NPR
2026-01-25,ACC0000000044,89871.07,0.0,33818.73,56052.34,NPR
2026-01-25,ACC0000000045,184825.11,9514.41,90928.19,103411.33,NPR
2026-01-25,ACC0000000046,336343.81,0.0,0.0,336343.81,NPR
2026-01-25,ACC0000000047,337286.89,0.0,31127.74,306159.15,NPR
2026-01-25,ACC0000000048,380801.65,0.0,5887.77,374913.88,NPR
2026-01-25,ACC0000000049,347915.59,0.0,0.0,347915.59,NPR
2026-01-25,ACC0000000050,216352.1,0.0,50532.76,165819.34,NPR
2026-01-25,ACC0000000051,156435.5,0.0,33696.41,122739.09,NPR
2026-01-25,ACC0000000052,81440.1,0.0,113057.16,-31617.06,NPR
2026-01-25,ACC0000000053,106606.16,0.0,36127.55,70478.61,NPR
2026-01-25,ACC0000000054,40889.95,0.0,0.0,40889.95,NPR
2026-01-25,ACC0000000055,91129.94,0.0,41946.14,49183.8,NPR
2026-01-25,ACC0000000056,197157.31,0.0,0.0,197157.31,NPR
2026-01-25,ACC0000000057,272115.68,35417.63,93858.42,213674.89,NPR
2026-01-25,ACC0000000058,118924.91,0.0,36906.22,82018.69,NPR
2026-01-25,ACC0000000059,468233.59,0.0,0.0,468233.59,NPR
2026-01-25,ACC0000000060,467497.48,27865.6,34216.62,461146.46,NPR
2026-01-25,ACC0000000061,111610.73,0.0,86882.52,24728.21,NPR
2026-01-25,ACC0000000062,179256.91,0.0,133989.62,45267.29,NPR
