balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-23,ACC0000000001,352246.1,0.0,5585.59,346660.51,NPR
2026-01-23,ACC0000000002,441879.97,39529.02,39826.93,441582.06,NPR
2026-01-23,ACC0000000003,256391.28,0.0,62484.23,193907.05,NPR
2026-01-23,ACC0000000004,72275.31,11661.96,95115.18,-11177.91,NPR
2026-01-23,ACC0000000005,389974.33,15821.25,105175.1,300620.48,NPR
2026-01-23,ACC0000000006,246945.1,30406.76,34493.76,242858.1,NPR
2026-01-23,ACC0000000007,451671.56,0.0,0.0,451671.56,NPR
2026-01-23,ACC0000000008,250020.15,27566.7,39106.26,238480.59,NPR
2026-01-23,ACC0000000009,470762.26,0.0,0.0,470762.26,NPR
2026-01-23,ACC0000000010,163019.19,0.0,0.0,163019.19,NPR
2026-01-23,ACC0000000011,373868.58,0.0,0.0,373868.58,NPR
2026-01-23,ACC0000000012,33077.21,4283.74,92189.65,-54828.7,NPR
2026-01-23,ACC0000000013,158901.02,0.0,110106.91,48794.11,NPR
2026-01-23,ACC0000000014,140221.74,0.0,0.0,140221.74,NPR
2026-01-23,ACC0000000015,272189.78,33142.15,11603.85,293728.08,NPR
2026-01-23,ACC0000000016,39155.43,43788.62,100857.41,-17913.36,NPR
2026-01-23,ACC0000000017,22504.33,88984.73,0.0,111489.06,NPR
2026-01-23,ACC0000000018,152666.44,0.0,35401.68,117264.76,NPR
2026-01-23,ACC0000000019,20186.13,0.0,36614.07,-16427.94,NPR
2026-01-23,ACC0000000020,191397.12,36347.82,39456.64,188288.3,NPR
2026-01-23,ACC0000000021,381836.7,0.0,7406.45,374430.25,NPR
2026-01-23,ACC0000000022,347665.4,14911.25,41141.77,321434.88,NPR
2026-01-23,ACC0000000023,109840.1,0.0,0.0,109840.1,NPR
2026-01-23,ACC0000000024,375076.41,16610.02,64540.68,327145.75,NPR
2026-01-23,ACC0000000025,272324.63,0.0,0.0,272324.63,NPR
2026-01-23,ACC0000000026,43162.97,0.0,0.0,43162.97,NPR
2026-01-23,ACC0000000027,222290.49,0.0,44841.07,177449.42,NPR
2026-01-23,ACC0000000028,230834.91,18417.3,0.0,249252.21,NPR
2026-01-23,ACC0000000029,312152.49,0.0,0.0,312152.49,NPR
2026-01-23,ACC0000000030,320017.93,0.0,134067.77,185950.16,NPR
2026-01-23,ACC0000000031,261201.37,0.0,75727.88,185473.49,NPR
2026-01-23,ACC0000000032,328666.54,50781.57,94799.16,284648.95,NPR
2026-01-23,ACC0000000033,378691.22,0.0,104369.01,274322.21,NPR
2026-01-23,ACC0000000034,363007.34,0.0,0.0,363007.34,NPR
2026-01-23,ACC0000000035,113438.88,0.0,75965.75,37473.13,NPR
2026-01-23,ACC0000000036,179044.28,41523.47,3290.9,217276.85,NPR
2026-01-23,ACC0000000037,357305.96,0.0,120623.73,236682.23,NPR
2026-01-23,ACC0000000038,107085.36,38859.21,80528.89,65415.68,NPR
2026-01-23,ACC0000000039,377380.67,0.0,124885.7,252494.97,NPR
2026-01-23,ACC0000000040,183970.5,19156.84,45910.21,157217.13,NPR
2026-01-23,ACC0000000041,400254.76,0.0,110777.96,289476.8,NPR
2026-01-23,ACC0000000042,234496.82,34.57,64562.75,169968.64,NPR
2026-01-23,ACC0000000043,359086.45,0.0,1708.6,357377.85,NPR
2026-01-23,ACC0000000044,279146.76,0.0,0.0,279146.76,NPR
2026-01-23,ACC0000000045,102905.56,633.07,80264.72,23273.91,NPR
2026-01-23,ACC0000000046,367980.07,0.0,0.0,367980.07,NPR
2026-01-23,ACC0000000047,77174.13,0.0,83759.89,-6585.76,NPR
2026-01-23,ACC0000000048,109782.07,11783.98,43538.8,78027.25,NPR
2026-01-23,ACC0000000049,207457.95,0.0,0.0,207457.95,NPR
2026-01-23,ACC0000000050,135801.74,3637.41,75968.61,63470.54,NPR
2026-01-23,ACC0000000051,284719.28,30708.6,66681.11,248746.77,NPR
2026-01-23,ACC0000000052,447344.72,0.0,90769.86,356574.86,NPR
2026-01-23,ACC0000000053,316077.87,0.0,0.0,316077.87,NPR
2026-01-23,ACC0000000054,398453.94,0.0,0.0,398453.94,NPR
2026-01-23,ACC0000000055,208317.09,0.0,0.0,208317.09,NPR
2026-01-23,ACC0000000056,435909.88,0.0,0.0,435909.88,NPR
