balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-13,ACC0000000001,174249.3,49554.46,101202.7,122601.06,NPR
2026-01-13,ACC0000000002,455952.02,2893.52,107934.5,350911.04,NPR
2026-01-13,ACC0000000003,307035.97,22042.34,39561.39,289516.92,NPR
2026-01-13,ACC0000000004,301901.93,0.0,64940.25,236961.68,NPR
2026-01-13,ACC0000000005,390812.74,29321.65,0.0,420134.39,NPR
2026-01-13,ACC0000000006,206161.19,0.0,11188.98,194972.21,NPR
2026-01-13,ACC0000000007,313785.74,0.0,15494.68,298291.06,NPR
2026-01-13,ACC0000000008,88397.95,0.0,118790.76,-30392.81,NPR
2026-01-13,ACC0000000009,231819.66,0.0,0.0,231819.66,NPR
2026-01-13,ACC0000000010,87285.27,0.0,0.0,87285.27,NPR
2026-01-13,ACC0000000011,155027.69,0.0,0.0,155027.69,NPR
2026-01-13,ACC0000000012,200008.31,0.0,40738.9,159269.41,NPR
2026-01-13,ACC0000000013,267830.87,0.0,56066.84,211764.03,NPR
2026-01-13,ACC0000000014,298426.58,0.0,0.0,298426.58,NPR
2026-01-13,ACC0000000015,105079.73,0.0,141639.01,-36559.28,NPR
2026-01-13,ACC0000000016,234796.97,34288.52,20657.62,248427.87,NPR
2026-01-13,ACC0000000017,225274.42,0.0,44370.49,180903.93,NPR
2026-01-13,ACC0000000018,356186.0,0.0,143320.03,212865.97,NPR
2026-01-13,ACC0000000019,116757.51,0.0,70055.02,46702.49,NPR
2026-01-13,ACC0000000020,233915.09,25310.14,64387.34,194837.89,NPR
2026-01-13,ACC0000000021,407890.39,0.0,91906.88,315983.51,NPR
2026-01-13,ACC0000000022,118423.98,0.0,40992.65,77431.33,NPR
2026-01-13,ACC0000000023,277699.3,0.0,16304.58,261394.72,NPR
2026-01-13,ACC0000000024,361800.34,0.0,0.0,361800.34,NPR
2026-01-13,ACC0000000025,300628.73,0.0,28231.57,272397.16,NPR
2026-01-13,ACC0000000026,23763.76,0.0,61862.28,-38098.52,NPR
2026-01-13,ACC0000000027,79725.94,0.0,81156.33,-1430.39,NPR
2026-01-13,ACC0000000028,394242.99,0.0,13133.32,381109.67,NPR
2026-01-13,ACC0000000029,278389.12,0.0,34239.56,244149.56,NPR
2026-01-13,ACC0000000030,44820.8,0.0,10533.91,34286.89,NPR
2026-01-13,ACC0000000031,250610.31,9206.87,126771.6,133045.58,NPR
2026-01-13,ACC0000000032,319521.94,0.0,0.0,319521.94,NPR
2026-01-13,ACC0000000033,226673.34,0.0,25366.26,201307.08,NPR
2026-01-13,ACC0000000034,135940.06,20927.61,108179.42,48688.25,NPR
2026-01-13,ACC0000000035,62071.74,0.0,36628.08,25443.66,NPR
2026-01-13,ACC0000000036,334942.95,29986.6,189287.04,175642.51,NPR
2026-01-13,ACC0000000037,262813.41,0.0,38324.12,224489.29,NPR
2026-01-13,ACC0000000038,152591.52,0.0,57916.92,94674.6,NPR
2026-01-13,ACC0000000039,54332.14,0.0,18774.56,35557.58,NPR
2026-01-13,ACC0000000040,232856.24,0.0,3499.63,229356.61,NPR
2026-01-13,ACC0000000041,265891.53,0.0,48355.27,217536.26,NPR
2026-01-13,ACC0000000042,320790.42,0.0,10030.69,310759.73,NPR
2026-01-13,ACC0000000043,61887.31,0.0,17466.5,44420.81,NPR
2026-01-13,ACC0000000044,277217.78,0.0,12292.41,264925.37,NPR
2026-01-13,ACC0000000045,106935.99,20559.42,40832.74,86662.67,NPR
2026-01-13,ACC0000000046,451714.96,0.0,0.0,451714.96,NPR
2026-01-13,ACC0000000047,10829.61,0.0,37842.21,-27012.6,NPR
2026-01-13,ACC0000000048,422120.54,0.0,13518.02,408602.52,NPR
2026-01-13,ACC0000000049,250675.48,0.0,0.0,250675.48,NPR
2026-01-13,ACC0000000050,291790.97,0.0,53874.47,237916.5,NPR
2026-01-13,ACC0000000051,28603.0,64150.06,85758.4,6994.66,NPR
2026-01-13,ACC0000000052,487277.72,5469.54,58678.04,434069.22,NPR
2026-01-13,ACC0000000053,451215.58,0.0,99880.79,351334.79,NPR
2026-01-13,ACC0000000054,496705.36,0.0,0.0,496705.36,NPR
2026-01-13,ACC0000000055,184223.11,38496.13,53375.16,169344.08,NPR
