balance_date,account_id,opening_balance,credit_total,debit_total,closing_balance,currency
2026-01-19,ACC0000000001,229308.23,0.0,15822.17,213486.06,NPR
2026-01-19,ACC0000000002,58381.22,37910.19,5098.62,91192.79,NPR
2026-01-19,ACC0000000003,386172.16,2741.46,79976.88,308936.74,NPR
2026-01-19,ACC0000000004,379061.94,0.0,124645.89,254416.05,NPR
2026-01-19,ACC0000000005,160185.28,35144.24,66485.85,128843.67,NPR
2026-01-19,ACC0000000006,300563.39,17650.1,2950.52,315262.97,NPR
2026-01-19,ACC0000000007,282350.58,0.0,42394.78,239955.8,NPR
2026-01-19,ACC0000000008,462583.38,0.0,47386.12,415197.26,NPR
2026-01-19,ACC0000000009,69936.64,0.0,0.0,69936.64,NPR
2026-01-19,ACC0000000010,89667.6,0.0,0.0,89667.6,NPR
2026-01-19,ACC0000000011,114086.26,0.0,0.0,114086.26,NPR
2026-01-19,ACC0000000012,40163.73,0.0,47606.43,-7442.7,NPR
2026-01-19,ACC0000000013,15850.77,0.0,26671.36,-10820.59,NPR
2026-01-19,ACC0000000014,39391.9,53527.03,65132.12,27786.81,NPR
2026-01-19,ACC0000000015,450040.17,0.0,43897.0,406143.17,NPR
2026-01-19,ACC0000000016,413751.92,0.0,10315.39,403436.53,NPR
2026-01-19,ACC0000000017,338897.72,0.0,129961.02,208936.7,NPR
2026-01-19,ACC0000000018,105589.85,0.0,51803.89,53785.96,NPR
2026-01-19,ACC0000000019,412742.31,0.0,35310.63,377431.68,NPR
2026-01-19,ACC0000000020,299347.44,0.0,55031.79,244315.65,NPR
2026-01-19,ACC0000000021,342324.31,42553.36,62956.54,321921.13,NPR
2026-01-19,ACC0000000022,196127.4,0.0,47834.34,148293.06,NPR
2026-01-19,ACC0000000023,74343.7,87544.61,0.0,161888.31,NPR
2026-01-19,ACC0000000024,153191.9,0.0,10631.04,142560.86,NPR
2026-01-19,ACC0000000025,362752.12,0.0,26857.97,335894.15,NPR
2026-01-19,ACC0000000026,337599.66,0.0,89312.46,248287.2,NPR
2026-01-19,ACC0000000027,471617.17,0.0,49916.54,421700.63,NPR
2026-01-19,ACC0000000028,318482.78,0.0,92528.47,225954.31,NPR
2026-01-19,ACC0000000029,252181.69,24784.63,63242.5,213723.82,NPR
2026-01-19,ACC0000000030,182145.85,0.0,71013.88,111131.97,NPR
2026-01-19,ACC0000000031,16375.85,30775.18,58312.14,-11161.11,NPR
2026-01-19,ACC0000000032,12718.87,0.0,22595.55,-9876.68,NPR
2026-01-19,ACC0000000033,393217.09,0.0,39267.33,353949.76,NPR
2026-01-19,ACC0000000034,155032.24,0.0,49694.22,105338.02,NPR
2026-01-19,ACC0000000035,185970.08,0.0,56450.55,129519.53,NPR
2026-01-19,ACC0000000036,133322.17,0.0,0.0,133322.17,NPR
2026-01-19,ACC0000000037,172376.24,0.0,144165.98,28210.26,NPR
2026-01-19,ACC0000000038,314484.94,27328.68,16015.69,325797.93,NPR
2026-01-19,ACC0000000039,84727.42,41678.66,7329.49,119076.59,NPR
2026-01-19,ACC0000000040,68598.48,0.0,134040.14,-65441.66,NPR
2026-01-19,ACC0000000041,289810.4,0.0,19824.22,269986.18,NPR
2026-01-19,ACC0000000042,239751.15,0.0,87027.84,152723.31,NPR
2026-01-19,ACC0000000043,116001.52,36307.42,75659.28,76649.66,NPR
2026-01-19,ACC0000000044,49475.17,8617.58,34322.39,23770.36,NPR
2026-01-19,ACC0000000045,124683.53,0.0,58611.89,66071.64,NPR
2026-01-19,ACC0000000046,81294.16,0.0,0.0,81294.16,NPR
2026-01-19,ACC0000000047,101907.53,12878.17,0.0,114785.7,NPR
