settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-28,INTERNET_BANKING,DEP,600,15290749.68,30500.56,NPR,SETTLE-20260128-INTERNET_BANKING-DEP
2026-01-28,CARD,DEP,646,16463897.0,32604.97,NPR,SETTLE-20260128-CARD-DEP
2026-01-28,WALLET,WDR,571,13926503.88,28535.29,NPR,SETTLE-20260128-WALLET-WDR
2026-01-28,WALLET,DEP,634,15787381.88,30780.23,NPR,SETTLE-20260128-WALLET-DEP
2026-01-28,INTERNET_BANKING,FEE,149,4054366.18,9007.6,NPR,SETTLE-20260128-INTERNET_BANKING-FEE
2026-01-28,ATM,DEP,603,15198679.11,29123.13,NPR,SETTLE-20260128-ATM-DEP
2026-01-28,BRANCH,TRF,762,18947934.11,39607.21,NPR,SETTLE-20260128-BRANCH-TRF
2026-01-28,MOBILE,TRF,821,20648283.44,45793.53,NPR,SETTLE-20260128-MOBILE-TRF
2026-01-28,BRANCH,DEP,579,14141307.1,28184.94,NPR,SETTLE-20260128-BRANCH-DEP
2026-01-28,CARD,TRF,743,19000952.86,37894.66,NPR,SETTLE-20260128-CARD-TRF
2026-01-28,BRANCH,WDR,634,16125276.71,29996.66,NPR,SETTLE-20260128-BRANCH-WDR
2026-01-28,ATM,POS,884,22325228.51,46145.34,NPR,SETTLE-20260128-ATM-POS
2026-01-28,MOBILE,POS,917,22510737.96,45877.86,NPR,SETTLE-20260128-MOBILE-POS
2026-01-28,WALLET,TRF,714,17638412.98,35069.42,NPR,SETTLE-20260128-WALLET-TRF
2026-01-28,CARD,FEE,138,3468893.95,6400.07,NPR,SETTLE-20260128-CARD-FEE
2026-01-28,WALLET,POS,896,21585454.37,42472.74,NPR,SETTLE-20260128-WALLET-POS
2026-01-28,ATM,TRF,794,19631668.67,38984.94,NPR,SETTLE-20260128-ATM-TRF
2026-01-28,INTERNET_BANKING,WDR,625,15825738.39,27859.94,NPR,SETTLE-20260128-INTERNET_BANKING-WDR
2026-01-28,MOBILE,DEP,616,15185298.77,28335.26,NPR,SETTLE-20260128-MOBILE-DEP
2026-01-28,WALLET,FEE,153,3823058.29,7265.49,NPR,SETTLE-20260128-WALLET-FEE
2026-01-28,INTERNET_BANKING,POS,869,21892693.59,43403.12,NPR,SETTLE-20260128-INTERNET_BANKING-POS
2026-01-28,ATM,WDR,584,15047752.08,30841.79,NPR,SETTLE-20260128-ATM-WDR
2026-01-28,INTERNET_BANKING,TRF,760,18865839.19,38412.09,NPR,SETTLE-20260128-INTERNET_BANKING-TRF
2026-01-28,BRANCH,POS,832,21210805.46,41938.89,NPR,SETTLE-20260128-BRANCH-POS
2026-01-28,CARD,POS,954,24697355.63,51841.04,NPR,SETTLE-20260128-CARD-POS
2026-01-28,MOBILE,WDR,587,14008055.94,30753.59,NPR,SETTLE-20260128-MOBILE-WDR
2026-01-28,CARD,WDR,597,15715681.72,32470.22,NPR,SETTLE-20260128-CARD-WDR
2026-01-28,ATM,FEE,131,3234478.35,6365.72,NPR,SETTLE-20260128-ATM-FEE
2026-01-28,BRANCH,FEE,133,3345666.61,8477.87,NPR,SETTLE-20260128-BRANCH-FEE
2026-01-28,MOBILE,FEE,134,3387425.3,6965.82,NPR,SETTLE-20260128-MOBILE-FEE
