settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-01,MOBILE,WDR,583,13969934.71,28011.5,NPR,SETTLE-20260101-MOBILE-WDR
2026-01-01,INTERNET_BANKING,TRF,749,18867462.68,37932.33,NPR,SETTLE-20260101-INTERNET_BANKING-TRF
2026-01-01,INTERNET_BANKING,WDR,597,14391852.27,26880.28,NPR,SETTLE-20260101-INTERNET_BANKING-WDR
2026-01-01,WALLET,TRF,756,18528349.61,35329.86,NPR,SETTLE-20260101-WALLET-TRF
2026-01-01,INTERNET_BANKING,POS,874,21214117.46,42054.43,NPR,SETTLE-20260101-INTERNET_BANKING-POS
2026-01-01,CARD,WDR,601,14893683.27,29502.23,NPR,SETTLE-20260101-CARD-WDR
2026-01-01,ATM,DEP,611,15458818.49,31779.06,NPR,SETTLE-20260101-ATM-DEP
2026-01-01,MOBILE,TRF,736,18195138.04,35070.87,NPR,SETTLE-20260101-MOBILE-TRF
2026-01-01,INTERNET_BANKING,DEP,587,14647703.92,28770.1,NPR,SETTLE-20260101-INTERNET_BANKING-DEP
2026-01-01,BRANCH,FEE,170,4236571.32,8982.96,NPR,SETTLE-20260101-BRANCH-FEE
2026-01-01,CARD,DEP,615,15188172.53,30212.49,NPR,SETTLE-20260101-CARD-DEP
2026-01-01,ATM,WDR,611,14816166.2,31113.93,NPR,SETTLE-20260101-ATM-WDR
2026-01-01,BRANCH,DEP,581,14855425.25,27805.07,NPR,SETTLE-20260101-BRANCH-DEP
2026-01-01,BRANCH,POS,865,21247469.33,42623.15,NPR,SETTLE-20260101-BRANCH-POS
2026-01-01,MOBILE,POS,892,22552857.28,46202.11,NPR,SETTLE-20260101-MOBILE-POS
2026-01-01,BRANCH,TRF,717,18359845.98,37181.99,NPR,SETTLE-20260101-BRANCH-TRF
2026-01-01,WALLET,WDR,602,14606888.4,29499.09,NPR,SETTLE-20260101-WALLET-WDR
2026-01-01,MOBILE,FEE,163,4118883.4,7713.69,NPR,SETTLE-20260101-MOBILE-FEE
2026-01-01,CARD,FEE,168,4379913.44,7038.93,NPR,SETTLE-20260101-CARD-FEE
2026-01-01,CARD,POS,946,23665350.87,46213.52,NPR,SETTLE-20260101-CARD-POS
2026-01-01,BRANCH,WDR,607,15815391.39,29218.2,NPR,SETTLE-20260101-BRANCH-WDR
2026-01-01,MOBILE,DEP,555,13561753.97,28925.56,NPR,SETTLE-20260101-MOBILE-DEP
2026-01-01,WALLET,DEP,615,15684919.9,33217.48,NPR,SETTLE-20260101-WALLET-DEP
2026-01-01,ATM,TRF,775,18867359.05,37331.66,NPR,SETTLE-20260101-ATM-TRF
2026-01-01,CARD,TRF,758,19261577.21,39601.31,NPR,SETTLE-20260101-CARD-TRF
2026-01-01,ATM,POS,905,22947676.46,46199.36,NPR,SETTLE-20260101-ATM-POS
2026-01-01,WALLET,POS,869,21554673.52,40446.94,NPR,SETTLE-20260101-WALLET-POS
2026-01-01,INTERNET_BANKING,FEE,146,3705734.15,7829.56,NPR,SETTLE-20260101-INTERNET_BANKING-FEE
2026-01-01,ATM,FEE,151,3839272.82,7636.3,NPR,SETTLE-20260101-ATM-FEE
2026-01-01,WALLET,FEE,144,3472711.22,7531.16,NPR,SETTLE-20260101-WALLET-FEE
