settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-24,ATM,DEP,640,15738062.05,31834.86,NPR,SETTLE-20260124-ATM-DEP
2026-01-24,MOBILE,POS,889,22352448.49,44336.29,NPR,SETTLE-20260124-MOBILE-POS
2026-01-24,MOBILE,TRF,734,17947360.23,34723.7,NPR,SETTLE-20260124-MOBILE-TRF
2026-01-24,WALLET,TRF,781,19635889.5,38086.29,NPR,SETTLE-20260124-WALLET-TRF
2026-01-24,BRANCH,TRF,728,18189684.62,37190.86,NPR,SETTLE-20260124-BRANCH-TRF
2026-01-24,ATM,WDR,647,16089735.57,31900.0,NPR,SETTLE-20260124-ATM-WDR
2026-01-24,MOBILE,FEE,160,3970785.97,7359.38,NPR,SETTLE-20260124-MOBILE-FEE
2026-01-24,CARD,WDR,629,15883286.98,32405.31,NPR,SETTLE-20260124-CARD-WDR
2026-01-24,ATM,TRF,747,19097639.57,37202.73,NPR,SETTLE-20260124-ATM-TRF
2026-01-24,ATM,POS,944,24588890.69,46984.48,NPR,SETTLE-20260124-ATM-POS
2026-01-24,INTERNET_BANKING,DEP,629,15478635.51,30675.5,NPR,SETTLE-20260124-INTERNET_BANKING-DEP
2026-01-24,INTERNET_BANKING,POS,902,22817468.43,45420.79,NPR,SETTLE-20260124-INTERNET_BANKING-POS
2026-01-24,BRANCH,WDR,568,14178411.6,28173.36,NPR,SETTLE-20260124-BRANCH-WDR
2026-01-24,CARD,DEP,635,16280653.09,35126.59,NPR,SETTLE-20260124-CARD-DEP
2026-01-24,CARD,TRF,757,19038698.86,37157.68,NPR,SETTLE-20260124-CARD-TRF
2026-01-24,BRANCH,DEP,620,16010389.98,31701.86,NPR,SETTLE-20260124-BRANCH-DEP
2026-01-24,ATM,FEE,146,3539663.02,7165.44,NPR,SETTLE-20260124-ATM-FEE
2026-01-24,CARD,POS,877,21787795.58,41976.07,NPR,SETTLE-20260124-CARD-POS
2026-01-24,WALLET,WDR,595,14870924.62,30607.24,NPR,SETTLE-20260124-WALLET-WDR
2026-01-24,WALLET,POS,916,22819773.19,45276.09,NPR,SETTLE-20260124-WALLET-POS
2026-01-24,MOBILE,WDR,602,15066171.42,31426.91,NPR,SETTLE-20260124-MOBILE-WDR
2026-01-24,INTERNET_BANKING,TRF,693,17366854.52,34277.82,NPR,SETTLE-20260124-INTERNET_BANKING-TRF
2026-01-24,MOBILE,DEP,574,13690704.1,26756.43,NPR,SETTLE-20260124-MOBILE-DEP
2026-01-24,INTERNET_BANKING,WDR,550,13624434.24,26919.01,NPR,SETTLE-20260124-INTERNET_BANKING-WDR
2026-01-24,CARD,FEE,149,3411036.15,6592.04,NPR,SETTLE-20260124-CARD-FEE
2026-01-24,WALLET,DEP,595,14413358.05,26794.3,NPR,SETTLE-20260124-WALLET-DEP
2026-01-24,BRANCH,POS,926,23285479.41,47818.42,NPR,SETTLE-20260124-BRANCH-POS
2026-01-24,WALLET,FEE,165,4047922.19,7093.81,NPR,SETTLE-20260124-WALLET-FEE
2026-01-24,INTERNET_BANKING,FEE,126,3181424.3,6360.32,NPR,SETTLE-20260124-INTERNET_BANKING-FEE
2026-01-24,BRANCH,FEE,136,3700833.71,7776.47,NPR,SETTLE-20260124-BRANCH-FEE
