settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-22,WALLET,WDR,585,14482287.24,28264.53,NPR,SETTLE-20260122-WALLET-WDR
2026-01-22,INTERNET_BANKING,POS,907,22826101.98,45027.62,NPR,SETTLE-20260122-INTERNET_BANKING-POS
2026-01-22,CARD,POS,919,22579570.53,43016.16,NPR,SETTLE-20260122-CARD-POS
2026-01-22,ATM,TRF,755,18895731.69,37941.26,NPR,SETTLE-20260122-ATM-TRF
2026-01-22,MOBILE,TRF,754,19075256.04,39022.98,NPR,SETTLE-20260122-MOBILE-TRF
2026-01-22,ATM,DEP,547,13432708.19,26214.19,NPR,SETTLE-20260122-ATM-DEP
2026-01-22,MOBILE,POS,953,23079679.15,47814.98,NPR,SETTLE-20260122-MOBILE-POS
2026-01-22,MOBILE,WDR,624,15373249.16,30460.62,NPR,SETTLE-20260122-MOBILE-WDR
2026-01-22,INTERNET_BANKING,TRF,746,18382540.97,37300.06,NPR,SETTLE-20260122-INTERNET_BANKING-TRF
2026-01-22,WALLET,FEE,135,3571226.33,6433.28,NPR,SETTLE-20260122-WALLET-FEE
2026-01-22,BRANCH,TRF,805,19737748.1,39832.05,NPR,SETTLE-20260122-BRANCH-TRF
2026-01-22,MOBILE,DEP,625,15152878.41,31126.87,NPR,SETTLE-20260122-MOBILE-DEP
2026-01-22,CARD,TRF,749,18318111.14,34978.47,NPR,SETTLE-20260122-CARD-TRF
2026-01-22,BRANCH,FEE,146,3743847.54,7529.96,NPR,SETTLE-20260122-BRANCH-FEE
2026-01-22,WALLET,POS,955,23570983.39,47250.44,NPR,SETTLE-20260122-WALLET-POS
2026-01-22,INTERNET_BANKING,FEE,143,3815401.06,7570.68,NPR,SETTLE-20260122-INTERNET_BANKING-FEE
2026-01-22,BRANCH,POS,953,23624235.18,49813.27,NPR,SETTLE-20260122-BRANCH-POS
2026-01-22,CARD,DEP,570,14571092.18,28498.65,NPR,SETTLE-20260122-CARD-DEP
2026-01-22,CARD,WDR,579,14317750.94,27425.55,NPR,SETTLE-20260122-CARD-WDR
2026-01-22,BRANCH,WDR,631,16063850.4,29840.93,NPR,SETTLE-20260122-BRANCH-WDR
2026-01-22,BRANCH,DEP,573,13994902.82,28258.31,NPR,SETTLE-20260122-BRANCH-DEP
2026-01-22,WALLET,TRF,711,18147370.09,34914.24,NPR,SETTLE-20260122-WALLET-TRF
2026-01-22,INTERNET_BANKING,WDR,561,13817742.42,27253.34,NPR,SETTLE-20260122-INTERNET_BANKING-WDR
2026-01-22,ATM,WDR,587,14138996.28,27103.72,NPR,SETTLE-20260122-ATM-WDR
2026-01-22,WALLET,DEP,547,13384113.26,25009.29,NPR,SETTLE-20260122-WALLET-DEP
2026-01-22,ATM,POS,916,23087414.5,46543.3,NPR,SETTLE-20260122-ATM-POS
2026-01-22,ATM,FEE,153,3560570.51,7522.09,NPR,SETTLE-20260122-ATM-FEE
2026-01-22,INTERNET_BANKING,DEP,608,14874432.9,31776.38,NPR,SETTLE-20260122-INTERNET_BANKING-DEP
2026-01-22,MOBILE,FEE,146,3754179.97,8982.05,NPR,SETTLE-20260122-MOBILE-FEE
2026-01-22,CARD,FEE,134,3869516.41,7302.45,NPR,SETTLE-20260122-CARD-FEE
