settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-15,CARD,WDR,593,15140546.09,31964.31,NPR,SETTLE-20260115-CARD-WDR
2026-01-15,ATM,TRF,743,19262243.23,39052.33,NPR,SETTLE-20260115-ATM-TRF
2026-01-15,BRANCH,DEP,564,14272341.06,29854.78,NPR,SETTLE-20260115-BRANCH-DEP
2026-01-15,ATM,FEE,128,3022794.48,6274.57,NPR,SETTLE-20260115-ATM-FEE
2026-01-15,WALLET,WDR,588,14629221.86,28628.8,NPR,SETTLE-20260115-WALLET-WDR
2026-01-15,ATM,WDR,582,14509463.17,26979.98,NPR,SETTLE-20260115-ATM-WDR
2026-01-15,BRANCH,WDR,619,16175912.08,31514.23,NPR,SETTLE-20260115-BRANCH-WDR
2026-01-15,WALLET,TRF,753,17683791.22,36103.08,NPR,SETTLE-20260115-WALLET-TRF
2026-01-15,CARD,TRF,772,20065568.3,41011.77,NPR,SETTLE-20260115-CARD-TRF
2026-01-15,WALLET,DEP,655,16099534.82,33930.66,NPR,SETTLE-20260115-WALLET-DEP
2026-01-15,INTERNET_BANKING,TRF,783,19294341.94,35452.86,NPR,SETTLE-20260115-INTERNET_BANKING-TRF
2026-01-15,BRANCH,TRF,769,19243387.89,36922.56,NPR,SETTLE-20260115-BRANCH-TRF
2026-01-15,INTERNET_BANKING,WDR,607,14901295.4,28667.86,NPR,SETTLE-20260115-INTERNET_BANKING-WDR
2026-01-15,WALLET,POS,919,22435096.76,45570.93,NPR,SETTLE-20260115-WALLET-POS
2026-01-15,INTERNET_BANKING,POS,848,21555861.87,39825.98,NPR,SETTLE-20260115-INTERNET_BANKING-POS
2026-01-15,CARD,POS,885,21856438.4,42104.66,NPR,SETTLE-20260115-CARD-POS
2026-01-15,MOBILE,WDR,585,14534886.41,30741.1,NPR,SETTLE-20260115-MOBILE-WDR
2026-01-15,BRANCH,FEE,142,3751340.3,7086.1,NPR,SETTLE-20260115-BRANCH-FEE
2026-01-15,INTERNET_BANKING,DEP,597,14508987.44,27531.63,NPR,SETTLE-20260115-INTERNET_BANKING-DEP
2026-01-15,MOBILE,TRF,739,18617554.36,38683.15,NPR,SETTLE-20260115-MOBILE-TRF
2026-01-15,ATM,DEP,552,13638256.81,27020.79,NPR,SETTLE-20260115-ATM-DEP
2026-01-15,MOBILE,DEP,626,15192171.56,30818.36,NPR,SETTLE-20260115-MOBILE-DEP
2026-01-15,BRANCH,POS,933,22512942.91,42450.43,NPR,SETTLE-20260115-BRANCH-POS
2026-01-15,CARD,DEP,597,14172044.09,26161.89,NPR,SETTLE-20260115-CARD-DEP
2026-01-15,ATM,POS,938,23493067.33,47106.73,NPR,SETTLE-20260115-ATM-POS
2026-01-15,MOBILE,POS,920,23017676.85,44503.4,NPR,SETTLE-20260115-MOBILE-POS
2026-01-15,INTERNET_BANKING,FEE,148,3847374.33,7407.85,NPR,SETTLE-20260115-INTERNET_BANKING-FEE
2026-01-15,WALLET,FEE,152,3751793.84,7329.94,NPR,SETTLE-20260115-WALLET-FEE
2026-01-15,MOBILE,FEE,142,3386581.38,7773.21,NPR,SETTLE-20260115-MOBILE-FEE
2026-01-15,CARD,FEE,159,4261410.3,8694.46,NPR,SETTLE-20260115-CARD-FEE
