settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-17,WALLET,TRF,795,19734690.29,39362.82,NPR,SETTLE-20260117-WALLET-TRF
2026-01-17,CARD,WDR,628,15548055.82,32261.74,NPR,SETTLE-20260117-CARD-WDR
2026-01-17,WALLET,DEP,599,14247676.28,27982.39,NPR,SETTLE-20260117-WALLET-DEP
2026-01-17,WALLET,POS,920,23415384.87,47524.17,NPR,SETTLE-20260117-WALLET-POS
2026-01-17,INTERNET_BANKING,POS,885,22269444.59,43914.61,NPR,SETTLE-20260117-INTERNET_BANKING-POS
2026-01-17,WALLET,WDR,599,14750595.15,28784.12,NPR,SETTLE-20260117-WALLET-WDR
2026-01-17,MOBILE,FEE,134,3539237.33,6402.53,NPR,SETTLE-20260117-MOBILE-FEE
2026-01-17,CARD,TRF,765,19035229.62,38104.99,NPR,SETTLE-20260117-CARD-TRF
2026-01-17,ATM,WDR,621,15270258.36,29592.27,NPR,SETTLE-20260117-ATM-WDR
2026-01-17,BRANCH,WDR,602,15694866.09,30585.26,NPR,SETTLE-20260117-BRANCH-WDR
2026-01-17,WALLET,FEE,139,3587387.64,6989.17,NPR,SETTLE-20260117-WALLET-FEE
2026-01-17,ATM,POS,903,22442031.02,45875.04,NPR,SETTLE-20260117-ATM-POS
2026-01-17,MOBILE,POS,848,20956371.68,39897.75,NPR,SETTLE-20260117-MOBILE-POS
2026-01-17,BRANCH,DEP,610,15291636.73,29754.94,NPR,SETTLE-20260117-BRANCH-DEP
2026-01-17,INTERNET_BANKING,TRF,749,18759835.14,37477.24,NPR,SETTLE-20260117-INTERNET_BANKING-TRF
2026-01-17,MOBILE,TRF,732,17516045.59,35644.51,NPR,SETTLE-20260117-MOBILE-TRF
2026-01-17,BRANCH,POS,929,23324544.91,46516.33,NPR,SETTLE-20260117-BRANCH-POS
2026-01-17,ATM,TRF,704,17589712.39,35554.67,NPR,SETTLE-20260117-ATM-TRF
2026-01-17,BRANCH,FEE,149,3462581.99,6161.48,NPR,SETTLE-20260117-BRANCH-FEE
2026-01-17,MOBILE,WDR,587,14619701.3,27569.42,NPR,SETTLE-20260117-MOBILE-WDR
2026-01-17,BRANCH,TRF,776,19774724.56,42763.84,NPR,SETTLE-20260117-BRANCH-TRF
2026-01-17,MOBILE,DEP,592,14914115.74,28815.24,NPR,SETTLE-20260117-MOBILE-DEP
2026-01-17,INTERNET_BANKING,WDR,630,15614842.14,28514.59,NPR,SETTLE-20260117-INTERNET_BANKING-WDR
2026-01-17,CARD,POS,855,21241964.27,47037.91,NPR,SETTLE-20260117-CARD-POS
2026-01-17,INTERNET_BANKING,DEP,619,15415391.17,31956.1,NPR,SETTLE-20260117-INTERNET_BANKING-DEP
2026-01-17,ATM,DEP,597,14683319.76,29627.64,NPR,SETTLE-20260117-ATM-DEP
2026-01-17,CARD,FEE,160,3873001.56,8944.06,NPR,SETTLE-20260117-CARD-FEE
2026-01-17,CARD,DEP,579,14660080.69,29640.93,NPR,SETTLE-20260117-CARD-DEP
2026-01-17,ATM,FEE,132,3494045.15,7132.43,NPR,SETTLE-20260117-ATM-FEE
2026-01-17,INTERNET_BANKING,FEE,138,3462978.6,7423.77,NPR,SETTLE-20260117-INTERNET_BANKING-FEE
