settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-25,CARD,DEP,594,15166207.79,33096.54,NPR,SETTLE-20260125-CARD-DEP
2026-01-25,WALLET,WDR,610,15539902.53,32045.25,NPR,SETTLE-20260125-WALLET-WDR
2026-01-25,WALLET,TRF,744,18797797.58,35072.35,NPR,SETTLE-20260125-WALLET-TRF
2026-01-25,ATM,TRF,762,19930170.91,40784.49,NPR,SETTLE-20260125-ATM-TRF
2026-01-25,ATM,DEP,576,14022823.6,27121.05,NPR,SETTLE-20260125-ATM-DEP
2026-01-25,INTERNET_BANKING,WDR,582,14685371.21,28390.13,NPR,SETTLE-20260125-INTERNET_BANKING-WDR
2026-01-25,MOBILE,POS,867,21973172.75,43477.28,NPR,SETTLE-20260125-MOBILE-POS
2026-01-25,MOBILE,WDR,568,13874851.25,27318.38,NPR,SETTLE-20260125-MOBILE-WDR
2026-01-25,INTERNET_BANKING,DEP,604,14546385.9,28812.96,NPR,SETTLE-20260125-INTERNET_BANKING-DEP
2026-01-25,INTERNET_BANKING,TRF,732,19302734.53,40780.38,NPR,SETTLE-20260125-INTERNET_BANKING-TRF
2026-01-25,MOBILE,TRF,762,19192868.48,35981.91,NPR,SETTLE-20260125-MOBILE-TRF
2026-01-25,ATM,POS,905,22696396.6,48379.7,NPR,SETTLE-20260125-ATM-POS
2026-01-25,WALLET,POS,913,22827257.91,45974.36,NPR,SETTLE-20260125-WALLET-POS
2026-01-25,BRANCH,POS,965,23720046.48,49062.97,NPR,SETTLE-20260125-BRANCH-POS
2026-01-25,INTERNET_BANKING,POS,912,23012838.46,44074.51,NPR,SETTLE-20260125-INTERNET_BANKING-POS
2026-01-25,MOBILE,DEP,628,15719064.22,29437.52,NPR,SETTLE-20260125-MOBILE-DEP
2026-01-25,CARD,POS,891,22551033.42,44776.74,NPR,SETTLE-20260125-CARD-POS
2026-01-25,CARD,TRF,725,18241874.37,38143.38,NPR,SETTLE-20260125-CARD-TRF
2026-01-25,BRANCH,TRF,748,18897765.97,39863.61,NPR,SETTLE-20260125-BRANCH-TRF
2026-01-25,BRANCH,WDR,614,15388747.03,30894.23,NPR,SETTLE-20260125-BRANCH-WDR
2026-01-25,BRANCH,FEE,132,3218578.43,6157.16,NPR,SETTLE-20260125-BRANCH-FEE
2026-01-25,MOBILE,FEE,162,4305476.16,9452.77,NPR,SETTLE-20260125-MOBILE-FEE
2026-01-25,CARD,WDR,595,15480340.74,31098.5,NPR,SETTLE-20260125-CARD-WDR
2026-01-25,CARD,FEE,154,4016649.26,7465.01,NPR,SETTLE-20260125-CARD-FEE
2026-01-25,ATM,WDR,603,15733757.39,33943.2,NPR,SETTLE-20260125-ATM-WDR
2026-01-25,WALLET,DEP,587,14960096.54,29051.63,NPR,SETTLE-20260125-WALLET-DEP
2026-01-25,BRANCH,DEP,587,14971646.08,31595.47,NPR,SETTLE-20260125-BRANCH-DEP
2026-01-25,WALLET,FEE,141,3485002.97,6818.07,NPR,SETTLE-20260125-WALLET-FEE
2026-01-25,ATM,FEE,160,4032031.07,7536.86,NPR,SETTLE-20260125-ATM-FEE
2026-01-25,INTERNET_BANKING,FEE,169,4172766.1,8425.6,NPR,SETTLE-20260125-INTERNET_BANKING-FEE
