settlement_date,channel,transaction_type_code,settled_transaction_count,settled_gross_amount,settled_fee_amount,currency,settlement_batch_id
2026-01-10,WALLET,WDR,598,15119082.89,32376.15,NPR,SETTLE-20260110-WALLET-WDR
2026-01-10,INTERNET_BANKING,POS,918,22477141.04,49175.1,NPR,SETTLE-20260110-INTERNET_BANKING-POS
2026-01-10,BRANCH,POS,834,20456618.7,44012.59,NPR,SETTLE-20260110-BRANCH-POS
2026-01-10,ATM,TRF,750,19431353.33,36655.97,NPR,SETTLE-20260110-ATM-TRF
2026-01-10,MOBILE,POS,899,22472698.04,43057.04,NPR,SETTLE-20260110-MOBILE-POS
2026-01-10,WALLET,DEP,591,14608918.85,31687.68,NPR,SETTLE-20260110-WALLET-DEP
2026-01-10,INTERNET_BANKING,TRF,739,18680703.71,37772.46,NPR,SETTLE-20260110-INTERNET_BANKING-TRF
2026-01-10,CARD,DEP,605,15358206.54,32129.58,NPR,SETTLE-20260110-CARD-DEP
2026-01-10,INTERNET_BANKING,WDR,596,14750582.11,30462.37,NPR,SETTLE-20260110-INTERNET_BANKING-WDR
2026-01-10,CARD,WDR,642,16022263.39,33632.3,NPR,SETTLE-20260110-CARD-WDR
2026-01-10,WALLET,POS,951,23972497.89,45703.64,NPR,SETTLE-20260110-WALLET-POS
2026-01-10,BRANCH,WDR,599,14461803.26,25793.37,NPR,SETTLE-20260110-BRANCH-WDR
2026-01-10,CARD,TRF,755,18907231.74,37004.02,NPR,SETTLE-20260110-CARD-TRF
2026-01-10,MOBILE,TRF,735,18225801.87,34559.1,NPR,SETTLE-20260110-MOBILE-TRF
2026-01-10,ATM,POS,916,22443519.24,44258.04,NPR,SETTLE-20260110-ATM-POS
2026-01-10,WALLET,TRF,784,19721281.36,38467.96,NPR,SETTLE-20260110-WALLET-TRF
2026-01-10,ATM,WDR,629,15936710.62,29373.06,NPR,SETTLE-20260110-ATM-WDR
2026-01-10,ATM,FEE,142,3405095.42,6872.73,NPR,SETTLE-20260110-ATM-FEE
2026-01-10,CARD,POS,916,23101921.74,45780.66,NPR,SETTLE-20260110-CARD-POS
2026-01-10,BRANCH,TRF,709,17146942.89,36186.68,NPR,SETTLE-20260110-BRANCH-TRF
2026-01-10,INTERNET_BANKING,DEP,587,14683152.83,29967.96,NPR,SETTLE-20260110-INTERNET_BANKING-DEP
2026-01-10,MOBILE,WDR,625,15664994.52,32530.84,NPR,SETTLE-20260110-MOBILE-WDR
2026-01-10,MOBILE,DEP,593,15066105.48,27570.76,NPR,SETTLE-20260110-MOBILE-DEP
2026-01-10,ATM,DEP,604,15275795.3,33912.76,NPR,SETTLE-20260110-ATM-DEP
2026-01-10,CARD,FEE,166,4250854.09,8302.78,NPR,SETTLE-20260110-CARD-FEE
2026-01-10,MOBILE,FEE,159,3904877.4,8765.22,NPR,SETTLE-20260110-MOBILE-FEE
2026-01-10,WALLET,FEE,166,3899689.41,6686.87,NPR,SETTLE-20260110-WALLET-FEE
2026-01-10,BRANCH,DEP,583,14787060.99,31252.83,NPR,SETTLE-20260110-BRANCH-DEP
2026-01-10,INTERNET_BANKING,FEE,148,3651921.34,7373.02,NPR,SETTLE-20260110-INTERNET_BANKING-FEE
2026-01-10,BRANCH,FEE,163,3777651.84,7214.88,NPR,SETTLE-20260110-BRANCH-FEE
